anno,provincia,delitto,eta_alla_data_del_reato_vittima,provincia_uts,codice_provinciauts,codice_provincia_storico,codice_regione,regione,ripartizione_geografica,sigla_automobilistica,provinciauts_corretto,codice_ripartizione_geografica
2020,REGGIO CALABRIA,12. VIOLENZE SESSUALI,35-44,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2021,REGGIO CALABRIA,12. VIOLENZE SESSUALI,35-44,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2022,REGGIO CALABRIA,12. VIOLENZE SESSUALI,35-44,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2023,REGGIO CALABRIA,12. VIOLENZE SESSUALI,35-44,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2024,REGGIO CALABRIA,12. VIOLENZE SESSUALI,35-44,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2019,REGGIO CALABRIA,12. VIOLENZE SESSUALI,45-54,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2020,REGGIO CALABRIA,12. VIOLENZE SESSUALI,45-54,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2021,REGGIO CALABRIA,12. VIOLENZE SESSUALI,45-54,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2022,REGGIO CALABRIA,12. VIOLENZE SESSUALI,45-54,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2023,REGGIO CALABRIA,12. VIOLENZE SESSUALI,45-54,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2024,REGGIO CALABRIA,12. VIOLENZE SESSUALI,45-54,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2019,REGGIO CALABRIA,12. VIOLENZE SESSUALI,55-64,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2020,REGGIO CALABRIA,12. VIOLENZE SESSUALI,55-64,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2021,REGGIO CALABRIA,12. VIOLENZE SESSUALI,55-64,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2022,REGGIO CALABRIA,12. VIOLENZE SESSUALI,55-64,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2023,REGGIO CALABRIA,12. VIOLENZE SESSUALI,55-64,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2024,REGGIO CALABRIA,12. VIOLENZE SESSUALI,55-64,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2019,REGGIO CALABRIA,12. VIOLENZE SESSUALI,65 e oltre,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2020,REGGIO CALABRIA,12. VIOLENZE SESSUALI,65 e oltre,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2021,REGGIO CALABRIA,12. VIOLENZE SESSUALI,65 e oltre,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2022,REGGIO CALABRIA,12. VIOLENZE SESSUALI,65 e oltre,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2023,REGGIO CALABRIA,12. VIOLENZE SESSUALI,65 e oltre,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2024,REGGIO CALABRIA,12. VIOLENZE SESSUALI,65 e oltre,Reggio Calabria,280,080,18,Calabria,Sud,RC,REGGIO CALABRIA,4
2019,TRAPANI,5. TENTATI OMICIDI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,5. TENTATI OMICIDI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,5. TENTATI OMICIDI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,5. TENTATI OMICIDI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,5. TENTATI OMICIDI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,5. TENTATI OMICIDI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,5. TENTATI OMICIDI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,5. TENTATI OMICIDI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,5. TENTATI OMICIDI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,5. TENTATI OMICIDI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,5. TENTATI OMICIDI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,5. TENTATI OMICIDI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,5. TENTATI OMICIDI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,5. TENTATI OMICIDI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,5. TENTATI OMICIDI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,5. TENTATI OMICIDI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,5. TENTATI OMICIDI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,5. TENTATI OMICIDI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,5. TENTATI OMICIDI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,5. TENTATI OMICIDI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,5. TENTATI OMICIDI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,5. TENTATI OMICIDI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,5. TENTATI OMICIDI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,5. TENTATI OMICIDI,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,8. LESIONI DOLOSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,8. LESIONI DOLOSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,8. LESIONI DOLOSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,8. LESIONI DOLOSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,8. LESIONI DOLOSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,8. LESIONI DOLOSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,8. LESIONI DOLOSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,8. LESIONI DOLOSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,8. LESIONI DOLOSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,8. LESIONI DOLOSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,8. LESIONI DOLOSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,8. LESIONI DOLOSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,8. LESIONI DOLOSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,8. LESIONI DOLOSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,8. LESIONI DOLOSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,8. LESIONI DOLOSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,8. LESIONI DOLOSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,8. LESIONI DOLOSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,8. LESIONI DOLOSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,8. LESIONI DOLOSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,8. LESIONI DOLOSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,8. LESIONI DOLOSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,8. LESIONI DOLOSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,8. LESIONI DOLOSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,8. LESIONI DOLOSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,8. LESIONI DOLOSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,8. LESIONI DOLOSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,8. LESIONI DOLOSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,8. LESIONI DOLOSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,8. LESIONI DOLOSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,8. LESIONI DOLOSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,8. LESIONI DOLOSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,8. LESIONI DOLOSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,8. LESIONI DOLOSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,8. LESIONI DOLOSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,8. LESIONI DOLOSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,8. LESIONI DOLOSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,8. LESIONI DOLOSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,8. LESIONI DOLOSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,8. LESIONI DOLOSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,8. LESIONI DOLOSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,8. LESIONI DOLOSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,8. LESIONI DOLOSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,8. LESIONI DOLOSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,8. LESIONI DOLOSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,8. LESIONI DOLOSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,8. LESIONI DOLOSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,8. LESIONI DOLOSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,9. PERCOSSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,9. PERCOSSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,9. PERCOSSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,9. PERCOSSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,9. PERCOSSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,9. PERCOSSE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,9. PERCOSSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,9. PERCOSSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,9. PERCOSSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,9. PERCOSSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,9. PERCOSSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,9. PERCOSSE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,9. PERCOSSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,9. PERCOSSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,9. PERCOSSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,9. PERCOSSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,9. PERCOSSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,9. PERCOSSE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,9. PERCOSSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,9. PERCOSSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,9. PERCOSSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,9. PERCOSSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,9. PERCOSSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,9. PERCOSSE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,9. PERCOSSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,9. PERCOSSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,9. PERCOSSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,9. PERCOSSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,9. PERCOSSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,9. PERCOSSE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,9. PERCOSSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,9. PERCOSSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,9. PERCOSSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,9. PERCOSSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,9. PERCOSSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,9. PERCOSSE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,9. PERCOSSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,9. PERCOSSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,9. PERCOSSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,9. PERCOSSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,9. PERCOSSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,9. PERCOSSE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,9. PERCOSSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,9. PERCOSSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,9. PERCOSSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,9. PERCOSSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,9. PERCOSSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,9. PERCOSSE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,10. MINACCE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,10. MINACCE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,10. MINACCE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,10. MINACCE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,10. MINACCE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,10. MINACCE,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,10. MINACCE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,10. MINACCE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,10. MINACCE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,10. MINACCE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,10. MINACCE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,10. MINACCE,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,10. MINACCE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,10. MINACCE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,10. MINACCE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,10. MINACCE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,10. MINACCE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,10. MINACCE,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,10. MINACCE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,10. MINACCE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,10. MINACCE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,10. MINACCE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,10. MINACCE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,10. MINACCE,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,10. MINACCE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,10. MINACCE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,10. MINACCE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,10. MINACCE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,10. MINACCE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,10. MINACCE,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,10. MINACCE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,10. MINACCE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,10. MINACCE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,10. MINACCE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,10. MINACCE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,10. MINACCE,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,10. MINACCE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,10. MINACCE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,10. MINACCE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,10. MINACCE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,10. MINACCE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,10. MINACCE,55-64,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,10. MINACCE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,10. MINACCE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,10. MINACCE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,10. MINACCE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,10. MINACCE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,10. MINACCE,65 e oltre,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,12. VIOLENZE SESSUALI,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,12. VIOLENZE SESSUALI,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,12. VIOLENZE SESSUALI,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,12. VIOLENZE SESSUALI,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,12. VIOLENZE SESSUALI,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,12. VIOLENZE SESSUALI,0-13,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,12. VIOLENZE SESSUALI,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,12. VIOLENZE SESSUALI,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,12. VIOLENZE SESSUALI,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,12. VIOLENZE SESSUALI,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,12. VIOLENZE SESSUALI,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,12. VIOLENZE SESSUALI,14-17,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,12. VIOLENZE SESSUALI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,12. VIOLENZE SESSUALI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,12. VIOLENZE SESSUALI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,12. VIOLENZE SESSUALI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,12. VIOLENZE SESSUALI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,12. VIOLENZE SESSUALI,18-24,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,12. VIOLENZE SESSUALI,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,12. VIOLENZE SESSUALI,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,12. VIOLENZE SESSUALI,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,12. VIOLENZE SESSUALI,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,12. VIOLENZE SESSUALI,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,12. VIOLENZE SESSUALI,25-34,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,12. VIOLENZE SESSUALI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,12. VIOLENZE SESSUALI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,12. VIOLENZE SESSUALI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,12. VIOLENZE SESSUALI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,12. VIOLENZE SESSUALI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,12. VIOLENZE SESSUALI,35-44,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2019,TRAPANI,12. VIOLENZE SESSUALI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2020,TRAPANI,12. VIOLENZE SESSUALI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2021,TRAPANI,12. VIOLENZE SESSUALI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2022,TRAPANI,12. VIOLENZE SESSUALI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2023,TRAPANI,12. VIOLENZE SESSUALI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
2024,TRAPANI,12. VIOLENZE SESSUALI,45-54,Trapani,081,081,19,Sicilia,Isole,TP,TRAPANI,5
