anno,provincia,delitto,eta_alla_data_del_reato,sesso,provincia_uts,codice_provinciauts,codice_provincia_storico,codice_regione,regione,ripartizione_geografica,sigla_automobilistica,provinciauts_corretto,codice_ripartizione_geografica
2024,FERRARA,12. VIOLENZE SESSUALI,25-34,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2019,FERRARA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2020,FERRARA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2021,FERRARA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2022,FERRARA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2023,FERRARA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2024,FERRARA,12. VIOLENZE SESSUALI,35-44,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2019,FERRARA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2020,FERRARA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2021,FERRARA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2022,FERRARA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2023,FERRARA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2024,FERRARA,12. VIOLENZE SESSUALI,45-54,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2019,FERRARA,12. VIOLENZE SESSUALI,55-64,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2020,FERRARA,12. VIOLENZE SESSUALI,55-64,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2021,FERRARA,12. VIOLENZE SESSUALI,55-64,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2022,FERRARA,12. VIOLENZE SESSUALI,55-64,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2023,FERRARA,12. VIOLENZE SESSUALI,55-64,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2024,FERRARA,12. VIOLENZE SESSUALI,55-64,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2019,FERRARA,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2020,FERRARA,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2022,FERRARA,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2023,FERRARA,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2024,FERRARA,12. VIOLENZE SESSUALI,65 e oltre,MASCHILE,Ferrara,038,038,08,Emilia-Romagna,Nord-est,FE,FERRARA,2
2019,RAVENNA,3. OMICIDI VOLONTARI CONSUMATI,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,3. OMICIDI VOLONTARI CONSUMATI,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,3. OMICIDI VOLONTARI CONSUMATI,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,3. OMICIDI VOLONTARI CONSUMATI,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,3. OMICIDI VOLONTARI CONSUMATI,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,3. OMICIDI VOLONTARI CONSUMATI,65 e oltre,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,3. OMICIDI VOLONTARI CONSUMATI,65 e oltre,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,3. OMICIDI VOLONTARI CONSUMATI,65 e oltre,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,5. TENTATI OMICIDI,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,5. TENTATI OMICIDI,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,5. TENTATI OMICIDI,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,5. TENTATI OMICIDI,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,5. TENTATI OMICIDI,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,5. TENTATI OMICIDI,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,5. TENTATI OMICIDI,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,5. TENTATI OMICIDI,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,5. TENTATI OMICIDI,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,5. TENTATI OMICIDI,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,5. TENTATI OMICIDI,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,5. TENTATI OMICIDI,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,5. TENTATI OMICIDI,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,5. TENTATI OMICIDI,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,5. TENTATI OMICIDI,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,5. TENTATI OMICIDI,55-64,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,0-13,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,14-17,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,14-17,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,14-17,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,14-17,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,14-17,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,14-17,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,14-17,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,14-17,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,14-17,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,14-17,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,18-24,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,18-24,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,18-24,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,18-24,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,18-24,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,18-24,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,25-34,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,25-34,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,25-34,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,25-34,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,25-34,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,25-34,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,55-64,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,55-64,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,55-64,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,55-64,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,55-64,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,55-64,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,55-64,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,55-64,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,55-64,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,55-64,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,55-64,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,55-64,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,65 e oltre,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,8. LESIONI DOLOSE,65 e oltre,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,9. PERCOSSE,14-17,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,9. PERCOSSE,14-17,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,9. PERCOSSE,14-17,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,9. PERCOSSE,14-17,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,9. PERCOSSE,18-24,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,9. PERCOSSE,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,9. PERCOSSE,18-24,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,9. PERCOSSE,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,9. PERCOSSE,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,9. PERCOSSE,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,9. PERCOSSE,18-24,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,9. PERCOSSE,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,9. PERCOSSE,18-24,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,9. PERCOSSE,18-24,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,9. PERCOSSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,9. PERCOSSE,25-34,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,9. PERCOSSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,9. PERCOSSE,25-34,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,9. PERCOSSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,9. PERCOSSE,25-34,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,9. PERCOSSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,9. PERCOSSE,25-34,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,9. PERCOSSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,9. PERCOSSE,25-34,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,9. PERCOSSE,25-34,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,9. PERCOSSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,9. PERCOSSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,9. PERCOSSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,9. PERCOSSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,9. PERCOSSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,9. PERCOSSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,9. PERCOSSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,9. PERCOSSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,9. PERCOSSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,9. PERCOSSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,9. PERCOSSE,35-44,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,9. PERCOSSE,35-44,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,9. PERCOSSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,9. PERCOSSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,9. PERCOSSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,9. PERCOSSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,9. PERCOSSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,9. PERCOSSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,9. PERCOSSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,9. PERCOSSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,9. PERCOSSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,9. PERCOSSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,9. PERCOSSE,45-54,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2024,RAVENNA,9. PERCOSSE,45-54,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,9. PERCOSSE,55-64,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2019,RAVENNA,9. PERCOSSE,55-64,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2020,RAVENNA,9. PERCOSSE,55-64,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2021,RAVENNA,9. PERCOSSE,55-64,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,9. PERCOSSE,55-64,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2022,RAVENNA,9. PERCOSSE,55-64,MASCHILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
2023,RAVENNA,9. PERCOSSE,55-64,FEMMINILE,Ravenna,039,039,08,Emilia-Romagna,Nord-est,RA,RAVENNA,2
