PROT_SDI,COD_VITTIMA,SEX_VITTIMA,ETA_VITTIMA,NAZIONE_NASCITA_VITTIMA,NAZIONE_NASCITA_VITTIMA_ISO
FICS632024856992,19970918113636018177,FEMMINA,48,ITALIA,ITA
FIGN522024000066,20240318172317761036,FEMMINA,32,PERU',PER
FIPC062024000031,20050830201328506391,FEMMINA,40,MOLDAVIA,MDA
FIPC062024000845,20241111090636205698,FEMMINA,20,STATI UNITI D'AMERICA,USA
FIPQ102024000295,20220421104554055507,FEMMINA,26,CANADA,CAN
FMCS082024000062,20000914091417077789,FEMMINA,52,KENYA,KEN
FMCS082024000083,20050820110850429906,FEMMINA,43,INDIA,IND
FMPQ102024000642,20030427072005685159,FEMMINA,43,ITALIA,ITA
FOCS012024000089,20200729083839145639,MASCHIO,82,ITALIA,ITA
FOCS152024000029,19880619121844600040,MASCHIO,57,ITALIA,ITA
FOCS162024850310,20020801155322483150,FEMMINA,36,ITALIA,ITA
FOCS302024000165,20210802103818499347,FEMMINA,29,ROMANIA,ROU
FOCS302024000176,20170822163731991842,FEMMINA,27,ITALIA,ITA
FOCS312024000233,20190928032409989770,FEMMINA,19,MAROCCO,MAR
FOCS342024000020,20030411122737400671,FEMMINA,87,ITALIA,ITA
FOPC012025020040,20200423105309584193,FEMMINA,88,ITALIA,ITA
FOPQ302024000069,20211009161523123467,FEMMINA,22,ITALIA,ITA
FOPQ302024000078,20240930103126183401,FEMMINA,22,ITALIA,ITA
FOPQ302024000079,20240110101710795874,FEMMINA,29,TUNISIA,TUN
FRCS052024850082,20091228213742547083,FEMMINA,30,ITALIA,ITA
FRCS092024000013,20050619170333780431,FEMMINA,41,ITALIA,ITA
FRCS102024000039,20210527234311170824,FEMMINA,22,ITALIA,ITA
FRCS102025000003,20020811230130811141,FEMMINA,41,ITALIA,ITA
FRCS282023000019,20011125125812080576,FEMMINA,70,ITALIA,ITA
FRCS332024000022,20150210114908825709,FEMMINA,55,ITALIA,ITA
FRCS372024000005,20240112111952007385,MASCHIO,49,EL SALVADOR,SLV
FRCS512024000030,20240515104850237804,FEMMINA,12,ITALIA,ITA
FRCS542024851424,20241106213911055866,FEMMINA,40,UCRAINA,UKR
FRPC012024200055,20081112091726362590,FEMMINA,35,BULGARIA,BGR
FRPC012024200143,20080616135338805786,FEMMINA,31,ITALIA,ITA
FRPC012024200162,20011120225746683361,FEMMINA,43,ITALIA,ITA
FRPC012024200170,20090731085403675523,FEMMINA,35,ITALIA,ITA
FRPC012024200171,20040318141155349295,FEMMINA,46,ITALIA,ITA
FRPC012024200188,20240308125147237806,FEMMINA,35,BULGARIA,BGR
FRPC012024200196,20240112010159294899,FEMMINA,19,ITALIA,ITA
FRPC012024200253,20061227115708574712,MASCHIO,47,ITALIA,ITA
FRPC012024200261,20131115020348068511,FEMMINA,28,ITALIA,ITA
FRPC012024200262,20100603161328825806,FEMMINA,35,ITALIA,ITA
FRPC012024200264,20091002135001730238,FEMMINA,74,ITALIA,ITA
FRPC012024200386,20031119101348502098,FEMMINA,40,ITALIA,ITA
FRPC012024200655,20021004031439648109,FEMMINA,50,SVIZZERA,CHE
FRPC022024000645,20220928144758552078,FEMMINA,14,ITALIA,ITA
FRPC022024000676,20120425190204030513,FEMMINA,64,UCRAINA,UKR
FRPC022024000712,19951011170013038785,MASCHIO,55,ITALIA,ITA
FRPC022024000725,20190309080044938763,FEMMINA,27,ITALIA,ITA
FRPQ302024000007,20240301141408207620,FEMMINA,11,ITALIA,ITA
GECC052024000065,20240220152843052036,FEMMINA,34,PERU',PER
GECS162024000030,20030310081703264494,FEMMINA,54,ITALIA,ITA
GECS182024000002,20080330155116700946,FEMMINA,32,ECUADOR,ECU
GECS182024000008,20040217164024046537,FEMMINA,39,ITALIA,ITA
GECS212024000003,19970510102220513417,MASCHIO,57,ITALIA,ITA
GECS212024000004,20240112202347430553,FEMMINA,68,ITALIA,ITA
GECS232024000084,19971002160719416347,FEMMINA,75,ITALIA,ITA
GECS232025000013,19950805091203355052,FEMMINA,50,ITALIA,ITA
GECS242024000008,20240303084424053844,FEMMINA,45,ITALIA,ITA
GECS242024000012,19961215101508455123,MASCHIO,58,ITALIA,ITA
GECS242024000019,20020512201406774488,FEMMINA,39,ITALIA,ITA
GECS242024000019,20240408182117480285,MASCHIO,0,ITALIA,ITA
GECS242024000027,20140114203325951095,FEMMINA,26,ITALIA,ITA
GECS242024000027,20140114203325951095,FEMMINA,28,ITALIA,ITA
GECS242024000096,20080406064326145400,FEMMINA,34,ITALIA,ITA
GECS352024000094,20120514193945769526,FEMMINA,34,ITALIA,ITA
GECS372024000005,20161220132455817965,FEMMINA,36,NIGERIA,NGA
GECS492024000049,20240112151643410981,FEMMINA,13,ITALIA,ITA
GECS512024850079,20191118164947643164,FEMMINA,15,ITALIA,ITA
GECS512024850369,20180827162425290302,FEMMINA,25,ECUADOR,ECU
GECS512024851511,19981021145205062518,FEMMINA,47,ITALIA,ITA
GECS542024000036,19970327115938404039,FEMMINA,52,ITALIA,ITA
GECS542025000089,20040902152858543758,FEMMINA,34,ITALIA,ITA
GECS562025000001,20200903103350124336,FEMMINA,17,ITALIA,ITA
GECS602024854256,19941109115904053506,FEMMINA,60,ITALIA,ITA
GEEV102024002704,20240510181159785358,FEMMINA,20,ITALIA,ITA
GEPC022024200040,20130731100915818755,FEMMINA,19,ITALIA,ITA
GEPC052024200298,20050405103330130639,FEMMINA,42,ITALIA,ITA
GEPC052024200324,20131123202231726367,FEMMINA,36,ITALIA,ITA
GEPC062024000071,20131008153158185711,FEMMINA,55,COSTA RICA,CRI
GEPC072024200674,20020410232213740986,FEMMINA,65,ITALIA,ITA
GEPG432024500075,20190802163628422509,FEMMINA,19,ITALIA,ITA
GEPQ102023004052,20001109111223077373,FEMMINA,40,ITALIA,ITA
GEPQ102023004117,20030618110556864011,MASCHIO,74,ITALIA,ITA
GEPQ102024000024,20060422123912692200,FEMMINA,33,ECUADOR,ECU
GEPQ102024000127,20240120083320082112,FEMMINA,18,ROMANIA,ROU
GEPQ102024002562,20050711111427508758,FEMMINA,46,TUNISIA,TUN
GEPQ102024500102,19941217144920000683,MASCHIO,49,ITALIA,ITA
GEPQ102024500682,20210323175924312332,FEMMINA,19,ITALIA,ITA
GEPQ102024501103,20050810101532129496,FEMMINA,41,ITALIA,ITA
GEPQ102024501211,20230209154358944830,FEMMINA,25,ITALIA,ITA
GEPQ102024501467,20011125102642804385,FEMMINA,43,ITALIA,ITA
GEPQ102024502135,20111115092738247212,FEMMINA,32,ITALIA,ITA
GEPQ102024502310,20061108090437832378,FEMMINA,34,ITALIA,ITA
GEPQ302025030012,20241215120211252849,FEMMINA,15,ITALIA,ITA
GEPT102024000017,20020812163021910378,FEMMINA,55,ITALIA,ITA
GOCC012024100002,20020705011827188580,MASCHIO,40,ITALIA,ITA
GOCS042025000003,20250327163210567696,FEMMINA,46,ITALIA,ITA
GOCS052024000037,20191023110106087928,FEMMINA,64,ITALIA,ITA
GOCS202024000003,20170911182022739433,FEMMINA,27,SLOVENIA,SVN
GOPC012024000581,20141023172121518362,FEMMINA,23,ITALIA,ITA
GOPC012024000690,19880224105825500886,FEMMINA,92,ITALIA,ITA
GOPQ102024000437,20150706005458395251,FEMMINA,28,ITALIA,ITA
GOPQ102024000463,20100308145908464245,FEMMINA,26,ITALIA,ITA
GOPQ302023000023,20060430161147276753,FEMMINA,35,ITALIA,ITA
GRCS142024000014,20081016122427248989,MASCHIO,65,ITALIA,ITA
GRCS142024000014,20220906205058171528,FEMMINA,64,ITALIA,ITA
GRCS192023000054,20230216093609358829,FEMMINA,37,ALBANIA,ALB
GRCS192024000001,20040709163620752407,FEMMINA,45,ITALIA,ITA
GRCS192024000023,20180622151458797772,FEMMINA,20,ITALIA,ITA
GRCS192024000029,20021027143242200558,FEMMINA,70,ITALIA,ITA
GRCS192024000030,20210419172341015517,MASCHIO,28,IRAQ,IRQ
GRCS192024000031,19930828112056104934,FEMMINA,68,ITALIA,ITA
GRCS222023000045,20020111135416336699,FEMMINA,40,ITALIA,ITA
GRCS322024000022,19981211183420883680,FEMMINA,53,ITALIA,ITA
GRCS332024000049,19910209223619699990,FEMMINA,56,ITALIA,ITA
GRCS332024850426,20240201141715640866,FEMMINA,41,ITALIA,ITA
GRCS342024000024,20031006103029928940,FEMMINA,47,ITALIA,ITA
GRCS422024000003,20240229125855577000,FEMMINA,14,ITALIA,ITA
GRCS462024000030,20070418093630251046,MASCHIO,56,ITALIA,ITA
GRCS462024850080,19901014084936074294,FEMMINA,54,ITALIA,ITA
GRPQ302025000017,20030404121334811315,FEMMINA,46,LETTONIA,LVA
IMCS072024000040,20190402030256708324,FEMMINA,28,ITALIA,ITA
IMCS142024000073,20160808134726200185,FEMMINA,14,ITALIA,ITA
IMPC022024000735,20050420191710497490,MASCHIO,36,ITALIA,ITA
IMPQ102023001485,20230130105723321194,FEMMINA,22,PERU',PER
IMPQ102023001493,20080209191830742924,FEMMINA,36,ALBANIA,ALB
ISCS022024000010,20121106101935287534,FEMMINA,65,ITALIA,ITA
ISCS202024000006,19971111110447009622,FEMMINA,55,ITALIA,ITA
ISCS212024000051,20080308093617493858,FEMMINA,38,ITALIA,ITA
ISPQ102024000006,20100115184635911657,FEMMINA,33,ITALIA,ITA
ISPQ102024000182,20100308095436681162,FEMMINA,35,ITALIA,ITA
ISPQ102024000183,20030729232758332441,FEMMINA,58,ITALIA,ITA
ISPQ102025000019,20070905013357130975,FEMMINA,31,ITALIA,ITA
KRCS062024850105,20060104224141805475,MASCHIO,37,ITALIA,ITA
KRCS072024000006,20210324172047302130,FEMMINA,43,ITALIA,ITA
KRCS112024850056,20080712002933511330,FEMMINA,48,CANADA,CAN
KRCS172024000074,20141018104131947494,FEMMINA,38,ROMANIA,ROU
KRCS202023852521,20141018163023251288,FEMMINA,50,ITALIA,ITA
KRCS232023000248,20210510131441744675,FEMMINA,24,ROMANIA,ROU
KRCS232024000091,20240611123852119749,FEMMINA,17,ROMANIA,ROU
KRCS232024000117,20170427120250113995,FEMMINA,48,ROMANIA,ROU
KRCS232024850270,20240326182746016832,FEMMINA,43,ITALIA,ITA
KRGG412024000100,20110702170727474309,FEMMINA,43,ITALIA,ITA
KRGG412024000100,20241206123739518450,FEMMINA,76,ITALIA,ITA
KRPQ102024999955,20040211115603053083,FEMMINA,38,ITALIA,ITA
KRPQ302024000003,20171016224736659100,FEMMINA,41,ITALIA,ITA
LCCS032025850023,20141105165905660011,FEMMINA,36,NIGERIA,NGA
LCCS042025000023,20131205155743457306,FEMMINA,49,ITALIA,ITA
LCCS102023000208,20230503160855583233,FEMMINA,14,ITALIA,ITA
LCCS132024000048,20141113224354629626,FEMMINA,38,CONGO,COG
LCCS162024000004,20110427083406676763,FEMMINA,48,UCRAINA,UKR
LCPQ102025710097,20110512094318679354,FEMMINA,31,ITALIA,ITA
LCPQ102025710112,20100811181956424468,FEMMINA,32,ITALIA,ITA
LCPQ302024000029,20060828204912591660,FEMMINA,49,ITALIA,ITA
LECC012024000030,20191114083504212101,FEMMINA,73,ITALIA,ITA
LECC052024000009,20240222144738602500,FEMMINA,39,ROMANIA,ROU
LECS022024000048,20221103223038481079,FEMMINA,21,ITALIA,ITA
LECS272024000015,20120221175234081578,FEMMINA,34,ITALIA,ITA
LECS392024000017,20190704201938283458,FEMMINA,40,ITALIA,ITA
LECS392024850310,20221227073916588144,FEMMINA,57,ITALIA,ITA
LECS452024000219,20130605213510273351,FEMMINA,32,ITALIA,ITA
LECS522024000081,20020506220105846174,FEMMINA,40,ITALIA,ITA
LECS542024000086,20210303093249416164,FEMMINA,22,ITALIA,ITA
LECS582024850117,19960904094741085965,MASCHIO,63,ITALIA,ITA
LECS582024850627,20071008161217700005,FEMMINA,44,ITALIA,ITA
LECS612024850449,20211224090022370460,FEMMINA,52,ITALIA,ITA
LECS652024850365,20020830135718188574,FEMMINA,53,ITALIA,ITA
LEPC042024000359,20170605011819410435,FEMMINA,36,ITALIA,ITA
LEPC042024000359,20170605011819410435,FEMMINA,31,ITALIA,ITA
LEPQ102024000013,20210420155325744837,FEMMINA,32,ITALIA,ITA
LEPQ102024000131,20081112030335833178,FEMMINA,35,ITALIA,ITA
LEPQ302024030001,20050307184803989031,FEMMINA,38,ITALIA,ITA
LICC012023000229,20201031121327096456,FEMMINA,14,ITALIA,ITA
LICC012023000231,20210401160904816956,FEMMINA,16,MAROCCO,MAR
LICC012024000069,20240414105118025865,FEMMINA,17,ITALIA,ITA
LICC062024000015,19980821200848027795,FEMMINA,57,ITALIA,ITA
LICS062024000016,20010815211244397526,FEMMINA,48,ITALIA,ITA
LICS062024000019,19950405133820104865,FEMMINA,53,ITALIA,ITA
LICS062024000023,19850518174832600936,MASCHIO,69,ITALIA,ITA
LICS062024000042,20140723013228664606,FEMMINA,28,ITALIA,ITA
LICS112024000053,20100121213205136090,FEMMINA,32,ITALIA,ITA
LICS152024850976,20000226132245079887,FEMMINA,54,ITALIA,ITA
LICS152024852705,20081024162634915293,MASCHIO,30,ALBANIA,ALB
LICS312024850367,20070801143131700592,FEMMINA,29,ALBANIA,ALB
LIPC042024000023,20100125195818291754,FEMMINA,33,ALBANIA,ALB
LIPC042024000098,20080418145038441329,FEMMINA,52,POLONIA,POL
LIPC042024500040,20021207062911634263,FEMMINA,52,ITALIA,ITA
LIPQ102024501176,20230707120221752010,FEMMINA,14,ITALIA,ITA
LIPQ702024000005,20050701212850192417,FEMMINA,38,ITALIA,ITA
LIPQ702024000005,20200214161308496625,FEMMINA,15,ITALIA,ITA
LIPQ702024000006,20030412192915286420,FEMMINA,52,ITALIA,ITA
LIPQ702024000023,20060312042441721793,FEMMINA,33,ITALIA,ITA
LIPQ702024000041,20080227144205252640,FEMMINA,44,UCRAINA,UKR
LIPQ702024000048,20090523112638437835,FEMMINA,33,ITALIA,ITA
LOCS012023000027,20171023143523030306,FEMMINA,19,ITALIA,ITA
LOCS022024000167,20021105024143012694,FEMMINA,47,ITALIA,ITA
LOCS032024000016,20100612190955096143,FEMMINA,36,ALBANIA,ALB
LOCS042024850031,20170628042912513950,FEMMINA,26,ITALIA,ITA
LOCS042025000006,20140214100933281051,FEMMINA,25,PERU',PER
LOCS072024000014,20100829164230829245,FEMMINA,31,ROMANIA,ROU
LOCS152024000049,19780721155647004734,FEMMINA,60,ITALIA,ITA
LOPQ302023000121,20160208101807766418,FEMMINA,33,NIGERIA,NGA
LOPQ302024000013,20230516145700618468,FEMMINA,19,BANGLADESH,BGD
LOPQ302024000047,20240520134450937765,FEMMINA,14,ROMANIA,ROU
LOPQ302025000014,20011001124454502176,FEMMINA,39,ALBANIA,ALB
LOPQ702024000074,20010704015109833072,FEMMINA,55,ITALIA,ITA
LTCC012023000058,20030307160413408449,FEMMINA,48,ITALIA,ITA
LTCC012024000032,20210827131358661110,FEMMINA,25,ITALIA,ITA
LTCS012024000030,20090109092841984519,FEMMINA,31,FRANCIA,FRA
LTCS012024000036,20220726200030407394,FEMMINA,35,BANGLADESH,BGD
LTCS012024850253,20050511182909317740,MASCHIO,36,FRANCIA,FRA
LTCS012024850253,20080406005159517343,FEMMINA,33,ITALIA,ITA
LTCS012024850253,20120914221322240536,FEMMINA,26,ITALIA,ITA
LTCS012024850312,20070302153326204181,FEMMINA,73,ITALIA,ITA
LTCS042024000058,20241106091355210826,FEMMINA,16,ITALIA,ITA
LTCS052024000042,20241115083007310861,FEMMINA,29,ITALIA,ITA
LTCS082024000018,20161226175954836487,FEMMINA,44,ITALIA,ITA
LTCS112024000026,20021001111633718486,FEMMINA,75,ITALIA,ITA
LTCS132025000003,20240826073351333550,FEMMINA,17,ITALIA,ITA
LTCS232024850879,20130724092658360601,FEMMINA,32,ITALIA,ITA
LTCS312024850603,20130430005230983982,FEMMINA,25,ITALIA,ITA
LTCS312025000001,20031218073946235516,MASCHIO,51,ITALIA,ITA
LTCS362024000050,20140918163025482076,FEMMINA,28,NIGERIA,NGA
LTCS362024000052,20240405164018093739,FEMMINA,15,ITALIA,ITA
LTCS392023000118,20060610015153264546,FEMMINA,43,ITALIA,ITA
LTCS392024000007,20100519125925379793,FEMMINA,56,ITALIA,ITA
LTPC052024000340,20240430132544441499,FEMMINA,39,ITALIA,ITA
LTPC052024000850,19981015175555025547,FEMMINA,39,POLONIA,POL
LTPQ302024200040,20171108013630248802,FEMMINA,24,ITALIA,ITA
LTPQ302024200041,20030119005318307805,FEMMINA,43,ITALIA,ITA
LTPQV02024000135,20050126114259820112,MASCHIO,40,ITALIA,ITA
LTPQV02024000135,20121209140246779544,FEMMINA,42,ITALIA,ITA
LUCC022024000019,20041103094655181052,FEMMINA,51,BRASILE,BRA
LUCS042023000032,20140910162654300514,FEMMINA,14,ITALIA,ITA
LUCS042024000037,19860917155649007507,FEMMINA,62,ITALIA,ITA
LUCS052024000006,20140806102423190609,FEMMINA,78,ITALIA,ITA
LUCS052024000006,20241219190754941389,MASCHIO,65,ITALIA,ITA
LUCS132024000165,20240924112226467916,FEMMINA,47,ALBANIA,ALB
LUCS142024000016,20240328153604126996,FEMMINA,36,MAROCCO,MAR
LUCS182025850004,19930421141256085605,MASCHIO,51,ITALIA,ITA
LUCS182025850004,20060726115524375802,FEMMINA,53,ITALIA,ITA
LUCS182025850004,20220628120127481659,MASCHIO,23,ITALIA,ITA
LUCS182025850034,20150720132906684823,FEMMINA,26,ITALIA,ITA
LUCS232024000042,20240423103001774776,FEMMINA,21,ITALIA,ITA
LUCS242025000026,20010524022104279514,FEMMINA,57,ITALIA,ITA
LUCS312024000027,20240806041338832017,FEMMINA,17,ITALIA,ITA
LUPQ102024000624,20060206094428162174,FEMMINA,53,ROMANIA,ROU
LUPQ102024000896,19961029104717071774,FEMMINA,52,ITALIA,ITA
LUPQ102024001597,19990513082518078179,MASCHIO,42,ITALIA,ITA
MBCC022024000061,20080508212011370929,FEMMINA,57,ITALIA,ITA
MBCC052024000106,19921215123619500936,MASCHIO,65,ITALIA,ITA
MBCC052024000189,20240502140532891299,FEMMINA,32,PERU',PER
MBCC082024000058,20221103063450418149,FEMMINA,45,PAKISTAN,PAK
MBCS032024000016,19930216104257744272,MASCHIO,50,ITALIA,ITA
MBCS052024000020,20030903132453372216,FEMMINA,42,ROMANIA,ROU
MBCS052024000133,20231206233012386893,FEMMINA,15,ROMANIA,ROU
MBCS052024850509,20240322114322602644,FEMMINA,29,PERU',PER
MBCS062024000027,20130425024953330285,MASCHIO,28,ITALIA,ITA
MBCS072024000037,20090117171900745053,FEMMINA,50,ITALIA,ITA
MBCS072024000066,20191120154029146643,FEMMINA,57,ITALIA,ITA
MBCS072025000032,20050908181856180864,FEMMINA,42,ITALIA,ITA
MBCS102024000190,20141106104022663578,FEMMINA,55,UCRAINA,UKR
MBCS112023857285,20130315114933133335,FEMMINA,27,ECUADOR,ECU
MBCS132025850510,20100517093052033029,FEMMINA,29,ITALIA,ITA
MBCS142024000013,20060208221243604412,FEMMINA,53,ITALIA,ITA
MBCS142024000131,19850508205705053943,FEMMINA,78,ITALIA,ITA
MBCS152024000103,20080928112313708097,MASCHIO,56,ITALIA,ITA
MBCS152024000114,20110523122324765546,FEMMINA,58,ITALIA,ITA
MBCS192024000042,20240312194450935467,MASCHIO,14,ITALIA,ITA
MBCS192024000161,20150222161002774690,FEMMINA,28,ITALIA,ITA
MBCS202024000197,20060107130721237065,FEMMINA,44,ITALIA,ITA
MBCS212023001166,20181015060601202487,FEMMINA,24,SENEGAL,SEN
MBCS242024000073,20120107163209254131,FEMMINA,31,UCRAINA,UKR
MBCS252024000191,20200220160142282277,FEMMINA,22,BRASILE,BRA
MBCS252024000192,20120210091942422721,FEMMINA,37,SRI LANKA (CEYLON),LKA
MBPQ102024000037,20050328093410038421,FEMMINA,55,ITALIA,ITA
MBPQ102024000096,20200130194000841646,FEMMINA,28,PERU',PER
MBPQ102024000801,20050108072122125907,FEMMINA,55,ITALIA,ITA
MBPQ102024400038,20061024221648714836,FEMMINA,35,ITALIA,ITA
MBPQ102024400265,20140409190357505632,FEMMINA,32,ITALIA,ITA
MBPQ102024400744,20240311014117233940,FEMMINA,46,ITALIA,ITA
MBPQ702023000029,19880315115831037403,FEMMINA,57,ITALIA,ITA
MBPQ702023000030,20040727184524792335,FEMMINA,44,ITALIA,ITA
MBPQ702024000001,20010430133532893044,FEMMINA,46,ITALIA,ITA
MCCS072024000022,20211012104527670458,FEMMINA,29,SENEGAL,SEN
MCCS082024000006,19960907120508576395,FEMMINA,48,ITALIA,ITA
MCCS082024000006,20171114180556664259,FEMMINA,15,ITALIA,ITA
MCCS082024000049,20121115181851057354,FEMMINA,30,ITALIA,ITA
MCCS082024000091,20241127111234024117,FEMMINA,46,JUGOSLAVIA (SERBIA-MONTENEGRO),SRB
MCCS082024850532,20241006001015904461,MASCHIO,0,ITALIA,ITA
MCCS112024000011,20180628102001758309,FEMMINA,29,INDIA,IND
MCCS112024000016,20160610122152681360,MASCHIO,13,ITALIA,ITA
MCCS142024000027,19961209093610684876,MASCHIO,54,ITALIA,ITA
MCCS152024000017,20070413111032631088,MASCHIO,59,ITALIA,ITA
MCCS152024000018,20081212193238731525,FEMMINA,40,ROMANIA,ROU
MCCS202024850295,20021204193638766994,FEMMINA,52,ALBANIA,ALB
MCCS212024850089,20040825111422359058,FEMMINA,35,MAROCCO,MAR
MCCS292024850304,20061017110253485961,FEMMINA,40,LITUANIA,LTU
MCCS292025000027,20030802162543555782,FEMMINA,40,ITALIA,ITA
MCPC012024000229,20020718151946552327,FEMMINA,57,ARGENTINA,ARG
MCPC012024000229,20200906163533562178,FEMMINA,22,ITALIA,ITA
MCPC012024000229,20240229001418463260,MASCHIO,18,ITALIA,ITA
MCPC012024000247,20181006095033665404,FEMMINA,37,ITALIA,ITA
MCPC012024000455,19900506100440976395,MASCHIO,62,CANADA,CAN
MCPC012024001041,20080318103550599001,FEMMINA,36,ROMANIA,ROU
MCPQ102024000038,20230113091642258166,FEMMINA,26,ARGENTINA,ARG
MCPQ102024000685,20000508150433016297,FEMMINA,58,ITALIA,ITA
MCPQ102024000699,20020215104718889835,FEMMINA,50,PERU',PER
MCPQ102025000084,20010822084407086099,FEMMINA,62,ITALIA,ITA
MECC092023000004,20210318101619347103,FEMMINA,58,ITALIA,ITA
MECS052024000003,20180528120557728372,FEMMINA,37,CAMERUN,CMR
MECS072024000009,20101026120839133203,FEMMINA,30,BANGLADESH,BGD
MECS082024850036,20050824113426656810,FEMMINA,62,ITALIA,ITA
MECS092024000022,19961123114837022811,FEMMINA,64,ITALIA,ITA
MECS112025000001,19880808134200036906,FEMMINA,70,ITALIA,ITA
MECS212024850121,20050823175904586242,FEMMINA,40,ITALIA,ITA
MECS272025850494,20180728103551877770,FEMMINA,23,ITALIA,ITA
MECS322024000010,20080114192042336574,FEMMINA,48,ITALIA,ITA
MECS352023000070,20010706004645512682,MASCHIO,38,ITALIA,ITA
MECS352023000070,20010706004645512682,MASCHIO,39,ITALIA,ITA
MECS372024000006,20101118052904704753,FEMMINA,68,ITALIA,ITA
MECS442024850030,20240817115935028258,MASCHIO,44,ITALIA,ITA
MECS522023000107,20010630112645478336,FEMMINA,44,ITALIA,ITA
MECS522024000006,20090220103609719083,FEMMINA,36,ITALIA,ITA
MECS522024000007,20030321120416846703,FEMMINA,45,ITALIA,ITA
MECS522024000012,19970502100557042444,MASCHIO,84,ITALIA,ITA
MECS522024000020,20030321120416846703,FEMMINA,46,ITALIA,ITA
MECS522024000069,20140918152150064540,FEMMINA,32,ITALIA,ITA
MECS522024000079,20171219144803433456,FEMMINA,54,ITALIA,ITA
MECS522024000079,20171219144937803539,FEMMINA,75,ITALIA,ITA
MECS522024000092,20170818105117594165,FEMMINA,27,NIGERIA,NGA
MECS552024000005,20081209001357358437,FEMMINA,34,ITALIA,ITA
MECS572024850204,20000306221656050861,FEMMINA,60,ITALIA,ITA
MECS622024000001,20090809095550777443,FEMMINA,53,ITALIA,ITA
MECS682024850031,20190519154958018326,FEMMINA,23,ITALIA,ITA
MECS792024000005,20230717150904977035,FEMMINA,19,ITALIA,ITA
MECS972024000006,20220909145918326660,FEMMINA,37,UCRAINA,UKR
MECS972024000007,20240325112322392825,FEMMINA,49,BULGARIA,BGR
MECS972024000010,20051106221748867498,FEMMINA,45,ITALIA,ITA
MEPC022024000146,20020227181518847554,FEMMINA,48,ITALIA,ITA
MEPC022024000164,20240529094447609510,MASCHIO,64,ITALIA,ITA
MEPC022024000181,19981014101730072926,MASCHIO,58,ITALIA,ITA
MEPC042024000022,20020319111416089526,MASCHIO,44,ITALIA,ITA
MEPC042024000075,20040214101044697510,FEMMINA,38,ITALIA,ITA
MEPC042024000091,20160226201402838156,FEMMINA,33,ITALIA,ITA
MEPC042024000199,20170708112830071590,FEMMINA,26,ITALIA,ITA
MEPC042024000229,19980609154129073370,MASCHIO,64,ITALIA,ITA
MEPC042024000478,20040529181637387948,FEMMINA,57,ITALIA,ITA
MEPC042024000579,20240731113311204269,FEMMINA,1,ITALIA,ITA
MEPC042024000582,20070618075130301032,FEMMINA,38,ITALIA,ITA
MEPC042024000641,20080215001005811574,FEMMINA,41,ITALIA,ITA
MEPC042024000766,20190502204818173168,FEMMINA,33,ITALIA,ITA
MEPC042024000789,20090214122855867593,FEMMINA,36,ITALIA,ITA
MEPC042024000816,20010929093358691236,FEMMINA,35,ITALIA,ITA
MEPC042024000825,20150225091111347600,FEMMINA,38,ITALIA,ITA
MEPC042024000833,20161110221525569727,MASCHIO,36,ITALIA,ITA
MEPC042024000843,20010814085333777150,FEMMINA,53,ITALIA,ITA
MEPC082024000147,20080308105736791741,FEMMINA,65,ITALIA,ITA
MEPC082024000166,20011203115458446522,FEMMINA,49,ITALIA,ITA
MEPC082024000169,20080927151031288841,FEMMINA,41,TUNISIA,TUN
MEPC082025000020,20041210104147995496,FEMMINA,44,ITALIA,ITA
MEPQ102024001329,20100720100631537348,FEMMINA,36,ITALIA,ITA
MEPQ302024000022,20220831154603408387,FEMMINA,22,ITALIA,ITA
MEPQ302024000025,20200613213204838168,MASCHIO,29,ITALIA,ITA
MEPQ302025000007,20250227161329015231,FEMMINA,61,ITALIA,ITA
MEPQ302025000008,20200907154316395649,FEMMINA,30,ITALIA,ITA
MEPT102024000017,20230124125723540626,FEMMINA,37,TUNISIA,TUN
MICC032024000015,20171219153718956520,FEMMINA,24,COLOMBIA,COL
MICC042024000095,20040824083206520553,FEMMINA,52,ITALIA,ITA
MICC172024000242,20020525184536855749,FEMMINA,64,UCRAINA,UKR
MICG062024000069,20070714192326926602,FEMMINA,47,ITALIA,ITA
MICG062024000273,20240402121757367818,FEMMINA,28,PERU',PER
MICS012025000028,20010718104756481832,MASCHIO,37,ITALIA,ITA
MICS032023000102,20231205141301101263,FEMMINA,26,EL SALVADOR,SLV
MICS032024000028,20140512214907096116,MASCHIO,13,ITALIA,ITA
MICS082024000203,20040330100202052997,MASCHIO,56,ITALIA,ITA
MICS0D2023000117,20080806082542109929,FEMMINA,39,UCRAINA,UKR
MICS0D2024851118,19980616090058032951,MASCHIO,46,ITALIA,ITA
MICS0D2024851201,20031204191627622397,FEMMINA,50,ITALIA,ITA
MICS0D2024851344,20190313213710660138,FEMMINA,31,ITALIA,ITA
MICS0D2024851344,20240925120609700259,FEMMINA,57,ITALIA,ITA
MICS0F2024000203,20060611163011075934,FEMMINA,51,ITALIA,ITA
MICS0H2023000070,20231224034204271785,FEMMINA,56,ROMANIA,ROU
MICS0H2023000071,20030925194715891532,FEMMINA,47,ITALIA,ITA
MICS0H2023000071,20231113092832858836,MASCHIO,15,ITALIA,ITA
MICS0H2023000071,20231229162759251757,FEMMINA,19,ITALIA,ITA
MICS0H2024000019,20190527134952791494,FEMMINA,62,ITALIA,ITA
