PROT_SDI,COD_VITTIMA,SEX_VITTIMA,ETA_VITTIMA,NAZIONE_NASCITA_VITTIMA,NAZIONE_NASCITA_VITTIMA_ISO
MICS0H2024000064,20040525172603946501,FEMMINA,46,ITALIA,ITA
MICS0K2025000008,20240410163514751383,MASCHIO,20,ITALIA,ITA
MICS0M2024000007,20130802120617419836,FEMMINA,36,MOLDAVIA,MDA
MICS112024000048,20111223125737393447,FEMMINA,21,ITALIA,ITA
MICS112024000049,20200701150004607349,FEMMINA,21,ITALIA,ITA
MICS152024000001,20180205132841219700,FEMMINA,30,BRASILE,BRA
MICS202024851500,20210916164539790658,FEMMINA,13,ITALIA,ITA
MICS232024000065,20111212124832487225,FEMMINA,27,PERU',PER
MICS232024000123,20200517151223261749,FEMMINA,26,ITALIA,ITA
MICS232024850332,20090703124336709738,FEMMINA,52,CINA,CHN
MICS332025000038,20170426125319741799,FEMMINA,34,TUNISIA,TUN
MICS372024000035,20090210142901499789,FEMMINA,39,MAROCCO,MAR
MICS372024000038,20240416154907533875,FEMMINA,86,ITALIA,ITA
MICS382024000083,19920418143539085062,FEMMINA,57,ITALIA,ITA
MICS392023000999,20201021183041895456,FEMMINA,17,ITALIA,ITA
MICS402024000102,20211124111020131869,FEMMINA,13,ITALIA,ITA
MICS402024852604,20010716134214973150,FEMMINA,37,MAROCCO,MAR
MICS412024000086,20020302135939404320,FEMMINA,39,ITALIA,ITA
MICS442024000008,19910621113631956239,FEMMINA,53,ITALIA,ITA
MICS462024000111,20040722125059264554,FEMMINA,34,MACEDONIA,MKD
MICS572023000382,20240416140253475069,FEMMINA,10,ITALIA,ITA
MICS572024000231,20030217105514393817,FEMMINA,44,GERMANIA,DEU
MICS572024000384,20080609092518952514,FEMMINA,36,ITALIA,ITA
MICS572024851896,20030912160650038463,FEMMINA,40,ITALIA,ITA
MICS652025000002,20250205181727243655,FEMMINA,12,ITALIA,ITA
MICS722024000094,20231011141943256098,FEMMINA,39,PAKISTAN,PAK
MICS732024000162,20240503233126045054,FEMMINA,14,ITALIA,ITA
MICS732024851369,20171201135830456091,FEMMINA,33,BRASILE,BRA
MICS752024000038,20181231115150259752,FEMMINA,23,ITALIA,ITA
MICS822024000114,20110407210936923908,FEMMINA,33,ITALIA,ITA
MICS822024851470,20100513105133715773,FEMMINA,70,ITALIA,ITA
MICS832024000044,20240602141753985238,FEMMINA,85,ITALIA,ITA
MICS852024000013,19990407232112004048,FEMMINA,58,ITALIA,ITA
MICS872024851995,20101109194932516519,FEMMINA,28,ITALIA,ITA
MICS882023851627,20040104151850812979,FEMMINA,35,ITALIA,ITA
MICS912024000156,19990511202311027403,FEMMINA,46,ITALIA,ITA
MICS912024000171,20030312110351922341,FEMMINA,53,MAROCCO,MAR
MICS942024852821,20240815122747524805,FEMMINA,35,CUBA,CUB
MIEV482024000030,20060419124255893214,FEMMINA,45,FEDERAZIONE RUSSA,RUS
MIEV622024000019,20240318233115960514,FEMMINA,17,ITALIA,ITA
MIEV992024000018,20140201100331003160,FEMMINA,94,ITALIA,ITA
MIEVB32024000040,20130403154823498374,FEMMINA,34,BRASILE,BRA
MIEVC92024000026,19970909124422813367,MASCHIO,66,ITALIA,ITA
MIPC012024150001,20240102210238690551,FEMMINA,15,ITALIA,ITA
MIPC012024150007,20070313113634843130,FEMMINA,42,ITALIA,ITA
MIPC012024150008,20061219181258085570,FEMMINA,34,ITALIA,ITA
MIPC012024150009,20050929120549433816,FEMMINA,53,ITALIA,ITA
MIPC012024150020,20220224234020050841,FEMMINA,19,ITALIA,ITA
MIPC012024150023,20020211210316574532,FEMMINA,55,ITALIA,ITA
MIPC012024150301,20060629132148788602,FEMMINA,35,ITALIA,ITA
MIPC012024150308,20040615111423647848,FEMMINA,54,ITALIA,ITA
MIPC012024150330,20070322112626067414,FEMMINA,33,ALBANIA,ALB
MIPC012024150331,20200620073553362203,FEMMINA,56,ITALIA,ITA
MIPC022019000614,20111217140632428705,FEMMINA,59,ITALIA,ITA
MIPC022019000617,20240309130855828724,FEMMINA,59,ITALIA,ITA
MIPC022020001519,20030413143917331256,MASCHIO,61,ITALIA,ITA
MIPC022020002330,20030413143917331256,MASCHIO,62,ITALIA,ITA
MIPC022020002330,20240309133557029117,FEMMINA,60,ITALIA,ITA
MIPC022021000936,20140704123131370874,FEMMINA,34,SENEGAL,SEN
MIPC022022001874,20111217140632428705,FEMMINA,62,ITALIA,ITA
MIPC022023001035,20070823214640092418,FEMMINA,68,ITALIA,ITA
MIPC022023001542,20070823214640092418,FEMMINA,68,ITALIA,ITA
MIPC022023001892,20020119051142362066,FEMMINA,42,BIELORUSSIA,BLR
MIPC022023501774,20110905193411153685,FEMMINA,44,ITALIA,ITA
MIPC022024000072,20031208090224774535,FEMMINA,41,ITALIA,ITA
MIPC022024000152,20111223115334574850,FEMMINA,35,UNGHERIA,HUN
MIPC022024000250,20240312115923349933,FEMMINA,15,ITALIA,ITA
MIPC022024300013,20011120122950008398,FEMMINA,37,ITALIA,ITA
MIPC022024500048,20190723231744871607,FEMMINA,21,ITALIA,ITA
MIPC022024500255,20031208090224774535,FEMMINA,41,ITALIA,ITA
MIPC022024500255,20230428161516246131,FEMMINA,14,ITALIA,ITA
MIPC022024600002,20140704123131370874,FEMMINA,36,SENEGAL,SEN
MIPC052024000431,20240327082346168839,FEMMINA,33,TUNISIA,TUN
MIPC062024000748,20040205150321500328,FEMMINA,44,ITALIA,ITA
MIPC062024000801,20241025144544846271,FEMMINA,3,ITALIA,ITA
MIPC112024005069,20230403002503764551,FEMMINA,22,ITALIA,ITA
MIPC172024145991,20040928114235199107,FEMMINA,47,ITALIA,ITA
MIPC182024001030,19891023141025000936,FEMMINA,83,ITALIA,ITA
MIPC192024100064,20220101173555812228,FEMMINA,17,ITALIA,ITA
MIPC192024300410,20151001113227657328,FEMMINA,50,SRI LANKA (CEYLON),LKA
MIPC192024350090,19960814181325055120,FEMMINA,46,ITALIA,ITA
MIPC202024000164,20010625141703634481,FEMMINA,43,ITALIA,ITA
MIPC222024000382,19851116102000570557,MASCHIO,64,ITALIA,ITA
MIPC222024000424,20020225172933961936,FEMMINA,40,ITALIA,ITA
MIPG302024000048,20160929183425475268,FEMMINA,26,ITALIA,ITA
MIPG442024000232,20241031130653039838,FEMMINA,19,ITALIA,ITA
MIPQ182024000124,20060818003608914358,FEMMINA,42,GEORGIA,GEO
MIPQ182024011227,20220724110156629362,FEMMINA,31,ARGENTINA,ARG
MIPQ182024011270,20150830180803081645,FEMMINA,27,ITALIA,ITA
MIPQ182024011271,20100121174341623274,FEMMINA,49,ITALIA,ITA
MIPQ182024223569,20050530191931719128,FEMMINA,39,ITALIA,ITA
MIPQ182024230391,20221005104012708873,FEMMINA,33,EL SALVADOR,SLV
MIPQ182024336237,20170207173638455929,FEMMINA,14,ITALIA,ITA
MNCC012024100136,20060515171546718903,FEMMINA,33,ALBANIA,ALB
MNCC062024000122,20070130094631488977,MASCHIO,39,MAROCCO,MAR
MNCS092024000018,20240427152459275040,FEMMINA,16,ITALIA,ITA
MNCS092024000026,20130321083701230719,FEMMINA,33,ITALIA,ITA
MNCS102024400046,20240117164739109569,FEMMINA,28,GHANA,GHA
MNCS122024850183,20051125105635650326,FEMMINA,59,ITALIA,ITA
MNCS162024000011,20071004132704594965,MASCHIO,61,ITALIA,ITA
MNCS172024000008,20230831184349345433,FEMMINA,24,BANGLADESH,BGD
MNCS212024000045,20130713121300227485,MASCHIO,75,ITALIA,ITA
MNCS352024000053,20100121153943299602,FEMMINA,36,BANGLADESH,BGD
MNCS352024000061,20211217133312815370,FEMMINA,49,ITALIA,ITA
MNCS362024000060,20211125141551959867,FEMMINA,31,ALGERIA,DZA
MNCS362024000091,20080830114419181517,FEMMINA,49,ITALIA,ITA
MNCS362024850647,20240329113030171233,FEMMINA,35,ROMANIA,ROU
MNCS382024000024,20130301083603434835,FEMMINA,47,JUGOSLAVIA (SERBIA-MONTENEGRO),SRB
MNCS422024000079,20170825100436836341,FEMMINA,47,ITALIA,ITA
MNCS422024000080,20220727072434197003,FEMMINA,46,ITALIA,ITA
MNCS432024000003,20170424213504693816,FEMMINA,23,MOLDAVIA,MDA
MNCS432024000014,20101207165258211370,FEMMINA,34,PAKISTAN,PAK
MNCS432024000023,20030623085650391584,FEMMINA,44,ITALIA,ITA
MNCS432024000023,20030623085650391584,FEMMINA,45,ITALIA,ITA
MNEV102024000024,20191220104553847027,MASCHIO,20,PAKISTAN,PAK
MNPQ102024000044,20050824075424747546,FEMMINA,26,ITALIA,ITA
MNPQ102024000254,20141014113224761802,MASCHIO,42,BANGLADESH,BGD
MNPQ102024000271,20120902112708372289,FEMMINA,30,ITALIA,ITA
MNPQ102024000588,20061113122911874723,FEMMINA,41,BRASILE,BRA
MNPQ102024000610,20160616143925752438,MASCHIO,25,ROMANIA,ROU
MNPQ102024000621,20120902112708372289,FEMMINA,31,ITALIA,ITA
MNPQ102024001025,20030612160023195559,FEMMINA,40,ITALIA,ITA
MNPQ102024001099,20230203165018370592,FEMMINA,10,ITALIA,ITA
MNPQ102024001111,20011220093235051785,MASCHIO,38,MAROCCO,MAR
MNPQ102024001270,20090204114419156490,FEMMINA,38,INDIA,IND
MNPQ102024001304,19960829113810067368,FEMMINA,53,ITALIA,ITA
MNPQ102024001441,20061004105816423106,FEMMINA,41,ITALIA,ITA
MNPQ102024001491,20211210065717955502,FEMMINA,26,BRASILE,BRA
MNPQV02024000005,20160227154726236732,FEMMINA,28,ITALIA,ITA
MNPQV02024000005,20240102114614118465,FEMMINA,1,ITALIA,ITA
MNPQV02024000019,20170817000218122911,FEMMINA,20,ITALIA,ITA
MNPQV02024000808,19900224181437244514,FEMMINA,84,ITALIA,ITA
MOCP032024000004,20220108175739358954,FEMMINA,40,FEDERAZIONE RUSSA,RUS
MOCS022024000017,20100502081904636032,FEMMINA,58,ITALIA,ITA
MOCS042024000017,20240404083235117420,MASCHIO,7,ITALIA,ITA
MOCS042024850844,20031020114658202560,MASCHIO,47,ITALIA,ITA
MOCS042025000001,20060529131958779980,FEMMINA,46,ITALIA,ITA
MOCS062023000059,20101109095619166304,FEMMINA,48,ITALIA,ITA
MOCS062024000005,20080906112940397941,FEMMINA,33,ITALIA,ITA
MOCS062024000012,20151014083038518606,FEMMINA,26,NIGERIA,NGA
MOCS062024000021,20190803103156581830,FEMMINA,25,ITALIA,ITA
MOCS072024000001,20161011110008023093,FEMMINA,34,JUGOSLAVIA ETNIA KOSSOVARA,UNK
MOCS102024000008,20180227151809724846,FEMMINA,21,ITALIA,ITA
MOCS102024000036,20170315153534586121,MASCHIO,39,TUNISIA,TUN
MOCS122024000030,20240107111009236899,MASCHIO,15,ITALIA,ITA
MOCS122024000089,20021027123120236571,MASCHIO,43,ITALIA,ITA
MOCS152023000048,20081113123136618253,FEMMINA,39,ITALIA,ITA
MOCS152024000007,20141112105116445437,FEMMINA,42,ITALIA,ITA
MOCS152024000008,20050906080556029712,FEMMINA,33,MAROCCO,MAR
MOCS202024000108,20030528113342797149,FEMMINA,53,ALBANIA,ALB
MOCS202024850116,20050728132941923994,FEMMINA,37,ROMANIA,ROU
MOCS222024000014,19900909201741956225,FEMMINA,53,PAESI BASSI,NLD
MOCS222024000060,20210218110839089496,FEMMINA,19,ITALIA,ITA
MOCS222024000149,20241118160114934331,FEMMINA,13,ITALIA,ITA
MOCS242024000033,20031206115103200478,FEMMINA,50,ITALIA,ITA
MOCS322023850953,20020919192549371715,FEMMINA,55,ITALIA,ITA
MOCS322024000007,20231109161756995083,FEMMINA,36,MAROCCO,MAR
MOCS322024000022,20060520222922703628,FEMMINA,49,ITALIA,ITA
MOCS322024000022,20111126090821335315,MASCHIO,28,ITALIA,ITA
MOCS322024850224,20190713102112835267,FEMMINA,51,UCRAINA,UKR
MOCS342025000011,20150509145725209011,FEMMINA,19,ITALIA,ITA
MOCS362024000155,20090227155359299745,FEMMINA,44,ITALIA,ITA
MOCS382024850017,20190713101948417295,FEMMINA,29,MAROCCO,MAR
MOCS402024000057,20040724062736186146,MASCHIO,45,ITALIA,ITA
MOCS412024000016,20090508175501053873,FEMMINA,30,MAROCCO,MAR
MOCS412024000019,20181030012243472715,FEMMINA,35,ITALIA,ITA
MOCS412024000032,19990426172740074653,FEMMINA,54,ITALIA,ITA
MOEV102024000439,20221029155644093816,FEMMINA,41,MOLDAVIA,MDA
MOPC022024100031,20030123162924539299,FEMMINA,62,ITALIA,ITA
MOPQ102024501039,20111218144227603782,FEMMINA,28,ITALIA,ITA
MOPQ102024501681,20040520115026453458,MASCHIO,57,ITALIA,ITA
MOPQ302024000005,19890807234422034253,MASCHIO,59,ITALIA,ITA
MOPQ302024000005,20051025103352440181,MASCHIO,47,ITALIA,ITA
MOPQ302024000005,20100827223128816663,FEMMINA,68,ITALIA,ITA
MOPQ302024000046,20230828223357662283,FEMMINA,24,TUNISIA,TUN
MOPQV02024000844,20110419133546403226,FEMMINA,28,MAROCCO,MAR
MOPQV02024000904,20240415195351448585,FEMMINA,49,ROMANIA,ROU
MOPQV02024001441,20190609143114029559,FEMMINA,38,ROMANIA,ROU
MSCS042024852336,20220605193012685819,FEMMINA,35,ALBANIA,ALB
MSCS052023000051,19990813115117027328,FEMMINA,46,ROMANIA,ROU
MSCS072024000029,20200516103629130411,FEMMINA,21,ITALIA,ITA
MSCS132024000016,19940518122033042635,FEMMINA,46,ITALIA,ITA
MSCS142024000011,20070901171514206998,MASCHIO,54,ITALIA,ITA
MSCS142024000033,20171007130849092401,FEMMINA,20,ITALIA,ITA
MSCS142024000034,20241024142721255643,MASCHIO,0,ITALIA,ITA
MSCS152024000011,20240820181255134596,FEMMINA,78,ITALIA,ITA
MSCS152025000001,20010424222505838408,FEMMINA,46,SVIZZERA,CHE
MSPC022024100020,20091110141101461902,FEMMINA,32,ITALIA,ITA
MSPC022024100022,20190209182655225976,FEMMINA,33,MAROCCO,MAR
MSPC022024105163,20070220103324951632,FEMMINA,37,ITALIA,ITA
MSPC022024105216,20020122120418052235,FEMMINA,53,ITALIA,ITA
MSPC022024105442,20240526000633059737,FEMMINA,10,ITALIA,ITA
MSPQ312024000032,20241030113609188845,FEMMINA,40,ITALIA,ITA
MSPQ312024000038,20150418143739135172,FEMMINA,44,ITALIA,ITA
MTCC012024000089,20241026084754628188,FEMMINA,69,ITALIA,ITA
MTCS022023000048,20070208133145897799,FEMMINA,45,ITALIA,ITA
MTCS022024000056,20050622100946776951,FEMMINA,55,ITALIA,ITA
MTCS032024000092,20101118154715885918,FEMMINA,33,ITALIA,ITA
MTCS032024850104,20090421174002829810,FEMMINA,38,ITALIA,ITA
MTCS052023000034,20140825222430920401,FEMMINA,30,ALBANIA,ALB
MTCS052024000007,20230710181245304650,FEMMINA,21,ITALIA,ITA
MTCS052024850511,19920925091507442500,MASCHIO,59,ITALIA,ITA
MTCS092024000036,20170521135013268245,FEMMINA,31,ALBANIA,ALB
MTCS112024850027,20191025030607426800,FEMMINA,11,ITALIA,ITA
MTCS162024000002,20040506195245293140,MASCHIO,48,ITALIA,ITA
MTCS162024000003,20240525121719426999,MASCHIO,16,ITALIA,ITA
MTCS222024000007,19980905083715836709,FEMMINA,62,ITALIA,ITA
MTCS222024000007,20240303082027337805,FEMMINA,90,ITALIA,ITA
MTCS222024000016,20240627174801562212,FEMMINA,46,ITALIA,ITA
MTCS282025000001,20250125112754233237,FEMMINA,14,ITALIA,ITA
MTPQ102024000206,20150921103453273546,FEMMINA,21,ITALIA,ITA
MTPQ112024000430,20060902003917188981,FEMMINA,37,ITALIA,ITA
MTPQ302024000065,20180525093802231451,FEMMINA,14,ITALIA,ITA
MTPQ302024000090,20220829003923196495,FEMMINA,48,ITALIA,ITA
NACC022024000225,20200427145556273661,FEMMINA,50,ITALIA,ITA
NACC232024001036,20240314081920518503,FEMMINA,45,POLONIA,POL
NACS022024000025,20101031230911561977,FEMMINA,38,ITALIA,ITA
NACS022024000104,20050305180002872521,FEMMINA,40,ITALIA,ITA
NACS022024851401,20050330181129902057,MASCHIO,35,ITALIA,ITA
NACS042024000022,19911229113039077700,FEMMINA,68,ITALIA,ITA
NACS042024850160,20050325094000002795,FEMMINA,43,ITALIA,ITA
NACS062024000060,20160121162629912741,FEMMINA,36,ITALIA,ITA
NACS092024000098,20040705151953524394,FEMMINA,58,ITALIA,ITA
NACS0C2024851657,20111014112445935764,FEMMINA,45,ROMANIA,ROU
NACS0C2024851780,20190513124752570626,FEMMINA,34,ITALIA,ITA
NACS0D2025000014,20080609221340707312,FEMMINA,52,ITALIA,ITA
NACS0E2024000104,20140623085400503029,FEMMINA,59,ITALIA,ITA
NACS0G2024000061,20070620200731885570,FEMMINA,30,ITALIA,ITA
NACS0H2023000037,20140212092424791949,FEMMINA,44,ITALIA,ITA
NACS122024000116,20080613095710591467,FEMMINA,54,BULGARIA,BGR
NACS192025000010,20100316185504791382,FEMMINA,35,ITALIA,ITA
NACS252024851725,20201005162300769796,FEMMINA,72,ITALIA,ITA
NACS272024850730,20160629095747038949,FEMMINA,43,ITALIA,ITA
NACS312024000088,20120222202941540534,FEMMINA,49,ITALIA,ITA
NACS462024850372,19960917094642047045,FEMMINA,53,ITALIA,ITA
NACS482024000054,20030908000450713642,FEMMINA,47,ITALIA,ITA
NACS482024852027,20080723092145937772,FEMMINA,34,ITALIA,ITA
NACS512024851833,19960625114219073968,FEMMINA,49,ITALIA,ITA
NACS512024852494,20100113193726795655,FEMMINA,41,ITALIA,ITA
NACS532024850773,20020214204047175906,FEMMINA,44,ITALIA,ITA
NACS532024850839,20020903225313997276,FEMMINA,62,ITALIA,ITA
NACS532024851109,20110615085811435936,FEMMINA,52,ITALIA,ITA
NACS532024851206,20111111152141913881,FEMMINA,34,ITALIA,ITA
NACS532024851206,20120303194655497834,MASCHIO,32,ITALIA,ITA
NACS532024851419,20080523192815609551,FEMMINA,65,ITALIA,ITA
NACS532024851497,19931005111344033590,FEMMINA,49,ITALIA,ITA
NACS532024851801,20050404190433435715,FEMMINA,69,ITALIA,ITA
NACS532024851910,20240830195052421360,FEMMINA,34,ITALIA,ITA
NACS532024852228,20011201204850742843,FEMMINA,41,ITALIA,ITA
NACS542024000050,20241129200534976172,FEMMINA,47,GERMANIA,DEU
NACS552024000128,20200830152330787301,FEMMINA,43,ITALIA,ITA
NACS552024000150,20081003102417905927,FEMMINA,45,ITALIA,ITA
NACS572024000122,20060504224422612995,FEMMINA,39,ITALIA,ITA
NACS572024851039,20080205131846790575,FEMMINA,46,ITALIA,ITA
NACS612024851430,20240509183114765795,FEMMINA,22,ITALIA,ITA
NACS662024850728,20100128193341334029,FEMMINA,32,ITALIA,ITA
NACS682024000142,20151206134431367237,FEMMINA,66,ITALIA,ITA
NACS772024851354,19750508124914003738,MASCHIO,83,ITALIA,ITA
NACS842024000091,20150319163346637564,FEMMINA,22,ITALIA,ITA
NACS842024853275,20180616170846821329,FEMMINA,29,ITALIA,ITA
NACS852024000001,20060902171746618020,FEMMINA,44,ITALIA,ITA
NACS972024000036,20240214175541281373,FEMMINA,24,ITALIA,ITA
NACS972024000180,20030228091249633562,MASCHIO,39,ITALIA,ITA
NACS972024851388,20030102130147321178,MASCHIO,47,ITALIA,ITA
NACS972024851400,20211221093834165014,FEMMINA,51,ITALIA,ITA
NAPC052024000059,20240306111436844180,FEMMINA,21,ITALIA,ITA
NAPC062024400238,20070122120652793253,FEMMINA,66,ITALIA,ITA
NAPC062024700237,20201114112015275869,FEMMINA,29,ITALIA,ITA
NAPC062024700238,19890831215208156189,FEMMINA,60,GERMANIA,DEU
NAPC062024700239,20040902010135146437,FEMMINA,38,ITALIA,ITA
NAPC062024700243,20240513182749520559,FEMMINA,14,ITALIA,ITA
NAPC062024700251,19980616001918014814,FEMMINA,66,ITALIA,ITA
NAPC062024700253,20190215185917005119,FEMMINA,38,ITALIA,ITA
NAPC062024700254,20010718123335086500,MASCHIO,45,ITALIA,ITA
NAPC062024700257,20050610213405980035,FEMMINA,37,ITALIA,ITA
NAPC062024700272,20231108140750540880,FEMMINA,42,ITALIA,ITA
NAPC072024000064,19880522232406025501,MASCHIO,66,ITALIA,ITA
NAPC092024000001,20130818083353144803,FEMMINA,26,ITALIA,ITA
NAPC102024400024,20070221163231347695,FEMMINA,69,ITALIA,ITA
NAPC132024000845,20220108153213858204,FEMMINA,61,ITALIA,ITA
NAPC132024000873,20050629124506350130,MASCHIO,38,ITALIA,ITA
NAPC142023003045,20160426104050754187,FEMMINA,39,ITALIA,ITA
NAPC142024003069,20100820223142886696,FEMMINA,33,ITALIA,ITA
NAPC142025003010,20030719225050583987,FEMMINA,46,ITALIA,ITA
NAPC152024008081,20050621214323718567,MASCHIO,47,ITALIA,ITA
NAPC152024010113,20121226104550800029,FEMMINA,39,ROMANIA,ROU
NAPC162024000336,20060915201959382462,FEMMINA,75,ITALIA,ITA
NAPC192024700079,20140217183151142853,FEMMINA,36,ITALIA,ITA
NAPC212024500639,20071016131934521388,MASCHIO,54,ITALIA,ITA
NAPC232024001140,19930602101730456239,MASCHIO,84,ITALIA,ITA
NAPC242024100006,20060604235917663824,MASCHIO,35,ITALIA,ITA
NAPC242024900005,20160727152859423809,FEMMINA,33,REPUBBLICA DOMINICANA,DOM
NAPC252024000198,20240820163845447077,FEMMINA,10,ITALIA,ITA
NAPC262024200213,20040226105805856045,MASCHIO,62,ITALIA,ITA
NAPC262024200213,20191230161927301642,FEMMINA,31,ITALIA,ITA
NAPC262024200213,20241003165138301083,FEMMINA,14,ITALIA,ITA
NAPC292024000525,20180316194516995358,FEMMINA,26,ITALIA,ITA
NAPC292025000112,20121128183814837071,FEMMINA,42,ITALIA,ITA
NAPC312024800020,20100513171047401986,FEMMINA,35,ITALIA,ITA
NAPC342024500180,20041022212856603844,FEMMINA,60,ITALIA,ITA
NAPC372024500122,20040725114045266382,FEMMINA,41,ITALIA,ITA
NAPC382024300052,20050329212630071020,FEMMINA,36,ITALIA,ITA
NAPC392024000360,20140104091619178124,FEMMINA,27,ITALIA,ITA
NAPC392024800001,20170603132934732766,FEMMINA,40,ITALIA,ITA
NAPC402024550280,20140831122524367360,FEMMINA,34,ITALIA,ITA
NAPC432023000327,20060814112006289858,FEMMINA,42,ITALIA,ITA
NAPQ102023008584,19981112103926087869,MASCHIO,65,ITALIA,ITA
NAPQ102023008587,20190208215729945774,MASCHIO,27,ITALIA,ITA
NAPQ102023008673,19840315112027010572,MASCHIO,56,ITALIA,ITA
NAPQ102023008673,19950330115910017054,FEMMINA,58,ITALIA,ITA
NAPQ102023009668,20050909163330285503,MASCHIO,43,ITALIA,ITA
NAPQ102023510380,19911015112524062760,MASCHIO,53,ITALIA,ITA
NAPQ102024000045,20171219094924545382,FEMMINA,29,NIGERIA,NGA
NAPQ102024000133,20100710235306286102,FEMMINA,33,ITALIA,ITA
NAPQ102024000264,20131009084746110378,FEMMINA,37,ITALIA,ITA
NAPQ102024000991,20040823060329355970,FEMMINA,43,ITALIA,ITA
NAPQ102024005689,20050701174134878513,MASCHIO,49,ITALIA,ITA
NAPQ102024006040,20070226184819354755,FEMMINA,37,ITALIA,ITA
NAPQ102024500051,20100427155609356042,FEMMINA,48,FEDERAZIONE RUSSA,RUS
NAPQ102024500132,20060316191347414608,FEMMINA,35,ITALIA,ITA
NAPQ102024502500,20060630092918176289,FEMMINA,24,ITALIA,ITA
NAPQ102024504976,20190925174521098118,FEMMINA,20,ITALIA,ITA
NOCS012024000055,20021001151417983182,FEMMINA,90,ITALIA,ITA
NOCS032024000046,20171205084532088364,FEMMINA,54,MAROCCO,MAR
NOCS042024000051,20020519133203319848,FEMMINA,37,ITALIA,ITA
NOCS102024000046,20030819182249196360,MASCHIO,57,ITALIA,ITA
NOCS102024000046,20041005210029293387,FEMMINA,53,ITALIA,ITA
NOCS102024850135,20190421035659471015,FEMMINA,23,ITALIA,ITA
NOCS112024000038,20080222102341394470,FEMMINA,34,ITALIA,ITA
NOCS122024000012,20100126082433447130,FEMMINA,39,SRI LANKA (CEYLON),LKA
NOCS152024000012,20210907194620217897,MASCHIO,10,ITALIA,ITA
NOCS152024000020,20090401011939418054,FEMMINA,33,ITALIA,ITA
NOCS152024000033,20140805115316003558,FEMMINA,59,PAKISTAN,PAK
NOCS212024000017,20200403215138696661,FEMMINA,22,ITALIA,ITA
NOPQ102024001029,20150829162415490697,FEMMINA,26,ITALIA,ITA
NOPQ302024000043,20211213164235688801,FEMMINA,68,ITALIA,ITA
NUCC142024000018,20060119140431268888,FEMMINA,51,ITALIA,ITA
NUCS052024000001,20070625014931309424,FEMMINA,31,ITALIA,ITA
NUCS162024000001,20070915100709544255,FEMMINA,39,MAROCCO,MAR
NUCS342024000002,20011116002235406177,MASCHIO,42,ITALIA,ITA
NUCS362024850220,19881116180133040386,FEMMINA,53,ITALIA,ITA
NUCS462024000108,20241207150008456348,FEMMINA,16,ITALIA,ITA
NUCS562024000007,20090206110839787410,FEMMINA,54,ITALIA,ITA
NUCS632024850007,20151224112530633419,FEMMINA,28,ITALIA,ITA
NUCS772024000011,20150907020617737467,MASCHIO,13,ITALIA,ITA
NUPC022024000058,20011211124159649861,FEMMINA,44,CUBA,CUB
ORCS112024000004,20241129035431358158,FEMMINA,54,FRANCIA,FRA
ORCS362024000004,20030609112020632200,FEMMINA,41,ITALIA,ITA
ORCS362024000004,20210716075529697830,MASCHIO,5,ITALIA,ITA
ORCS362024000004,20241130154804921531,FEMMINA,14,ITALIA,ITA
PACS072024000020,20020520025438573777,MASCHIO,45,ITALIA,ITA
PACS092024850314,20131007181555841024,FEMMINA,31,ITALIA,ITA
PACS0F2024000016,20241102153010598394,FEMMINA,34,ITALIA,ITA
PACS0I2024850655,19930923115204483704,FEMMINA,61,ITALIA,ITA
PACS112025000033,20250404151618675944,FEMMINA,12,ITALIA,ITA
PACS152024000065,20221214011602402421,FEMMINA,36,MAURIZIO,MUS
PACS152024850602,20060422120428895403,FEMMINA,31,ITALIA,ITA
PACS182024000123,20231125190306905659,FEMMINA,15,ITALIA,ITA
PACS182024851486,20211217161628664886,FEMMINA,18,ITALIA,ITA
PACS262024000028,20020928113708536225,FEMMINA,43,ITALIA,ITA
PACS262024000097,20051219100520493480,FEMMINA,46,ITALIA,ITA
PACS282024000021,19990217155606956239,MASCHIO,52,ITALIA,ITA
PACS282024000047,19981223130323744464,FEMMINA,85,ITALIA,ITA
PACS352025000007,20221215163825935212,FEMMINA,41,ITALIA,ITA
PACS372024850802,19851124124744008448,FEMMINA,54,ITALIA,ITA
PACS412024000137,20031107090518775148,FEMMINA,43,ITALIA,ITA
PACS542024000129,20020712165726426790,FEMMINA,50,ITALIA,ITA
PACS552024000042,20050712160245640907,FEMMINA,45,ITALIA,ITA
PACS922024850104,20170718112102201725,FEMMINA,23,ITALIA,ITA
PACS952024000104,20051031141857951533,FEMMINA,45,ITALIA,ITA
PACS992023000096,20201221162723811701,FEMMINA,36,ITALIA,ITA
PACS992024000017,20150228085340812929,FEMMINA,29,ITALIA,ITA
PACS992024000061,20060301125415586587,FEMMINA,42,ITALIA,ITA
PACS992024000061,20060719142055482082,MASCHIO,51,ITALIA,ITA
PAEV102025046515,20051117151200352747,FEMMINA,69,ITALIA,ITA
PAPC022024000006,20101210180511937930,FEMMINA,48,ITALIA,ITA
PAPC022024000036,20210327194347231040,FEMMINA,17,ITALIA,ITA
PAPC022024000146,20160926101711927989,FEMMINA,37,CUBA,CUB
PAPC022024000279,20000127180601093467,FEMMINA,43,ITALIA,ITA
PAPC032024000283,19960730112622003908,FEMMINA,49,ITALIA,ITA
PAPC032024000470,20050502004511448559,FEMMINA,45,ITALIA,ITA
PAPC032024001215,20241025133542547520,FEMMINA,12,VENEZUELA,VEN
