PROT_SDI,ART,T_NORMA,RIF_LEGGE,DES_REA_EVE
BGCS362025000016,612,CP,,MINACCIA - ATTI PERSECUTORI -
LOCS032024000016,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS282024000032,582,CP,,LESIONI PERSONALI
VACS372024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS182024000007,581,CP,,PERCOSSE
MICS0F2024000203,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRPC012024200170,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TNCS222024000013,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CLPC012024002481,612,CP,,MINACCIA - ATTI PERSECUTORI -
RMPC472024401571,582,CP,,LESIONI PERSONALI
PSCS292025000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TAPC022024000040,612,CP,,MINACCIA
LIPC042024500040,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS452024000082,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
UDCS242024850068,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PACS112025000033,609,CP,,VIOLENZA SESSUALE AGGRAVATA
PACS282024000021,575,CP,,OMICIDIO DOLOSO
GECS232025000013,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
AVCS352024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LUCS232024000042,610,CP,,VIOLENZA PRIVATA
NUCS562024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CACS292024850061,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
KRCS172024000074,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CNCS762024000018,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
LTCC012023000058,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNPQV02024000808,582,CP,,LESIONI PERSONALI
PECS062024000009,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ISPQ102024000183,582,CP,,LESIONI PERSONALI
PGPQ102024001690,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MICS392023000999,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICC042024000095,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TPCS062024850132,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS212025454546,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NOCS212024000017,612,CP,,MINACCIA - ATTI PERSECUTORI -
UDCS512024000031,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VVPQ102024000574,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TPPQ302024000042,609,CP,,VIOLENZA SESSUALE
TOPQ102024000055,575,CP,,OMICIDIO DOLOSO
PGCS522025000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GECS232024000084,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS392024000127,609,CP,,VIOLENZA SESSUALE AGGRAVATA
MSCS142024000034,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CZPC022023001395,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001764,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RACS272024850677,582,CP,,LESIONI PERSONALI
GECS162024000030,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TECS232024000013,612,CP,,MINACCIA - ATTI PERSECUTORI -
MIPC222024000424,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000507,612,CP,,MINACCIA
ANCS332024000015,609,CP,,VIOLENZA SESSUALE
ANCS332024000015,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FMCS082024000083,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MICS0D2023000117,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS392024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC472024401755,581,CP,,PERCOSSE
UDCS122024000035,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102025000120,609,CP,,ATTI SESSUALI CON MINORENNE
BLCS072024000020,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
VICS242024000011,612,CP,,MINACCIA
PGPQ102024000450,582,CP,,LESIONI PERSONALI
LICS062024000042,582,CP,,LESIONI PERSONALI
MOCS322024000022,612,CP,,MINACCIA - ATTI PERSECUTORI -
RAPQ102024000467,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
CLCS082024000075,581,CP,,PERCOSSE
PVCS072024850335,609,CP,,VIOLENZA SESSUALE AGGRAVATA
BOPC042024000134,612,CP,,MINACCIA - ATTI PERSECUTORI -
NACC022024000225,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS052024852123,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
BLCS132024000025,582,CP,,LESIONI PERSONALI
VTCS492024000005,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMCS0D2024000025,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RICS272024000011,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNCS352024000053,582,CP,,LESIONI PERSONALI
VICS292024000051,581,CP,,PERCOSSE
AGCS342024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCC042024000286,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MECS522024000012,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VACS212024000112,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MEPC022024000146,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC522024000428,609,CP,,VIOLENZA SESSUALE
BOCS662024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024000111,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
UDCS242024850501,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PGPQ102025000254,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MCCS202024850295,582,CP,,LESIONI PERSONALI
MICS572023000382,609,CP,,VIOLENZA SESSUALE AGGRAVATA
TPPQ302024000056,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CLPC012024002386,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BACS342024000033,610,CP,,VIOLENZA PRIVATA
BOCS782024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SVCS382025000001,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MICS232024000123,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
VCCS142024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AGCS422024850330,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VIPQ302024000005,558,CP,,COSTRIZIONE O INDUZIONE AL MATRIMONIO - C.P. ART. 558 BIS
TNCS072023000140,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PNPQ102024002099,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
COPQ102024200171,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPQ102024005689,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AGPC012024501023,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MICS0D2024851344,582,CP,,LESIONI PERSONALI
BZPQ102023001634,582,CP,,LESIONI PERSONALI
MBPQ102024000037,612,CP,,MINACCIA - ATTI PERSECUTORI -
PICS422024850016,635,CP,,DANNEGGIAMENTO
BTPQ002024002024,609,CP,,ATTI SESSUALI CON MINORENNE
BOPQ312024000045,609,CP,,VIOLENZA SESSUALE AGGRAVATA
NAPC062024700239,612,CP,,MINACCIA - ATTI PERSECUTORI -
CTCS612024851441,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CTPQ102023073463,612,CP,,MINACCIA
RMPF252024000050,609,CP,,VIOLENZA SESSUALE
LEPQ302024030001,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TPCS242024851788,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PAPC182024303060,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RECS062024000075,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCP032024000054,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC182024302324,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS1Z2025000058,612,CP,,MINACCIA - ATTI PERSECUTORI -
SAPQ102024002733,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC062024700237,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC062024700254,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS282023851696,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
AQPC022024000137,582,CP,,LESIONI PERSONALI
PGPQ102024000588,582,CP,,LESIONI PERSONALI
BSEVM72024000096,609,CP,,VIOLENZA SESSUALE
RMPC112024001481,582,CP,,LESIONI PERSONALI
RECS192024000080,582,CP,,LESIONI PERSONALI
BTPC012025000481,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS822024000114,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VAPF472025000161,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LICS152024850976,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS312025000011,609,CP,,VIOLENZA SESSUALE
FGPQ302024000263,612,CP,,MINACCIA
PGPQ102024001659,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MEPC042024000641,612,CP,,MINACCIA - ATTI PERSECUTORI -
BTCC052024000127,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PGPQ102024001756,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MEPT102024000017,609,CP,,VIOLENZA SESSUALE
BSCS222024850565,582,CP,,LESIONI PERSONALI
RMCS242024000155,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GECS242024000008,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FRPC012024200386,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS102024000036,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCP052024000020,582,CP,,LESIONI PERSONALI
CRPQ102024600232,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RECS222024000001,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
LTPC052024000850,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RICS202025000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC212024001536,609,CP,,VIOLENZA SESSUALE
LUCS312024000027,609,CP,,VIOLENZA SESSUALE
BRCC022023850016,612,CP,,DIFFUSIONE ILLECITA DI IMMAGINI O VIDEO SESSUALMENTE ESPLICITI - C.P. 612 TER
GEPQ102024002562,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCC112024000141,575,CP,,OMICIDIO DOLOSO
PGPQ102024000303,582,CP,,LESIONI PERSONALI
CACS672024850350,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PTCC012024000020,582,CP,,LESIONI PERSONALI
BGCS152024000014,582,CP,,LESIONI PERSONALI
GRPQ302025000017,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BAGG432024000086,582,CP,,LESIONI PERSONALI
PACS922024850104,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TSEV102023001153,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS532024000065,582,CP,,LESIONI PERSONALI
RMCC262025000009,612,CP,,MINACCIA - ATTI PERSECUTORI -
CTCS382024000005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC482024000069,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001965,609,CP,,VIOLENZA SESSUALE
PGPQ102024001245,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
GECS182024000008,612,CP,,MINACCIA
CNPQ102024000019,575,CP,,OMICIDIO DOLOSO
MIPC192024300410,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHPQ102025000028,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BLCS182024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS822025000005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102023001347,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS1M2024000210,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHPQ102024000651,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PACS352025000007,609,CP,,VIOLENZA SESSUALE
RECS112024000025,612,CP,,MINACCIA
NUCS052024000001,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BSCS592024000071,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS132025000008,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS412024857099,609,CP,,VIOLENZA SESSUALE AGGRAVATA
LOCS012023000027,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHCS152024850081,635,CP,,DANNEGGIAMENTO
MIPC012024150001,612,CP,,DIFFUSIONE ILLECITA DI IMMAGINI O VIDEO SESSUALMENTE ESPLICITI - C.P. 612 TER
SRPQ402024000001,635,CP,,DANNEGGIAMENTO
BTPC022024000151,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MBCS142024000131,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000240,612,CP,,MINACCIA
BZCS742024000005,612,CP,,MINACCIA
SRPC072024090129,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS422024000206,582,CP,,LESIONI PERSONALI
LTCS012024000030,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BZPQ102024000621,612,CP,,MINACCIA - ATTI PERSECUTORI -
MOCS322023850953,612,CP,,DIFFUSIONE ILLECITA DI IMMAGINI O VIDEO SESSUALMENTE ESPLICITI - C.P. 612 TER
TAPC022024000040,605,CP,,SEQUESTRO DI PERSONA - FATTISPECIE BASE - ART. 605 CP
MECS052024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AGCS012024000053,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024000088,612,CP,,MINACCIA - ATTI PERSECUTORI -
ALCS272024000040,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SVCS352024000028,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PECS272024000006,609,CP,,VIOLENZA SESSUALE
PECS042024000029,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MCPC012024000229,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CECS112023852280,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MBCS072025000032,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VTCC012024000064,609,CP,,VIOLENZA SESSUALE
CECS432024000057,612,CP,,MINACCIA - ATTI PERSECUTORI -
TOCS792024000016,609,CP,,VIOLENZA SESSUALE
LTCS232024850879,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
FECS242024851307,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC522024000194,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RCCS912024000009,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BGCS352024000192,582,CP,,LESIONI PERSONALI
RMCS0D2024000009,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CSCS822024000024,609,CP,,ATTI SESSUALI CON MINORENNE
SVCS012024000011,605,CP,,SEQUESTRO DI PERSONA - FATTISPECIE BASE - ART. 605 CP
VRPQV02024001212,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC302024016096,609,CP,,VIOLENZA SESSUALE AGGRAVATA
LTCS312025000001,612,CP,,MINACCIA
PGPQ102024002185,612,CP,,MINACCIA - ATTI PERSECUTORI -
PGPQ102024002185,582,CP,,LESIONI PERSONALI
PGPQ102023500105,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VECS052024851941,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VEGG472024000093,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PZCS122024850221,582,CP,,LESIONI PERSONALI
PGPQ102023002448,612,CP,,MINACCIA
LTPQV02024000135,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMPC072024000814,582,CP,,LESIONI PERSONALI
APCS342024000018,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VECS022024000000,582,CP,,LESIONI PERSONALI
MOCS102024000008,612,CP,,MINACCIA
FGPQ102024000027,612,CP,,MINACCIA - ATTI PERSECUTORI -
NACS0C2024851780,582,CP,,LESIONI PERSONALI
GEPQ302025030012,609,CP,,VIOLENZA SESSUALE AGGRAVATA
CZCS422025850026,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TEPC012024000195,582,CP,,LESIONI PERSONALI
PGPQ102024002088,581,CP,,PERCOSSE
MOCS042025000001,610,CP,,VIOLENZA PRIVATA
PACS182024000123,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
MTCC012024000089,575,CP,,OMICIDIO DOLOSO
TOCP052024000895,612,CP,,MINACCIA - ATTI PERSECUTORI -
PACS992023000096,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PTCS072024000086,610,CP,,VIOLENZA PRIVATA
ALCS432024000022,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS282024000062,612,CP,,MINACCIA
MBCS192024000042,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BZCS712024000222,582,CP,,LESIONI PERSONALI
BRCC022024000062,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CSCS062024000010,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS1O2023851683,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AQCS082024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VTCS322023000036,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PDCS252024000060,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FICS152024000002,612,CP,,MINACCIA
BACS012024851194,612,CP,,MINACCIA - ATTI PERSECUTORI -
RMCS472024852614,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
CNCS532024000081,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NUCS362024850220,582,CP,,LESIONI PERSONALI
LICS062024000042,577,CP,,ALTRE CIRCOSTANZE AGGRAVANTI PREVISTE PER ART. 575
BOCS442024000056,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PAPC182024300050,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PRCS342024000029,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001188,582,CP,,LESIONI PERSONALI
BGCS472024000019,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS232024000123,582,CP,,LESIONI PERSONALI
VTCS132024000003,558,CP,,COSTRIZIONE O INDUZIONE AL MATRIMONIO - C.P. ART. 558 BIS
VECS032024000015,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS422024855599,609,CP,,VIOLENZA SESSUALE
NACS532024850773,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024000083,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NOPQ302024000043,576,CP,,CIRCOSTANZE AGGRAVANTI PREVISTE PER ART.575
TRCS222024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PVPQ102024032701,582,CP,,LESIONI PERSONALI
PGCS222025000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MCPQ102025000084,612,CP,,MINACCIA
TOCS142024000166,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PACS992024000061,582,CP,,LESIONI PERSONALI
BSCS752024000050,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS972024000036,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
