PROT_SDI,ART,T_NORMA,RIF_LEGGE,DES_REA_EVE
GRCS192024000001,581,CP,,PERCOSSE
RMCS1W2024000124,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNCS362024000091,582,CP,,LESIONI PERSONALI
VEPQ102024100027,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOPC012023005034,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TRCS032024000082,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
FRPC012024200386,582,CP,,LESIONI PERSONALI
SVCC062024000011,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001323,582,CP,,LESIONI PERSONALI
MICS0K2025000008,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS322024000022,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS272024850730,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000931,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VEEV352023000191,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS0D2024851118,612,CP,,MINACCIA - ATTI PERSECUTORI -
SPCS072024000033,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ALCS202024000081,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VBCS032024000048,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS1Y2023000142,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC162024000267,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001605,582,CP,,LESIONI PERSONALI
GRCS192024000031,582,CP,,LESIONI PERSONALI
SACC062024900029,575,CP,,OMICIDIO DOLOSO
BAPQ302024000221,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RIPQ302023000129,575,CP,,OMICIDIO DOLOSO
MBCS152024000114,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS042024000103,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AGPC032024000069,612,CP,,MINACCIA
AGPC032024000069,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FOCS342024000020,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GECS542024000036,612,CP,,MINACCIA
TOCS692024000062,575,CP,,OMICIDIO DOLOSO
TRCS142024000010,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000513,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LCCS162024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS622024000014,609,CP,,VIOLENZA SESSUALE
TACS132024000101,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TACS182024850495,612,CP,,MINACCIA - ATTI PERSECUTORI -
PICC012024000746,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024000119,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CSCS582023000072,612,CP,,MINACCIA
BSCS282024800022,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BSCS592023000110,581,CP,,PERCOSSE
FECS152024000021,582,CP,,LESIONI PERSONALI
VICS412023000292,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS772024851354,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VBPQ302024000021,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024000008,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
FGPQ102023001274,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
CHPQ102024000340,582,CP,,LESIONI PERSONALI
NAPC092024000001,582,CP,,LESIONI PERSONALI
SVPC012024000012,582,CP,,LESIONI PERSONALI
TRCS162024000020,581,CP,,PERCOSSE
VRCC012024000631,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
KRCS232024000117,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SOCS202024850233,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CNCS582025000014,612,CP,,MINACCIA
PAPC112024000402,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ARCS102023000100,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BRPQ302024000033,612,CP,,MINACCIA - ATTI PERSECUTORI -
SRPC012024000663,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PACS0I2024850655,612,CP,,MINACCIA - ATTI PERSECUTORI -
SICS072024000016,582,CP,,LESIONI PERSONALI
GRCS462024850080,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LECS392024000017,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CHCS162024850141,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS132024850093,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LECS542024000086,609,CP,,VIOLENZA SESSUALE
PRCS382024000008,582,CP,,LESIONI PERSONALI
FRPC022024000712,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BZCS612024000077,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ARPQ912024000572,582,CP,,LESIONI PERSONALI
TAPC022024000015,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PGPQ102024500343,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS322023851168,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS332024000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS402024000102,609,CP,,VIOLENZA SESSUALE AGGRAVATA
RIPQV02024000118,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOPQ102024000407,582,CP,,LESIONI PERSONALI
PICS252024000016,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS572024851039,612,CP,,MINACCIA
PGPQ102023002375,635,CP,,DANNEGGIAMENTO
PTCS102023000012,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BSCS622024000054,582,CP,,LESIONI PERSONALI
PGPQ102023002405,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS562025000005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGPQ102024000358,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNCS212024000045,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BICS012024000034,582,CP,,LESIONI PERSONALI
PGPQ102024002340,612,CP,,MINACCIA
PAPC022024000006,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS3J2024000027,612,CP,,MINACCIA - ATTI PERSECUTORI -
CTCS472024000034,581,CP,,PERCOSSE
ALCS562024000022,582,CP,,LESIONI PERSONALI
BZPQ102024000467,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPC132024000845,609,CP,,VIOLENZA SESSUALE
RGPQ302024000031,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MEPC042024000816,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC212024001195,582,CP,,LESIONI PERSONALI
BNCS132024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ATCS032025000017,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MTCS032024000092,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ302024000044,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
NOPQ302024000043,582,CP,,LESIONI PERSONALI
VRCS232024850144,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMCS2Z2024000012,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
PGPQ102024002021,610,CP,,VIOLENZA PRIVATA
RMGC5K2024000023,612,CP,,MINACCIA - ATTI PERSECUTORI -
BSCS352024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ROCS122024000016,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024000005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BOCS362024000033,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GECS562025000001,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS0F2024000017,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC522024000130,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024001099,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
FOPC012025020040,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNPQ102024000610,612,CP,,MINACCIA - ATTI PERSECUTORI -
RNPQ112025031103,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CAPQ122024000349,612,CP,,MINACCIA
VBPF402024000941,582,CP,,LESIONI PERSONALI
NAPC232024001140,582,CP,,LESIONI PERSONALI
AGPC012024501012,609,CP,,VIOLENZA SESSUALE
GEEV102024002704,609,CP,,VIOLENZA SESSUALE
VBPQ102023001504,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MNPQ102024000044,612,CP,,DIFFUSIONE ILLECITA DI IMMAGINI O VIDEO SESSUALMENTE ESPLICITI - C.P. 612 TER
SOPQ102024000681,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS662024850728,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CSCS242024000030,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MIPC052024000431,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PDPC002024000336,612,CP,,MINACCIA
MEPC042024000478,612,CP,,MINACCIA
POPQ102024102030,582,CP,,LESIONI PERSONALI
FICS322024852520,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024501616,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102023001281,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FOPQ302024000079,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
POPQ102024102460,609,CP,,VIOLENZA SESSUALE
CHCS122024000001,609,CP,,VIOLENZA SESSUALE
RMPC222024200024,609,CP,,VIOLENZA SESSUALE
RMPC302024000145,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
VAPQ102024000044,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TVCS072024000015,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
CZPQ102024000151,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AVPC012025000022,609,CP,,ATTI SESSUALI CON MINORENNE
NACS0H2023000037,612,CP,,MINACCIA - ATTI PERSECUTORI -
LOPQ302025000014,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BSEVM72024000096,609,CP,,VIOLENZA SESSUALE AGGRAVATA
BRCS202024000035,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MCCS152024000018,612,CP,,MINACCIA
BOPC022024000024,582,CP,,LESIONI PERSONALI
MOCS122024000030,582,CP,,LESIONI PERSONALI
UDCS122024000026,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TOCS682025000025,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RGPQ102024000052,581,CP,,PERCOSSE
PGCS532023000019,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACC232024001036,582,CP,,LESIONI PERSONALI
FGPQ102024000041,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ302024000022,612,CP,,MINACCIA - ATTI PERSECUTORI -
MOPQ302024000005,612,CP,,MINACCIA - ATTI PERSECUTORI -
FRPC012024200655,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
PGPQ102024000928,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102023002384,582,CP,,LESIONI PERSONALI
BOCS502024000004,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LUCC022024000019,575,CP,,OMICIDIO DOLOSO
TOPQ102024000190,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ROCS132024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MCPQ102024000685,582,CP,,LESIONI PERSONALI
BGCS462024000090,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BNCS172024850130,582,CP,,LESIONI PERSONALI
RMCS1K2024000037,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI IN DANNO DI MINORE/DONNA IN GRAVIDANZA/PERSONA CON DISABILITA'
CRPQ102024600971,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GECS242024000027,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BLPQ302023000058,609,CP,,VIOLENZA SESSUALE
TVCS092024000025,582,CP,,LESIONI PERSONALI
RMCS842024000070,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024001534,612,CP,,MINACCIA
VAEV702024000007,581,CP,,PERCOSSE
SICS092024850036,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000735,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BNCT012025000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS352024000169,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CNCS142024000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TPPC052024000603,612,CP,,MINACCIA - ATTI PERSECUTORI -
CZPC022024000269,581,CP,,PERCOSSE
PRCS142024000029,582,CP,,LESIONI PERSONALI
VCCS202024000005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SVCS132024000005,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024001007,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
TNCS272024000021,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VCCS012024000023,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOPC022024100031,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GECS212024000003,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PSCS382024000009,582,CP,,LESIONI PERSONALI
RACS172023000089,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BAPC162024000282,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
BSCS322023000036,612,CP,,MINACCIA - ATTI PERSECUTORI -
MBCC052024000189,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CTCS072024000040,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NACS042024850160,612,CP,,MINACCIA - ATTI PERSECUTORI -
BOCS552024000028,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BACS492024000068,612,CP,,MINACCIA - ATTI PERSECUTORI -
CSCS072024000015,612,CP,,MINACCIA - ATTI PERSECUTORI -
BOCS252024850762,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MICS942024852821,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GOPQ102024000437,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS342025000011,609,CP,,VIOLENZA SESSUALE
TRPQ102024002226,582,CP,,LESIONI PERSONALI
MICS912024000171,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SICS052023000042,612,CP,,MINACCIA - ATTI PERSECUTORI -
SVCS252024000052,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VICS202024040031,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
TECS272024000085,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ALCS092024000002,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MBPQ102024000096,612,CP,,MINACCIA - ATTI PERSECUTORI -
GOCS052024000037,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ANGT632022000019,609,CP,,VIOLENZA SESSUALE AGGRAVATA
SAPT102024000020,582,CP,,LESIONI PERSONALI
SVCS012024000011,582,CP,,LESIONI PERSONALI
ALCS252024000023,609,CP,,VIOLENZA SESSUALE AGGRAVATA
BSCS272024000010,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOPQV02024000844,582,CP,,LESIONI PERSONALI
AVCS542024000024,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AGCS182024000005,582,CP,,LESIONI PERSONALI
PGPQ102023002410,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CSCC042023000036,612,CP,,MINACCIA - ATTI PERSECUTORI -
PVPQ102024040301,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BGCS232023000139,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMPC522024000440,612,CP,,MINACCIA - ATTI PERSECUTORI -
PGPQ102024002183,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MNPQ102024001025,612,CP,,MINACCIA - ATTI PERSECUTORI -
PGPQ102024000685,612,CP,,MINACCIA - ATTI PERSECUTORI -
VRPQV02024000217,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RNPQ322024106363,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
FGPQ102024000048,612,CP,,MINACCIA - ATTI PERSECUTORI -
PGPQ102024001131,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
PDCS072024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CLCS172024000025,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RMCS472024853462,612,CP,,MINACCIA - ATTI PERSECUTORI -
NOCS152024000012,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PRCS362024000011,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024500057,612,CP,,MINACCIA - ATTI PERSECUTORI -
FGPQ102024000118,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
GEPC072024200674,582,CP,,LESIONI PERSONALI
RMCS402023853196,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PGPQ102024000052,387,CP,,VIOLAZIONE DEI PROVVEDIMENTI DI ALLONTANAMENTO DALLA CASA FAMILIARE E DEL DIVIETO DI AVVICINAMENTO AI LUOGHI FREQUENTATI DALLA PERSONA OFFESA-C.P. ART.387 BIS
ANPC032024000046,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
SRPC012024000162,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOPQV02024001441,582,CP,,LESIONI PERSONALI
PGPQ102024000145,581,CP,,PERCOSSE
MOCS412024000032,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
BACC192024000071,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS322024000022,582,CP,,LESIONI PERSONALI
MOCS322024000022,577,CP,,ALTRE CIRCOSTANZE AGGRAVANTI PREVISTE PER ART. 575
BRCS212023852043,612,CP,,MINACCIA - ATTI PERSECUTORI -
VICS372024000015,612,CP,,MINACCIA
GRCS192024000029,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VECS042024000006,612,CP,,MINACCIA - ATTI PERSECUTORI -
LTCS392024000007,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PDCS392025000001,612,CP,,MINACCIA
RMPC522024000080,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CACS222024850154,635,CP,,DANNEGGIAMENTO
SRPC042023000609,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
NOCS032024000046,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
PDCC022024000126,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
AVPC032024000242,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
VRCS102024850258,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
MIPC192024100064,612,CP,,MINACCIA - ATTI PERSECUTORI -
PGPQ102024002021,582,CP,,LESIONI PERSONALI
AVCS332024000008,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CRCS202024000041,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
VICS172024000011,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
ARCS352024000150,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
CRPC012024200797,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
LEPC042024000359,582,CP,,LESIONI PERSONALI
RMPF302023000212,609,CP,,VIOLENZA SESSUALE
ARPC012024000234,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MICS822024851470,629,CP,,ESTORSIONE
TRCS032024000082,582,CP,,LESIONI PERSONALI
POPQ102024102079,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
NAPQ102024000991,582,CP,,LESIONI PERSONALI
AGPC032024000060,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
RGPQ102024000015,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMPC112025000531,612,CP,,MINACCIA - ATTI PERSECUTORI COMMESSI DAL CONIUGE LEGALMENTE SEPARATO/DIVORZIATO O DA PERSONA CHE SIA STATA LEGATA DA RELAZIONE AFFETTIVA ALLA PERSONA LESA
RMPC472023403942,612,CP,,MINACCIA
MNPQ102024000621,610,CP,,VIOLENZA PRIVATA
VECS312024850147,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
MOCS222024000060,610,CP,,VIOLENZA PRIVATA
MSPC022024100022,582,CP,,LESIONI PERSONALI
CTCS612024850416,572,CP,,MALTRATTAMENTI IN FAMIGLIA O VERSO I FANCIULLI
