PROT_SDI,COD_COLP_DA_PROVV,SEX_COLP_PROVV,ETA_COLP_PROVV,NAZIONE_NASCITA_COLP_PROVV,NAZIONE_NASCITA_COLP_PROVV_ISO
TOCS782024850025,19990618101847028595,MASCHIO,49,ROMANIA,ROU
TOCS792024000016,20130807130722364984,MASCHIO,14,ITALIA,ITA
TOCS792024000211,20191017084018282488,MASCHIO,21,ITALIA,ITA
TOCS792024000215,19950603082332079259,MASCHIO,52,ITALIA,ITA
TOCS822025000005,19990119122759027423,MASCHIO,51,ITALIA,ITA
TOCS872024851618,20230820141046221133,MASCHIO,28,MAROCCO,MAR
TOCS872025850644,20041111103949134986,MASCHIO,57,ITALIA,ITA
TOCS932024000009,20220707075759204497,MASCHIO,39,CINA,CHN
TOCS952024000121,20020221165815055910,FEMMINA,51,ITALIA,ITA
TOCS952025000020,20111125174556636038,MASCHIO,28,MOLDAVIA,MDA
TOPC012023004932,20011221014453704860,MASCHIO,38,ITALIA,ITA
TOPC012023005034,20041112090803854163,MASCHIO,41,ITALIA,ITA
TOPC012023005034,20041112090803854163,MASCHIO,40,ITALIA,ITA
TOPC012024000224,20041014011925816608,MASCHIO,39,ITALIA,ITA
TOPC012024001851,,NON INDICATO,,,
TOPC012024002012,,NON INDICATO,,,
TOPC012024003560,20071009140226226039,MASCHIO,41,TUNISIA,TUN
TOPC012024003968,19980909134224049159,MASCHIO,40,ITALIA,ITA
TOPC012024004030,19980914103044636709,MASCHIO,49,ITALIA,ITA
TOPC012025000699,,NON INDICATO,,,
TOPC072023000634,20150428095507556363,MASCHIO,23,GUINEA EQUATORIALE,GNQ
TOPC072023000727,,NON INDICATO,,,
TOPC112024000051,20190506160356722247,MASCHIO,34,SUDAFRICA,ZAF
TOPC132024000029,20091026223853643984,MASCHIO,36,ROMANIA,ROU
TOPC132024000029,20091026223853643984,MASCHIO,37,ROMANIA,ROU
TOPC132024000029,20091106115915325107,FEMMINA,29,MOLDAVIA,MDA
TOPC132024000262,20010530155138854301,MASCHIO,50,ITALIA,ITA
TOPC142024000141,19970925164207092999,MASCHIO,49,ITALIA,ITA
TOPC142024000158,20170214164030380948,MASCHIO,27,PERU',PER
TOPC142024000264,20190730125458199738,MASCHIO,31,TURCHIA,TUR
TOPC142024000473,,NON INDICATO,,,
TOPQ102023002570,20180403143619954123,MASCHIO,27,ROMANIA,ROU
TOPQ102023002574,20160307163656144864,MASCHIO,32,MAROCCO,MAR
TOPQ102023002578,20080217015803898928,MASCHIO,32,ITALIA,ITA
TOPQ102023002608,20160421133628437691,MASCHIO,25,GHANA,GHA
TOPQ102024000055,19950216164236053467,MASCHIO,70,ITALIA,ITA
TOPQ102024000126,20240123005913309641,MASCHIO,18,EGITTO,EGY
TOPQ102024000154,20020313142640743409,MASCHIO,47,MAROCCO,MAR
TOPQ102024000190,20090316142253235458,MASCHIO,62,MAROCCO,MAR
TOTC022024000011,20140901162541991872,MASCHIO,18,ITALIA,ITA
TPCS022024000065,19930902162400076685,MASCHIO,55,ITALIA,ITA
TPCS032024000043,20020626150629305393,MASCHIO,37,ITALIA,ITA
TPCS032025000001,20050812092929909720,MASCHIO,36,ITALIA,ITA
TPCS062024850132,20120915110221697608,MASCHIO,27,ITALIA,ITA
TPCS062025000053,20130311112346568313,MASCHIO,29,ROMANIA,ROU
TPCS122024000017,20060329061934400422,FEMMINA,56,ITALIA,ITA
TPCS132019000466,19981007134954020550,MASCHIO,40,ITALIA,ITA
TPCS132024000022,20170509213537433571,FEMMINA,37,ITALIA,ITA
TPCS142024000010,20230822230527455692,MASCHIO,23,TUNISIA,TUN
TPCS242024851788,,NON INDICATO,,,
TPCS312024850599,19921111162142092162,MASCHIO,56,ITALIA,ITA
TPCS342024850006,20011130020427716668,MASCHIO,46,ITALIA,ITA
TPCS352024000045,20010913220359952612,MASCHIO,41,ITALIA,ITA
TPCS362024000001,20130723173722141487,FEMMINA,24,ITALIA,ITA
TPCS362024850018,,NON INDICATO,,,
TPCT022024000001,19910612130107920003,FEMMINA,61,ITALIA,ITA
TPCT022024000001,20090428185645354213,FEMMINA,27,ITALIA,ITA
TPPC032024000700,20011229020648611040,MASCHIO,54,ITALIA,ITA
TPPC032025000254,,NON INDICATO,,,
TPPC052024000001,19970526104304067572,MASCHIO,48,ITALIA,ITA
TPPC052024000163,20040201142323273127,MASCHIO,80,ITALIA,ITA
TPPC052024000164,20020708225613506345,MASCHIO,61,ITALIA,ITA
TPPC052024000603,20080521132633242410,FEMMINA,50,ROMANIA,ROU
TPPQ302024000042,19960410125640086155,MASCHIO,53,ITALIA,ITA
TPPQ302024000056,20000821161548989898,MASCHIO,44,ITALIA,ITA
TPPQ302024000066,20040102022637990491,MASCHIO,35,ITALIA,ITA
TPPQ302024000200,20191022164340376780,MASCHIO,20,ITALIA,ITA
TPPT602024000007,20220329181622779352,MASCHIO,20,EGITTO,EGY
TRCS022023000051,20240103115353394562,MASCHIO,40,ITALIA,ITA
TRCS032024000082,,NON INDICATO,,,
TRCS032024000082,20020605143343184377,FEMMINA,44,ECUADOR,ECU
TRCS122024850130,20010913133838060956,FEMMINA,61,ITALIA,ITA
TRCS142024000010,20020628061644341701,MASCHIO,85,ITALIA,ITA
TRCS162024000020,19731231112046002623,MASCHIO,78,ITALIA,ITA
TRCS222024000007,20070429124224374704,MASCHIO,31,ITALIA,ITA
TRPQ102024000049,20200901220726627813,MASCHIO,23,ITALIA,ITA
TRPQ102024000144,20110418083004119720,MASCHIO,39,TUNISIA,TUN
TRPQ102024000766,20210612210850333892,MASCHIO,13,ITALIA,ITA
TRPQ102024002226,20090610100257925429,FEMMINA,31,ITALIA,ITA
TRPQ302024200015,19900710120345036115,MASCHIO,60,ITALIA,ITA
TSCC052024000029,20141125082000223208,FEMMINA,39,SLOVENIA,SVN
TSCS022024000005,19930611154511018078,MASCHIO,81,ITALIA,ITA
TSCS022024000013,19910428140942640568,MASCHIO,52,ITALIA,ITA
TSCS072024850070,20150413095332928136,MASCHIO,24,JUGOSLAVIA ETNIA KOSSOVARA,UNK
TSCS262024850045,,NON INDICATO,,,
TSEV102023001153,20191117160507801787,MASCHIO,20,ITALIA,ITA
TSGN422024000025,,NON INDICATO,,,
TSPC012024000002,20041007102234431332,MASCHIO,33,JUGOSLAVIA (SERBIA-MONTENEGRO),SRB
TSPC012024000080,20000122001317544222,FEMMINA,52,ITALIA,ITA
TSPC042024000054,,NON INDICATO,,,
TSPC042024000107,20080829195923470139,FEMMINA,50,ITALIA,ITA
TSPC042024000586,20000104001658544272,MASCHIO,65,ITALIA,ITA
TSPG402024000329,20170710183221686265,MASCHIO,19,ITALIA,ITA
TSPQ102024000003,20090306163850111603,MASCHIO,27,ITALIA,ITA
TVCS042024000012,20000405133611051792,MASCHIO,56,ITALIA,ITA
TVCS052024000010,20070213092037595609,MASCHIO,59,ITALIA,ITA
TVCS062023000088,20140407002257371307,MASCHIO,36,ITALIA,ITA
TVCS072024000014,,NON INDICATO,,,
TVCS072024000015,,NON INDICATO,,,
TVCS092024000025,20110602200658043122,MASCHIO,31,PAKISTAN,PAK
TVCS092024000036,20010130102758051831,MASCHIO,46,ROMANIA,ROU
TVCS122024000083,20170421233306843483,MASCHIO,26,ITALIA,ITA
TVCS122025000021,,NON INDICATO,,,
TVCS132024000056,19890722090346010592,MASCHIO,68,ITALIA,ITA
TVCS172023852365,20110401084635478374,MASCHIO,29,ALBANIA,ALB
TVCS182023000032,19960902174103056270,MASCHIO,56,ROMANIA,ROU
TVCS222023000052,19970805143615046632,MASCHIO,50,ITALIA,ITA
TVCS242024000010,20100927213835662057,MASCHIO,41,SRI LANKA (CEYLON),LKA
TVCS242024000029,20150522124652428410,MASCHIO,28,NIGERIA,NGA
TVCS322023850662,20110108123219173437,MASCHIO,45,ALGERIA,DZA
TVCS382024000050,19960802105430744272,MASCHIO,55,ITALIA,ITA
UDCS062024000040,20131108154328856834,MASCHIO,26,BRASILE,BRA
UDCS072024850627,20230830115224977771,MASCHIO,17,EGITTO,EGY
UDCS092024000020,20061003135515774120,MASCHIO,35,ITALIA,ITA
UDCS112024000003,20000112091855046339,MASCHIO,56,ITALIA,ITA
UDCS112024000031,19940326160015119216,MASCHIO,53,ITALIA,ITA
UDCS112024000043,20230626192845652787,MASCHIO,43,UCRAINA,UKR
UDCS122024000026,19010104080217022471,MASCHIO,52,ITALIA,ITA
UDCS122024000035,20190221153637488899,MASCHIO,36,CROAZIA,HRV
UDCS242024850068,20170728183426328518,MASCHIO,20,ITALIA,ITA
UDCS242024850501,20041218100318681990,FEMMINA,46,ITALIA,ITA
UDCS262023000156,20070613190715694990,MASCHIO,36,ROMANIA,ROU
UDCS262024000002,,NON INDICATO,,,
UDCS402024850101,20130129110231945360,MASCHIO,51,ITALIA,ITA
UDCS432025850029,20020326150729819346,MASCHIO,45,ITALIA,ITA
UDCS512024000031,20030323052059161740,MASCHIO,45,ITALIA,ITA
UDCS512024000031,20030323052059161740,MASCHIO,43,ITALIA,ITA
UDCT012024000003,,NON INDICATO,,,
UDPG202024000037,20040710104723466457,MASCHIO,65,ITALIA,ITA
UDPQ702024000015,20120818230337003671,MASCHIO,27,ITALIA,ITA
VACC042024000050,20061224020711159859,MASCHIO,33,ITALIA,ITA
VACS072024850231,20071111220240019105,MASCHIO,50,ITALIA,ITA
VACS152024000041,20070607090323643324,FEMMINA,52,ITALIA,ITA
VACS212024000112,20060518123047583247,FEMMINA,44,MAROCCO,MAR
VACS212024000131,20070905113505727403,MASCHIO,39,ITALIA,ITA
VACS242024000029,20140626095638383680,MASCHIO,26,ITALIA,ITA
VACS242024000134,20090917205812545295,MASCHIO,39,TUNISIA,TUN
VACS292024000013,20040902093001334158,MASCHIO,48,PAKISTAN,PAK
VACS372024000004,20140923173809373063,MASCHIO,55,EGITTO,EGY
VACS372024000007,,NON INDICATO,,,
VACS372024000007,20050221095333621062,MASCHIO,44,ITALIA,ITA
VAEV702024000007,20020312162858721606,MASCHIO,76,ITALIA,ITA
VAGC542024000007,,NON INDICATO,,,
VAPC012024007060,20090804204621849028,FEMMINA,32,ITALIA,ITA
VAPC022024000109,,NON INDICATO,,,
VAPC022024001023,20240613111753174318,MASCHIO,30,MAROCCO,MAR
VAPF472025000161,20230801182803929760,FEMMINA,40,URSS,UNK
VAPQ102024000044,,NON INDICATO,,,
VAPQV02023000739,20071028143401085212,MASCHIO,33,ITALIA,ITA
VBCS032024000048,20040706111731102030,MASCHIO,40,ITALIA,ITA
VBCS142024000047,20170809085028344213,MASCHIO,15,ITALIA,ITA
VBCS142024000074,20090521123515062094,FEMMINA,44,MAROCCO,MAR
VBCS142024000078,20090521123515062094,FEMMINA,44,MAROCCO,MAR
VBCS152024850105,,NON INDICATO,,,
VBPF402024000941,,NON INDICATO,,,
VBPQ102023001504,,NON INDICATO,,,
VBPQ102024001310,20050306231001742185,MASCHIO,37,ITALIA,ITA
VBPQ302024000021,20131014105556890397,MASCHIO,24,BANGLADESH,BGD
VBPQ302024000032,,NON INDICATO,,,
VBTS002024000001,20121007014911113252,MASCHIO,42,ROMANIA,ROU
VCCS012024000020,20190919120022077393,MASCHIO,16,ITALIA,ITA
VCCS012024000023,20110503123644778127,FEMMINA,35,MAROCCO,MAR
VCCS052023000029,19990503171001062869,MASCHIO,74,ITALIA,ITA
VCCS072024000001,19950329095219092183,MASCHIO,56,ITALIA,ITA
VCCS122024000017,19930916094508009307,MASCHIO,52,ITALIA,ITA
VCCS142024000001,20210612151739045303,MASCHIO,51,ROMANIA,ROU
VCCS172024000013,20151229220608628023,MASCHIO,32,ITALIA,ITA
VCCS202024000005,20010528150339335344,FEMMINA,60,ITALIA,ITA
VCGT602024000012,20070927132608126937,MASCHIO,44,ITALIA,ITA
VCPQ002024000383,,NON INDICATO,,,
VCPQ102024000542,20020823125325368540,MASCHIO,60,ITALIA,ITA
VCPQ102024000784,20190315182102675587,MASCHIO,20,ITALIA,ITA
VCPQ102024000851,,NON INDICATO,,,
VCPQ302024000018,20020322101202490614,FEMMINA,61,ITALIA,ITA
VCPQ302025000026,20121201092050480901,MASCHIO,30,EGITTO,EGY
VCPQ702024000032,,NON INDICATO,,,
VCPQ702025000001,20041108020535726607,MASCHIO,42,ITALIA,ITA
VECS022024000000,20020917112611728519,MASCHIO,41,CROAZIA,HRV
VECS032024000004,20181010174220236410,MASCHIO,30,JUGOSLAVIA ETNIA KOSSOVARA,UNK
VECS032024000015,19980527103252050106,MASCHIO,48,ITALIA,ITA
VECS042024000006,20041127123215115367,FEMMINA,34,ITALIA,ITA
VECS052024000167,20121215081230763016,MASCHIO,20,ITALIA,ITA
VECS052024851941,20131004022155294084,MASCHIO,32,TUNISIA,TUN
VECS052025000061,20180119124039182586,MASCHIO,24,ITALIA,ITA
VECS152024000045,20040123093152976516,MASCHIO,62,ITALIA,ITA
VECS152024000057,19950418105538022488,MASCHIO,53,ITALIA,ITA
VECS162024000046,20170523113259945130,MASCHIO,30,ALBANIA,ALB
VECS192024850395,20220917123230218564,MASCHIO,18,ALBANIA,ALB
VECS202024000015,19951017100423042548,MASCHIO,48,ITALIA,ITA
VECS202024000053,19970517113958073467,MASCHIO,44,VENEZUELA,VEN
VECS312024850147,,NON INDICATO,,,
VECS322024000108,20170329142831620902,MASCHIO,17,MOLDAVIA,MDA
VECS332024000001,20020210023436474047,MASCHIO,43,ITALIA,ITA
VECS332024850267,20001211093720044881,MASCHIO,45,ROMANIA,ROU
VECS372024000141,20041214192551409913,MASCHIO,41,MAROCCO,MAR
VECS392024000048,,NON INDICATO,,,
VECS412024000009,20070123095829129286,MASCHIO,31,ALBANIA,ALB
VEEV352023000191,19990918095903041371,MASCHIO,51,TUNISIA,TUN
VEEV352024000099,20040905171601413841,MASCHIO,46,ITALIA,ITA
VEGG472024000093,20221113110303747630,MASCHIO,24,MAROCCO,MAR
VEPC022024000953,20170816035513579464,MASCHIO,30,ITALIA,ITA
VEPC052024000160,20210717170334101539,MASCHIO,23,MAROCCO,MAR
VEPC052024000372,,NON INDICATO,,,
VEPC052024000543,20000328094344048118,MASCHIO,40,MACEDONIA,MKD
VEPC052024000588,20190704160842248187,MASCHIO,20,ITALIA,ITA
VEPC052025000115,20010721124204480006,MASCHIO,60,ITALIA,ITA
VEPC082024310039,20090911100213375604,MASCHIO,31,ITALIA,ITA
VEPQ102024100027,20000925132951982677,MASCHIO,50,ITALIA,ITA
VEPQ102024100566,19900813135939082630,MASCHIO,57,ITALIA,ITA
VICE032024000067,20240517152855338874,MASCHIO,28,STATI UNITI D'AMERICA,USA
VICS012024000022,19910611174713853943,MASCHIO,55,JUGOSLAVIA (SERBIA-MONTENEGRO),SRB
VICS072024000017,20050203165914362800,MASCHIO,34,ROMANIA,ROU
VICS102024850142,19990807080425037648,MASCHIO,53,JUGOSLAVIA (SERBIA-MONTENEGRO),SRB
VICS122024000022,19860212110629001252,FEMMINA,63,BELGIO,BEL
VICS132025000008,20000415113125055065,MASCHIO,48,ITALIA,ITA
VICS172024000011,20230207134459821844,FEMMINA,33,MAROCCO,MAR
VICS202024040031,20241221130609519538,MASCHIO,32,ITALIA,ITA
VICS202024850304,,NON INDICATO,,,
VICS212024850008,20010522114916198072,MASCHIO,43,ITALIA,ITA
VICS232024000075,20150118214541237410,MASCHIO,50,ROMANIA,ROU
VICS242024000011,20030609181321065019,FEMMINA,49,ITALIA,ITA
VICS282024000084,20240906132451985668,MASCHIO,31,NIGERIA,NGA
VICS282024850596,,NON INDICATO,,,
VICS282024851103,,NON INDICATO,,,
VICS292024000040,20150326113647131836,MASCHIO,25,BANGLADESH,BGD
VICS292024000051,20161116143532922917,MASCHIO,33,NIGERIA,NGA
VICS292025000021,20061227182756156172,MASCHIO,47,ITALIA,ITA
VICS312024000032,20021125205749447100,MASCHIO,41,ITALIA,ITA
VICS312024850089,19980604133850000326,MASCHIO,54,ITALIA,ITA
VICS312025000011,20021018122823440371,MASCHIO,26,BANGLADESH,BGD
VICS322023000161,20050309224452173957,MASCHIO,38,ITALIA,ITA
VICS362024000001,20200722145235713113,MASCHIO,22,NICARAGUA,NIC
VICS362024850135,20131116161541855419,FEMMINA,26,CROAZIA,HRV
VICS362024850164,19990706110809099864,MASCHIO,47,ITALIA,ITA
VICS372024000015,20030324230305499696,MASCHIO,37,ITALIA,ITA
VICS382024000090,20121127143554293049,MASCHIO,31,ITALIA,ITA
VICS382024000104,19960820145839419216,MASCHIO,49,ITALIA,ITA
VICS412023000292,20120910115056128398,MASCHIO,25,ITALIA,ITA
VICS422024000019,20000205164527017667,MASCHIO,46,ITALIA,ITA
VICS422024000042,19990427143410092809,MASCHIO,47,ITALIA,ITA
VICS422024000206,20160502100906751890,MASCHIO,32,NIGERIA,NGA
VICS442024000026,19960220184139071502,MASCHIO,63,ITALIA,ITA
VICS442024000029,20080501195400010023,MASCHIO,59,ITALIA,ITA
VICS442024000030,20060403095543760075,MASCHIO,33,ITALIA,ITA
VIPQ102023003044,19991115123732006916,MASCHIO,47,JUGOSLAVIA (SERBIA-MONTENEGRO),SRB
VIPQ102024000499,,NON INDICATO,,,
VIPQ302024000005,,NON INDICATO,,,
VIPQ302024000005,20080129125416604294,FEMMINA,39,BANGLADESH,BGD
VIPQ302024001719,20150409134928235902,MASCHIO,28,ITALIA,ITA
VRCC012024000162,20200626144338838297,MASCHIO,21,ITALIA,ITA
VRCC012024000193,20020114143309072487,MASCHIO,56,ITALIA,ITA
VRCC012024000398,20040901105930423525,FEMMINA,35,ITALIA,ITA
VRCC012024000631,20140302215910210558,MASCHIO,25,ITALIA,ITA
VRCS052024000008,20071219153300481513,MASCHIO,64,ITALIA,ITA
VRCS102024000017,20110925111326367286,MASCHIO,33,ITALIA,ITA
VRCS102024850258,20150824044010237151,MASCHIO,30,MACEDONIA,MKD
VRCS112024850222,20131027115912348272,MASCHIO,35,ROMANIA,ROU
VRCS152024000037,,NON INDICATO,,,
VRCS232024850144,19990213125111075386,MASCHIO,48,BULGARIA,BGR
VRCS242024000036,20230724220953649504,MASCHIO,24,TUNISIA,TUN
VRCS272025000020,20040312110053496022,MASCHIO,55,ITALIA,ITA
VRCS322024000030,20090628012351544652,MASCHIO,38,ROMANIA,ROU
VRCS352024000020,20040804101226950573,MASCHIO,52,ITALIA,ITA
VRCS392020000063,20051106183447570719,MASCHIO,52,ITALIA,ITA
VRCS412024000045,20141104103119845271,MASCHIO,36,BRASILE,BRA
VRCS462024000047,20200910134014900678,MASCHIO,30,MALI,MLI
VRCS472025000005,20060726115140276699,MASCHIO,37,INDIA,IND
VRCS482025000001,19951010120244078306,MASCHIO,50,ITALIA,ITA
VRCS502023000070,20060831103304236860,MASCHIO,37,ITALIA,ITA
VRCS522024000004,20061013113227251632,MASCHIO,70,VIETNAM DEL SUD,UNK
VRCT012024000006,19860113084053244272,MASCHIO,70,ITALIA,ITA
VRPQ302024000057,20070802180123763794,MASCHIO,33,GUINEA BISSAU,GNB
VRPQ302024000088,20011121160729382192,MASCHIO,52,ITALIA,ITA
VRPQ302024000088,20011121160729382192,MASCHIO,50,ITALIA,ITA
VRPQ302024000093,20040621223227336860,MASCHIO,38,ROMANIA,ROU
VRPQV02024000057,20070520153602957768,MASCHIO,73,ITALIA,ITA
VRPQV02024000115,20100219122210308237,MASCHIO,44,REPUBBLICA DOMINICANA,DOM
VRPQV02024000217,20070806044839458904,MASCHIO,34,ECUADOR,ECU
VRPQV02024000680,20161120224451201333,MASCHIO,35,BIELORUSSIA,BLR
VRPQV02024000792,20011109130129465104,MASCHIO,59,ITALIA,ITA
VRPQV02024000834,20030813010611536827,MASCHIO,33,ITALIA,ITA
VRPQV02024001212,20081020123834940607,MASCHIO,44,SRI LANKA (CEYLON),LKA
VRPQV02024001224,19991007125519018158,MASCHIO,46,ITALIA,ITA
VRPQV02024001252,20190710124841267522,MASCHIO,26,NIGERIA,NGA
VRPQV02024001728,20010406013651837582,MASCHIO,43,ITALIA,ITA
VRPQV02024002081,19920713082507013038,MASCHIO,73,ITALIA,ITA
VRPQV02024002317,20170629004629187904,MASCHIO,59,ITALIA,ITA
VRPQV02024002369,20190110152043625394,MASCHIO,26,GAMBIA,GMB
VRPT102024000002,19910315211838836709,MASCHIO,56,ITALIA,ITA
VTCC012024000064,20231026131610759496,MASCHIO,22,TUNISIA,TUN
VTCC012024000064,20231030160227668486,MASCHIO,20,TUNISIA,TUN
VTCS022024000047,20030930171013121155,MASCHIO,56,SRI LANKA (CEYLON),LKA
VTCS132024000003,20040329122439097078,FEMMINA,44,BANGLADESH,BGD
VTCS132024000003,20240304103910007725,MASCHIO,46,BANGLADESH,BGD
VTCS162024000011,19880318191853556239,MASCHIO,56,ITALIA,ITA
VTCS242024000017,19850423155843006785,MASCHIO,57,ITALIA,ITA
VTCS282024000023,20140403130039737578,MASCHIO,49,ROMANIA,ROU
VTCS292024000001,20221120085115885893,MASCHIO,53,ALBANIA,ALB
VTCS322023000036,19890606131420030391,MASCHIO,54,GERMANIA,DEU
VTCS362024000004,20180714100746382909,MASCHIO,19,ITALIA,ITA
VTCS362024000011,20020518105236716251,MASCHIO,62,ITALIA,ITA
VTCS432024000004,20010724184646297371,MASCHIO,47,ITALIA,ITA
VTCS452024000004,20091009132915811522,MASCHIO,43,ALBANIA,ALB
VTCS492024000004,20111123133158052380,MASCHIO,80,ITALIA,ITA
VTCS492024000005,20100708124945822157,MASCHIO,37,ITALIA,ITA
VTPQ302024000063,20101002102222773813,FEMMINA,36,ITALIA,ITA
VVCS232024850125,20070712005308968318,MASCHIO,33,ITALIA,ITA
VVCS282024000034,20240801210126036611,MASCHIO,53,ROMANIA,ROU
VVCS322024000006,19971223145157037941,MASCHIO,74,ITALIA,ITA
VVCS332024850102,20051014200643054354,MASCHIO,36,ITALIA,ITA
VVPQ102024000571,19931115114040071427,MASCHIO,50,ITALIA,ITA
VVPQ102024000574,19931115114040071427,MASCHIO,50,ITALIA,ITA
