PROT_SDI,COD_COLP_DA_PROVV,SEX_COLP_PROVV,ETA_COLP_PROVV,NAZIONE_NASCITA_COLP_PROVV,NAZIONE_NASCITA_COLP_PROVV_ISO
MIPC172024145991,20060527150832126637,MASCHIO,31,ITALIA,ITA
MIPC182024001030,19880107162828018302,MASCHIO,70,JUGOSLAVIA (SERBIA-MONTENEGRO),SRB
MIPC192024100064,20230207135222107680,MASCHIO,22,ITALIA,ITA
MIPC192024300410,20111001102951979260,MASCHIO,41,SRI LANKA (CEYLON),LKA
MIPC192024350090,,NON INDICATO,,,
MIPC202024000164,19870630111820010895,MASCHIO,55,ITALIA,ITA
MIPC222024000382,20050919100658288507,MASCHIO,61,ITALIA,ITA
MIPC222024000424,20050412122054987613,MASCHIO,36,ITALIA,ITA
MIPG302024000048,20061002112440642365,MASCHIO,38,ITALIA,ITA
MIPG442024000232,,NON INDICATO,,,
MIPQ182024000124,,NON INDICATO,,,
MIPQ182024011227,,NON INDICATO,,,
MIPQ182024011270,,NON INDICATO,,,
MIPQ182024011271,19961221121042038396,MASCHIO,45,ITALIA,ITA
MIPQ182024223569,,NON INDICATO,,,
MIPQ182024230391,20110420094337747914,MASCHIO,42,EGITTO,EGY
MIPQ182024336237,,NON INDICATO,,,
MNCC012024100136,20041109113758366039,MASCHIO,34,TUNISIA,TUN
MNCC062024000122,20221010152604341341,MASCHIO,29,MAROCCO,MAR
MNCS092024000018,20180330184903740310,MASCHIO,19,ITALIA,ITA
MNCS092024000026,20180724034756860026,MASCHIO,42,VENEZUELA,VEN
MNCS102024400046,20151029163117797591,MASCHIO,30,GHANA,GHA
MNCS122024850183,19850324155755009047,MASCHIO,60,ITALIA,ITA
MNCS162024000011,,NON INDICATO,,,
MNCS172024000008,20110923133842509155,MASCHIO,35,BANGLADESH,BGD
MNCS212024000045,19751231112614004247,MASCHIO,79,ITALIA,ITA
MNCS352024000053,20030530111131318459,MASCHIO,46,BANGLADESH,BGD
MNCS352024000061,20230910125817008980,MASCHIO,18,ITALIA,ITA
MNCS362024000060,20121214184939320475,MASCHIO,38,ALGERIA,DZA
MNCS362024000091,19970109104625684876,MASCHIO,63,ITALIA,ITA
MNCS362024850647,20150222112310897724,MASCHIO,33,ROMANIA,ROU
MNCS382024000024,20130731131051987858,MASCHIO,64,JUGOSLAVIA (SERBIA-MONTENEGRO),SRB
MNCS422024000079,20040111194233086624,MASCHIO,44,ITALIA,ITA
MNCS422024000080,20240811200824535375,MASCHIO,46,ITALIA,ITA
MNCS432024000003,20090630183255302076,MASCHIO,30,ITALIA,ITA
MNCS432024000014,20140805120014408787,MASCHIO,43,PAKISTAN,PAK
MNCS432024000023,20030412094401657677,MASCHIO,60,ITALIA,ITA
MNCS432024000023,20030412094401657677,MASCHIO,61,ITALIA,ITA
MNEV102024000024,20150910121109595025,FEMMINA,19,TUNISIA,TUN
MNPQ102024000044,,NON INDICATO,,,
MNPQ102024000254,20080507091433998501,MASCHIO,45,BANGLADESH,BGD
MNPQ102024000271,20090822160021300562,MASCHIO,31,ITALIA,ITA
MNPQ102024000588,,NON INDICATO,,,
MNPQ102024000610,,NON INDICATO,,,
MNPQ102024000621,,NON INDICATO,,,
MNPQ102024001025,20170228003835954149,FEMMINA,25,ITALIA,ITA
MNPQ102024001099,,NON INDICATO,,,
MNPQ102024001111,19980421170502017891,FEMMINA,47,ITALIA,ITA
MNPQ102024001270,20091014095904312277,MASCHIO,43,INDIA,IND
MNPQ102024001304,,NON INDICATO,,,
MNPQ102024001441,,NON INDICATO,,,
MNPQ102024001491,20240430103809840391,MASCHIO,31,BRASILE,BRA
MNPQV02024000005,20101006132926271387,MASCHIO,31,BRASILE,BRA
MNPQV02024000019,20101110134554788795,MASCHIO,27,ALBANIA,ALB
MNPQV02024000808,20200416215932143692,FEMMINA,36,UCRAINA,UKR
MOCP032024000004,20050818082103754323,MASCHIO,48,ITALIA,ITA
MOCS022024000017,19890812085031670557,MASCHIO,70,ITALIA,ITA
MOCS042024000017,20011025144747563301,MASCHIO,46,ITALIA,ITA
MOCS042024000017,20040309084610986655,FEMMINA,46,ITALIA,ITA
MOCS042024850844,19990805085721002435,MASCHIO,45,ITALIA,ITA
MOCS042024850844,20241024174902625886,MASCHIO,45,ITALIA,ITA
MOCS042025000001,20190913215106354575,MASCHIO,23,ITALIA,ITA
MOCS062023000059,19920322101900212791,MASCHIO,62,ITALIA,ITA
MOCS062024000005,20040505011303454430,MASCHIO,37,ITALIA,ITA
MOCS062024000012,20160817062746304395,MASCHIO,30,NIGERIA,NGA
MOCS062024000021,20100108031534466295,MASCHIO,25,STATI UNITI D'AMERICA,USA
MOCS072024000001,20091009124815895562,MASCHIO,34,JUGOSLAVIA ETNIA KOSSOVARA,UNK
MOCS102024000008,20111103161651386172,MASCHIO,26,TUNISIA,TUN
MOCS102024000036,20050308110353101403,MASCHIO,47,TUNISIA,TUN
MOCS122024000030,20060507170136756673,FEMMINA,37,MOLDAVIA,MDA
MOCS122024000089,19981127011610036088,FEMMINA,45,ITALIA,ITA
MOCS152023000048,20020406091743196308,MASCHIO,38,ITALIA,ITA
MOCS152024000007,20031204142805666839,MASCHIO,50,ITALIA,ITA
MOCS152024000008,20210611155337966556,MASCHIO,33,MAROCCO,MAR
MOCS202024000108,20241019112237425716,MASCHIO,54,ALBANIA,ALB
MOCS202024850116,20030423233304777383,MASCHIO,49,ITALIA,ITA
MOCS222024000014,20001120140824068258,MASCHIO,47,ITALIA,ITA
MOCS222024000060,,NON INDICATO,,,
MOCS222024000149,20070617055623777539,MASCHIO,38,ITALIA,ITA
MOCS242024000033,20040202094152645662,MASCHIO,47,ITALIA,ITA
MOCS322023850953,20071024190125167709,MASCHIO,43,ITALIA,ITA
MOCS322024000007,20091124114345538157,MASCHIO,50,MAROCCO,MAR
MOCS322024000022,20021221223953160323,MASCHIO,50,ITALIA,ITA
MOCS322024000022,20021221223953160323,MASCHIO,51,ITALIA,ITA
MOCS322024850224,20071126082518141971,MASCHIO,56,ITALIA,ITA
MOCS342025000011,20250124162412219764,MASCHIO,16,ITALIA,ITA
MOCS362024000155,20050608165720834174,MASCHIO,40,ITALIA,ITA
MOCS382024850017,19951102120240471277,MASCHIO,42,MAROCCO,MAR
MOCS402024000057,20030419022427734318,FEMMINA,42,ITALIA,ITA
MOCS412024000016,,NON INDICATO,,,
MOCS412024000019,20020726153342556488,MASCHIO,50,ITALIA,ITA
MOCS412024000032,20040217125311211328,MASCHIO,48,ITALIA,ITA
MOEV102024000439,20160115133141474003,MASCHIO,44,MOLDAVIA,MDA
MOPC022024100031,19910209090924010187,MASCHIO,52,ITALIA,ITA
MOPQ102024501039,,NON INDICATO,,,
MOPQ102024501681,20220822171117126730,FEMMINA,31,COSTA D'AVORIO,CIV
MOPQ302024000005,20050207170211430418,MASCHIO,73,ITALIA,ITA
MOPQ302024000046,20180824171457443931,MASCHIO,29,TUNISIA,TUN
MOPQV02024000844,20090826090127106769,MASCHIO,30,MAROCCO,MAR
MOPQV02024000904,20140719091556278618,MASCHIO,45,ROMANIA,ROU
MOPQV02024001441,20170712111832745323,MASCHIO,39,ROMANIA,ROU
MSCS042024852336,,NON INDICATO,,,
MSCS052023000051,20030217181531551315,MASCHIO,53,ITALIA,ITA
MSCS072024000029,20120906091939930260,MASCHIO,28,ITALIA,ITA
MSCS132024000016,19920915170109004448,MASCHIO,51,ITALIA,ITA
MSCS142024000011,19991008101916304089,MASCHIO,58,ITALIA,ITA
MSCS142024000033,20100418094811192684,MASCHIO,26,ITALIA,ITA
MSCS142024000034,20171007130849092401,FEMMINA,20,ITALIA,ITA
MSCS152024000011,20010629120800859566,MASCHIO,50,ITALIA,ITA
MSCS152025000001,20031218094821303508,MASCHIO,49,ITALIA,ITA
MSPC022024100020,,NON INDICATO,,,
MSPC022024100022,,NON INDICATO,,,
MSPC022024105163,,NON INDICATO,,,
MSPC022024105216,,NON INDICATO,,,
MSPC022024105442,,NON INDICATO,,,
MSPQ312024000032,19930318091157439342,MASCHIO,55,ITALIA,ITA
MSPQ312024000038,19981126192343004359,MASCHIO,43,ITALIA,ITA
MTCC012024000089,20050421102253213767,MASCHIO,77,ITALIA,ITA
MTCS022023000048,20040304202933121891,MASCHIO,49,ITALIA,ITA
MTCS022024000056,20241212082453503668,FEMMINA,66,ITALIA,ITA
MTCS032024000092,20070419111838638813,MASCHIO,34,ITALIA,ITA
MTCS032024850104,20070316164008661312,MASCHIO,35,ITALIA,ITA
MTCS052023000034,20041118100643574020,MASCHIO,41,ALBANIA,ALB
MTCS052024000007,20171206001911395104,MASCHIO,23,ROMANIA,ROU
MTCS052024850511,19940117113424060114,MASCHIO,87,ITALIA,ITA
MTCS092024000036,20190728102532903566,MASCHIO,46,ALBANIA,ALB
MTCS112024850027,19941002223729034066,MASCHIO,61,ITALIA,ITA
MTCS162024000002,20240525121719426999,MASCHIO,16,ITALIA,ITA
MTCS162024000003,20040506195245293140,MASCHIO,48,ITALIA,ITA
MTCS222024000007,19920812123108020656,MASCHIO,59,ITALIA,ITA
MTCS222024000016,20080909092621645770,MASCHIO,53,ITALIA,ITA
MTCS282025000001,20020325190632868108,MASCHIO,68,ITALIA,ITA
MTPQ102024000206,20151001193411697967,MASCHIO,24,ITALIA,ITA
MTPQ112024000430,20020729085132450041,MASCHIO,65,ITALIA,ITA
MTPQ302024000065,20230517173423712942,MASCHIO,23,COSTA D'AVORIO,CIV
MTPQ302024000090,19960131114324012316,MASCHIO,57,ITALIA,ITA
NACC022024000225,20040420213758202598,MASCHIO,50,ITALIA,ITA
NACC232024001036,20240307214540508213,MASCHIO,32,MAROCCO,MAR
NACS022024000025,20040122112235303906,MASCHIO,39,ITALIA,ITA
NACS022024000104,20040504144834268353,MASCHIO,60,ITALIA,ITA
NACS022024851401,,NON INDICATO,,,
NACS042024000022,20110128041113940015,MASCHIO,26,ITALIA,ITA
NACS042024850160,19990409105609066471,MASCHIO,44,ITALIA,ITA
NACS062024000060,20040504163236539356,MASCHIO,36,ITALIA,ITA
NACS092024000098,20100111134538441103,MASCHIO,31,ITALIA,ITA
NACS0C2024851657,,NON INDICATO,,,
NACS0C2024851780,20060214231454303903,MASCHIO,32,ITALIA,ITA
NACS0D2025000014,20031030184059892523,MASCHIO,49,ITALIA,ITA
NACS0E2024000104,20030528120352153602,MASCHIO,37,ITALIA,ITA
NACS0G2024000061,,NON INDICATO,,,
NACS0H2023000037,20040625092852027157,MASCHIO,47,ITALIA,ITA
NACS122024000116,20080610131220138181,MASCHIO,46,MAROCCO,MAR
NACS192025000010,20100605180047962267,MASCHIO,35,ITALIA,ITA
NACS252024851725,,NON INDICATO,,,
NACS272024850730,19950507093904088174,MASCHIO,45,ITALIA,ITA
NACS312024000088,20120222202941637755,MASCHIO,24,ITALIA,ITA
NACS462024850372,20011202143951333489,MASCHIO,44,ITALIA,ITA
NACS482024000054,20031230142321719554,MASCHIO,55,ITALIA,ITA
NACS482024852027,20020722131003108697,MASCHIO,58,ITALIA,ITA
NACS512024851833,,NON INDICATO,,,
NACS512024852494,,NON INDICATO,,,
NACS532024850773,19980902115132034636,MASCHIO,49,ITALIA,ITA
NACS532024850839,19840903124905013225,MASCHIO,61,ITALIA,ITA
NACS532024851109,20040909132350790553,MASCHIO,55,ITALIA,ITA
NACS532024851206,20041109173341967156,MASCHIO,38,ITALIA,ITA
NACS532024851419,,NON INDICATO,,,
NACS532024851497,20050324180732107998,MASCHIO,60,ITALIA,ITA
NACS532024851801,20101125120931206961,MASCHIO,30,ITALIA,ITA
NACS532024851910,,NON INDICATO,,,
NACS532024852228,,NON INDICATO,,,
NACS542024000050,19901003081845071403,MASCHIO,52,ITALIA,ITA
NACS552024000128,20030816110046892561,MASCHIO,37,ITALIA,ITA
NACS552024000150,20010425121130389116,MASCHIO,50,ITALIA,ITA
NACS572024000122,,NON INDICATO,,,
NACS572024851039,20020110112047571449,MASCHIO,53,ITALIA,ITA
NACS612024851430,20170606170803680765,MASCHIO,25,ITALIA,ITA
NACS662024850728,,NON INDICATO,,,
NACS682024000142,20021027144835045858,MASCHIO,36,ITALIA,ITA
NACS772024851354,20040923080221987024,MASCHIO,34,ITALIA,ITA
NACS842024000091,,NON INDICATO,,,
NACS842024853275,20100223132118870689,MASCHIO,30,ITALIA,ITA
NACS852024000001,20110414124754905079,MASCHIO,35,TUNISIA,TUN
NACS972024000036,20120806095756083894,MASCHIO,64,ITALIA,ITA
NACS972024000180,,NON INDICATO,,,
NACS972024851388,,NON INDICATO,,,
NACS972024851400,,NON INDICATO,,,
NAPC052024000059,20130209175337066700,MASCHIO,27,ITALIA,ITA
NAPC062024400238,19821011155747011814,MASCHIO,65,ITALIA,ITA
NAPC062024700237,,NON INDICATO,,,
NAPC062024700238,,NON INDICATO,,,
NAPC062024700239,,NON INDICATO,,,
NAPC062024700243,,NON INDICATO,,,
NAPC062024700251,,NON INDICATO,,,
NAPC062024700253,,NON INDICATO,,,
NAPC062024700254,,NON INDICATO,,,
NAPC062024700257,,NON INDICATO,,,
NAPC062024700272,20010801100307546057,MASCHIO,45,ITALIA,ITA
NAPC072024000064,20150119173505882884,FEMMINA,34,MOZAMBICO,MOZ
NAPC092024000001,20040709014628804391,MASCHIO,34,ITALIA,ITA
NAPC102024400024,,NON INDICATO,,,
NAPC132024000845,20240422105105769558,MASCHIO,54,ITALIA,ITA
NAPC132024000845,20240422110606472064,FEMMINA,31,MAROCCO,MAR
NAPC132024000873,,NON INDICATO,,,
NAPC142023003045,,NON INDICATO,,,
NAPC142024003069,,NON INDICATO,,,
NAPC142025003010,,NON INDICATO,,,
NAPC152024008081,,NON INDICATO,,,
NAPC152024010113,20241230150639513050,MASCHIO,45,ITALIA,ITA
NAPC162024000336,,NON INDICATO,,,
NAPC192024700079,,NON INDICATO,,,
NAPC212024500639,20210709145228493456,MASCHIO,19,ITALIA,ITA
NAPC232024001140,,NON INDICATO,,,
NAPC242024100006,20201207174331297125,MASCHIO,19,ITALIA,ITA
NAPC242024900005,,NON INDICATO,,,
NAPC252024000198,20170522225537289938,MASCHIO,25,ITALIA,ITA
NAPC262024200213,,NON INDICATO,,,
NAPC292024000525,,NON INDICATO,,,
NAPC292025000112,,NON INDICATO,,,
NAPC312024800020,,NON INDICATO,,,
NAPC342024500180,,NON INDICATO,,,
NAPC372024500122,,NON INDICATO,,,
NAPC382024300052,20020405201440806130,MASCHIO,42,ITALIA,ITA
NAPC392024000360,,NON INDICATO,,,
NAPC392024800001,20120119231708040477,MASCHIO,30,ITALIA,ITA
NAPC402024550280,20050626025558575011,MASCHIO,38,ITALIA,ITA
NAPC432023000327,20030207180124016676,MASCHIO,42,ITALIA,ITA
NAPQ102023008584,20150420010052925606,MASCHIO,25,ITALIA,ITA
NAPQ102023008587,20011119024413327131,MASCHIO,37,ITALIA,ITA
NAPQ102023008673,20140219125510307249,MASCHIO,21,ITALIA,ITA
NAPQ102023009668,20021005021541377684,MASCHIO,44,GERMANIA,DEU
NAPQ102023510380,,NON INDICATO,,,
NAPQ102024000045,20161003180814766975,MASCHIO,27,NIGERIA,NGA
NAPQ102024000133,20120314174949907218,MASCHIO,28,ITALIA,ITA
NAPQ102024000264,20210825121446059915,MASCHIO,39,ITALIA,ITA
NAPQ102024000991,,NON INDICATO,,,
NAPQ102024005689,,NON INDICATO,,,
NAPQ102024006040,,NON INDICATO,,,
NAPQ102024500051,20110207102059240070,FEMMINA,28,FEDERAZIONE RUSSA,RUS
NAPQ102024500132,20040330212537349343,MASCHIO,35,ITALIA,ITA
NAPQ102024502500,,NON INDICATO,,,
NAPQ102024504976,,NON INDICATO,,,
NOCS012024000055,19870107092957004089,MASCHIO,65,ITALIA,ITA
NOCS032024000046,20200810153723957263,MASCHIO,61,MAROCCO,MAR
NOCS042024000051,20050822003817707948,MASCHIO,37,ITALIA,ITA
NOCS102024000046,20011022165834431579,MASCHIO,45,ITALIA,ITA
NOCS102024850135,20181013030517210325,MASCHIO,24,ITALIA,ITA
NOCS112024000038,20130826005851264360,MASCHIO,29,ITALIA,ITA
NOCS122024000012,20060131112318568140,MASCHIO,46,SRI LANKA (CEYLON),LKA
NOCS152024000012,20010925151640443184,MASCHIO,37,ITALIA,ITA
NOCS152024000020,20010823003252971037,MASCHIO,39,SVIZZERA,CHE
NOCS152024000033,20100831150158525907,MASCHIO,59,PAKISTAN,PAK
NOCS212024000017,20040216105043067920,MASCHIO,55,ITALIA,ITA
NOPQ102024001029,20140226145854879363,MASCHIO,26,ITALIA,ITA
NOPQ302024000043,19820420124924002267,MASCHIO,66,ITALIA,ITA
NUCC142024000018,20010927074929917082,MASCHIO,56,ITALIA,ITA
NUCS052024000001,20071226001431383542,MASCHIO,33,ITALIA,ITA
NUCS162024000001,20090224082947422359,MASCHIO,38,MAROCCO,MAR
NUCS342024000002,,NON INDICATO,,,
NUCS362024850220,19890208102123339342,MASCHIO,54,ITALIA,ITA
NUCS462024000108,20181214135610793455,MASCHIO,22,ITALIA,ITA
NUCS562024000007,20160723235307612016,MASCHIO,65,ITALIA,ITA
NUCS632024850007,20010929121152698897,MASCHIO,50,ITALIA,ITA
NUCS772024000011,20230202113244564254,MASCHIO,14,ITALIA,ITA
NUCS772024000011,20230820115717266564,MASCHIO,16,ITALIA,ITA
NUCS772024000011,20241212191609692251,MASCHIO,15,ITALIA,ITA
NUPC022024000058,20070706003349171700,MASCHIO,37,ITALIA,ITA
ORCS112024000004,20000313132838028607,MASCHIO,65,ITALIA,ITA
ORCS362024000004,20080320111138423992,MASCHIO,41,ITALIA,ITA
PACS072024000020,20230615221527579989,MASCHIO,15,ITALIA,ITA
PACS092024850314,20050527093741354775,MASCHIO,41,ITALIA,ITA
PACS0F2024000016,20090904110405763763,MASCHIO,32,ITALIA,ITA
PACS0F2024000016,20090930125836332290,MASCHIO,32,ITALIA,ITA
PACS0I2024850655,20070503191947739786,FEMMINA,33,ITALIA,ITA
PACS112025000033,20011127152432681614,MASCHIO,45,ITALIA,ITA
PACS152024000065,20221214011602409456,MASCHIO,34,MAURIZIO,MUS
PACS152024850602,19980529112050005771,MASCHIO,61,ITALIA,ITA
PACS182024000123,20240113153053868740,MASCHIO,56,ITALIA,ITA
PACS182024851486,,NON INDICATO,,,
PACS262024000028,20130422134235760323,MASCHIO,15,ITALIA,ITA
PACS262024000097,19950918090219551808,FEMMINA,65,ITALIA,ITA
PACS282024000021,20100609115853840686,MASCHIO,44,ALBANIA,ALB
PACS282024000047,20050326004656306345,MASCHIO,88,ITALIA,ITA
PACS352025000007,20010219111831089931,MASCHIO,47,ITALIA,ITA
PACS372024850802,20070227085146843037,MASCHIO,59,ITALIA,ITA
PACS412024000137,20001104113047001330,MASCHIO,46,ITALIA,ITA
PACS542024000129,19961203104338940568,MASCHIO,52,ITALIA,ITA
PACS552024000042,19930904093941069139,MASCHIO,55,ITALIA,ITA
PACS922024850104,20181129121740528969,MASCHIO,21,ITALIA,ITA
PACS952024000104,,NON INDICATO,,,
PACS992023000096,20140409161259483957,MASCHIO,41,ITALIA,ITA
PACS992024000017,20161130111853876449,MASCHIO,27,ITALIA,ITA
PACS992024000061,20240829112736743505,MASCHIO,60,ITALIA,ITA
PAEV102025046515,20080130120418843866,FEMMINA,35,ITALIA,ITA
PAEV102025046515,20250220124225554010,MASCHIO,41,ITALIA,ITA
PAPC022024000006,19951018124129040568,MASCHIO,52,ITALIA,ITA
PAPC022024000036,,NON INDICATO,,,
PAPC022024000146,20240516194736059589,MASCHIO,58,ITALIA,ITA
PAPC022024000279,20030629105335914792,MASCHIO,44,ITALIA,ITA
PAPC032024000283,20131202110511989112,MASCHIO,25,ITALIA,ITA
PAPC032024000470,,NON INDICATO,,,
PAPC032024001215,20220221190254069793,MASCHIO,48,VENEZUELA,VEN
PAPC042024000497,,NON INDICATO,,,
PAPC062024000106,,NON INDICATO,,,
PAPC092024000098,,NON INDICATO,,,
PAPC092024000433,,NON INDICATO,,,
PAPC112024000402,20031211231317941927,MASCHIO,36,ITALIA,ITA
PAPC112024000681,,NON INDICATO,,,
PAPC112024000880,19980429112123062714,MASCHIO,44,ITALIA,ITA
PAPC132024000942,,NON INDICATO,,,
PAPC142024001493,,NON INDICATO,,,
PAPC142024005095,,NON INDICATO,,,
PAPC162024036000,,NON INDICATO,,,
PAPC162024036024,,NON INDICATO,,,
PAPC172025000039,,NON INDICATO,,,
PAPC182023000155,,NON INDICATO,,,
PAPC182023302732,,NON INDICATO,,,
PAPC182024000140,20030516144738019734,MASCHIO,37,ITALIA,ITA
PAPC182024300050,20030104172926381722,MASCHIO,46,ITALIA,ITA
PAPC182024301603,,NON INDICATO,,,
PAPC182024301631,,NON INDICATO,,,
PAPC182024301823,,NON INDICATO,,,
PAPC182024302355,,NON INDICATO,,,
PAPC182024302561,,NON INDICATO,,,
PAPC182024303060,,NON INDICATO,,,
PAPC192023200155,,NON INDICATO,,,
PAPQ132024400128,,NON INDICATO,,,
PAPT112024000001,19751231111631000111,MASCHIO,76,ITALIA,ITA
PCCS102024000022,20040319183045856320,MASCHIO,67,ITALIA,ITA
PCCS212024000011,20011114162624317073,MASCHIO,49,GERMANIA,DEU
PCCS212024000029,20240814181931746657,FEMMINA,57,FRANCIA,FRA
PCCS212025000008,20241214161720264672,FEMMINA,31,GAMBIA,GMB
PCCS232024000008,20121201115723359490,FEMMINA,37,ITALIA,ITA
PDCC012024850080,,NON INDICATO,,,
PDCC022024000126,20121106235250902527,MASCHIO,45,ITALIA,ITA
PDCS012023000049,20140528175917306412,FEMMINA,56,ITALIA,ITA
PDCS052023000096,20050817085259372928,MASCHIO,63,ITALIA,ITA
PDCS072024000007,20150525010449505456,MASCHIO,36,ROMANIA,ROU
PDCS082024000017,20041215010537177988,FEMMINA,44,ITALIA,ITA
PDCS152024000017,,NON INDICATO,,,
PDCS162024850064,19950921115716279448,MASCHIO,70,ITALIA,ITA
PDCS182023000032,20090304082641371642,MASCHIO,36,ITALIA,ITA
PDCS182024000039,20051129100640383925,MASCHIO,44,BANGLADESH,BGD
PDCS192024000084,20051011122643778248,MASCHIO,52,ITALIA,ITA
PDCS222024000002,20131218111540151494,MASCHIO,24,CINA,CHN
PDCS222024000095,20151106093259660656,MASCHIO,27,ITALIA,ITA
PDCS232024000078,20240715145807692875,MASCHIO,63,ITALIA,ITA
PDCS252024000060,20010923015803355158,MASCHIO,49,ITALIA,ITA
PDCS262024850331,20090308224457839386,MASCHIO,43,MOLDAVIA,MDA
PDCS282024000046,20201126155800410637,FEMMINA,46,ROMANIA,ROU
PDCS372024000142,20100926151742049255,MASCHIO,52,ITALIA,ITA
PDCS382024000004,20190716182707092908,MASCHIO,42,ROMANIA,ROU
PDCS382024000013,20190502121155362302,MASCHIO,22,MOLDAVIA,MDA
PDCS382024000016,20010616011357391156,MASCHIO,48,ITALIA,ITA
PDCS392025000001,20180225182353771343,MASCHIO,35,ITALIA,ITA
PDCS402024000009,20040515181120184810,MASCHIO,46,ITALIA,ITA
PDCS442024000062,,NON INDICATO,,,
PDCS472024000060,20090808011847502423,MASCHIO,44,ITALIA,ITA
PDCS482025850528,20000707095004012549,MASCHIO,51,ITALIA,ITA
PDEV032024000049,20161115205116758200,MASCHIO,52,UCRAINA,UKR
PDPC002024000336,,NON INDICATO,,,
PDPC002024000716,20210113151238056319,MASCHIO,34,NIGERIA,NGA
PDPT102024000180,,NON INDICATO,,,
PECS042024000029,20160805171731111217,MASCHIO,31,ITALIA,ITA
PECS062024000009,20200920154418783790,MASCHIO,30,ROMANIA,ROU
PECS122024000046,19951113182310740568,MASCHIO,56,ITALIA,ITA
PECS162023000019,20111207235442517114,MASCHIO,31,ITALIA,ITA
PECS272024000006,20210618183237910354,MASCHIO,18,ITALIA,ITA
PECS272024850362,20040619130314990033,MASCHIO,59,ITALIA,ITA
PEPQ102024510747,19990920174357001541,MASCHIO,46,ITALIA,ITA
PEPQ302024000106,20020706093040309027,MASCHIO,49,ITALIA,ITA
PEPQ302024000119,20241009122343424222,MASCHIO,23,MAROCCO,MAR
PEPT102023000014,20100208015503751378,MASCHIO,30,ITALIA,ITA
PEPT102024000008,,NON INDICATO,,,
PEPT102024000009,20030314114956004356,FEMMINA,39,ITALIA,ITA
PEPT102025000003,20160826023822144614,MASCHIO,26,ITALIA,ITA
PEPT102025000004,20140724131553783538,MASCHIO,26,BOLIVIA,BOL
PGCC082024100041,20011202100411554801,MASCHIO,50,ITALIA,ITA
PGCS042024851861,,NON INDICATO,,,
PGCS172024000024,20040329130024086766,MASCHIO,38,UCRAINA,UKR
PGCS222024000030,20030406172311135661,MASCHIO,43,ALBANIA,ALB
PGCS222024000031,20040420205540085290,MASCHIO,35,ITALIA,ITA
PGCS222024000090,20050817090020799114,MASCHIO,55,ITALIA,ITA
PGCS222024850415,19980225150137851808,MASCHIO,51,ITALIA,ITA
PGCS222025000002,20141005182742538625,MASCHIO,29,ALBANIA,ALB
PGCS402024850086,20000306002526153943,MASCHIO,58,ITALIA,ITA
PGCS522025000007,20030817131330196439,MASCHIO,50,ITALIA,ITA
PGCS532023000019,20030522091956192725,MASCHIO,54,ROMANIA,ROU
PGPC012022000417,20020529105500307980,MASCHIO,35,ITALIA,ITA
PGPC032024000113,20081204141115761325,FEMMINA,35,MAROCCO,MAR
PGPQ102023002368,20050501180207134299,MASCHIO,40,ITALIA,ITA
PGPQ102023002369,20010727191807614171,MASCHIO,52,ITALIA,ITA
PGPQ102023002369,20091223095159190320,FEMMINA,50,ITALIA,ITA
PGPQ102023002369,20210326132546251409,FEMMINA,21,ITALIA,ITA
PGPQ102023002369,20210824123245079219,FEMMINA,23,ITALIA,ITA
PGPQ102023002369,20231222115541946781,FEMMINA,18,ITALIA,ITA
PGPQ102023002369,20231222115917597660,FEMMINA,16,ITALIA,ITA
PGPQ102023002375,19790407155749000167,MASCHIO,67,ITALIA,ITA
PGPQ102023002383,20071130174453772471,MASCHIO,37,ITALIA,ITA
PGPQ102023002384,20150519182015808049,MASCHIO,27,NIGERIA,NGA
PGPQ102023002395,20000513163643007460,FEMMINA,49,REPUBBLICA CECA,CZE
PGPQ102023002404,20220316130439045891,MASCHIO,45,UCRAINA,UKR
PGPQ102023002405,20210712102358959965,MASCHIO,32,GAMBIA,GMB
PGPQ102023002406,20160304110032641016,MASCHIO,33,ARGENTINA,ARG
PGPQ102023002408,20000331134004021768,MASCHIO,45,ITALIA,ITA
PGPQ102023002410,20110422083040229486,MASCHIO,33,TUNISIA,TUN
PGPQ102023002411,20161026171258674259,MASCHIO,24,ITALIA,ITA
PGPQ102023002420,20100114114324931378,FEMMINA,35,ITALIA,ITA
PGPQ102023002420,20140123221440407610,MASCHIO,34,ITALIA,ITA
PGPQ102023002431,20060820094910312832,MASCHIO,39,ITALIA,ITA
PGPQ102023002434,20051227085657834399,MASCHIO,19,UCRAINA,UKR
PGPQ102023002438,20180803021520473785,MASCHIO,22,ITALIA,ITA
PGPQ102023002448,20120612172409134698,MASCHIO,67,CONGO,COG
PGPQ102023002454,20101026095530086829,MASCHIO,29,COLOMBIA,COL
PGPQ102023002462,20060614161354195422,MASCHIO,41,TUNISIA,TUN
PGPQ102023002468,19940519092355082291,MASCHIO,52,ITALIA,ITA
PGPQ102023500105,20100220134417100093,MASCHIO,32,ITALIA,ITA
PGPQ102024000036,19930310161224074722,FEMMINA,50,ITALIA,ITA
PGPQ102024000042,19990331162359062386,MASCHIO,42,ITALIA,ITA
PGPQ102024000052,19960422091136018041,MASCHIO,46,BRASILE,BRA
PGPQ102024000064,19870216195514504815,MASCHIO,79,ITALIA,ITA
PGPQ102024000082,19960422091136018041,MASCHIO,46,BRASILE,BRA
PGPQ102024000084,20231217191759432612,MASCHIO,38,MOLDAVIA,MDA
