"Popolazione residente per età, sesso e stato civile al 1° gennaio 2022"
"Codice regione";"Regione";"Età";"Celibi";"Coniugati";"Divorziati";"Vedovi";"Uniti civilmente";"Maschi già in unione civile (per scioglimento unione)";"Maschi già in unione civile (per decesso del partner)";"Totale maschi";"Nubili";"Coniugate";"Divorziate";"Vedove";"Unite civilmente";"Femmine già in unione civile (per scioglimento unione)";"Femmine già in unione civile (per decesso del partner)";"Totale femmine";"Totale"
"14";"Molise";15;1273;0;0;0;0;0;0;1273;1204;0;0;0;0;0;0;1204;2477
"14";"Molise";16;1341;0;0;0;0;0;0;1341;1224;0;0;0;0;0;0;1224;2565
"14";"Molise";17;1400;0;0;0;0;0;0;1400;1202;0;0;0;0;0;0;1202;2602
"14";"Molise";18;1418;0;0;0;0;0;0;1418;1243;0;0;0;0;0;0;1243;2661
"14";"Molise";19;1398;3;0;0;0;0;0;1401;1303;3;0;0;0;0;0;1306;2707
"14";"Molise";20;1423;2;0;0;0;0;0;1425;1297;6;0;0;0;0;0;1303;2728
"14";"Molise";21;1449;3;0;0;1;0;0;1453;1343;13;0;0;0;0;0;1356;2809
"14";"Molise";22;1564;6;0;0;0;0;0;1570;1348;14;0;0;0;0;0;1362;2932
"14";"Molise";23;1638;5;0;0;0;0;0;1643;1342;39;1;1;0;0;0;1383;3026
"14";"Molise";24;1560;22;2;0;0;0;0;1584;1337;32;0;0;0;0;0;1369;2953
"14";"Molise";25;1489;25;0;0;0;0;0;1514;1348;78;2;0;0;0;0;1428;2942
"14";"Molise";26;1533;41;1;0;0;0;0;1575;1353;101;2;0;0;0;0;1456;3031
"14";"Molise";27;1572;60;4;0;0;0;0;1636;1282;158;0;0;0;0;0;1440;3076
"14";"Molise";28;1560;92;0;1;0;0;0;1653;1277;211;2;2;0;0;0;1492;3145
"14";"Molise";29;1574;127;2;0;0;0;0;1703;1279;279;3;1;0;0;0;1562;3265
"14";"Molise";30;1524;173;2;0;0;0;0;1699;1114;327;7;0;0;0;0;1448;3147
"14";"Molise";31;1436;213;0;0;0;0;0;1649;1019;495;12;4;0;0;0;1530;3179
"14";"Molise";32;1348;267;5;1;0;0;0;1621;1005;501;13;1;0;0;0;1520;3141
"14";"Molise";33;1283;424;7;0;0;0;0;1714;926;606;23;3;0;0;0;1558;3272
"14";"Molise";34;1264;440;13;1;0;0;0;1718;780;697;18;6;1;0;0;1502;3220
"14";"Molise";35;1159;542;5;3;0;0;0;1709;767;722;14;4;2;0;0;1509;3218
"14";"Molise";36;1057;618;16;0;1;0;0;1692;709;878;18;3;0;0;0;1608;3300
"14";"Molise";37;1003;678;23;0;0;0;0;1704;607;930;25;4;1;0;0;1567;3271
"14";"Molise";38;959;770;17;1;0;0;0;1747;597;949;39;4;1;0;0;1590;3337
"14";"Molise";39;939;815;23;0;0;0;0;1777;595;1065;50;9;0;1;0;1720;3497
"14";"Molise";40;883;880;19;2;1;0;0;1785;547;1123;57;10;0;0;0;1737;3522
"14";"Molise";41;831;901;29;0;1;0;0;1762;486;1159;65;9;0;0;0;1719;3481
"14";"Molise";42;802;1051;40;4;0;0;0;1897;444;1283;75;17;0;0;0;1819;3716
"14";"Molise";43;770;1093;47;3;2;0;0;1915;464;1342;59;20;0;0;0;1885;3800
"14";"Molise";44;716;1171;62;6;0;0;0;1955;459;1383;64;27;1;0;0;1934;3889
"14";"Molise";45;690;1324;66;7;0;0;1;2088;433;1365;74;25;0;0;0;1897;3985
"14";"Molise";46;724;1398;66;8;1;0;0;2197;423;1558;101;20;0;0;0;2102;4299
"14";"Molise";47;681;1513;59;2;3;0;0;2258;388;1673;97;33;0;0;0;2191;4449
"14";"Molise";48;649;1379;70;12;0;0;0;2110;342;1675;125;40;0;0;0;2182;4292
"14";"Molise";49;564;1519;72;7;0;0;0;2162;381;1717;90;34;0;0;0;2222;4384
"14";"Molise";50;570;1507;95;16;2;0;0;2190;289;1750;110;48;0;0;0;2197;4387
"14";"Molise";51;496;1593;85;11;0;0;0;2185;312;1733;114;70;1;0;0;2230;4415
"14";"Molise";52;476;1665;109;17;1;0;0;2268;304;1849;133;73;0;0;0;2359;4627
"14";"Molise";53;507;1675;102;24;0;0;0;2308;303;1848;118;93;0;0;0;2362;4670
"14";"Molise";54;457;1733;103;18;1;0;0;2312;266;1937;140;95;1;0;0;2439;4751
"14";"Molise";55;425;1838;89;18;1;0;0;2371;296;1943;116;120;1;0;0;2476;4847
"14";"Molise";56;396;1866;116;21;1;0;0;2400;263;1914;115;137;0;0;0;2429;4829
"14";"Molise";57;411;1958;99;26;1;0;0;2495;255;1971;119;161;1;0;0;2507;5002
"14";"Molise";58;374;1823;107;41;0;0;0;2345;202;1843;104;147;0;0;0;2296;4641
"14";"Molise";59;303;1792;100;30;0;0;0;2225;199;1814;91;188;0;0;0;2292;4517
"14";"Molise";60;288;1833;92;44;0;0;0;2257;191;1749;86;196;0;0;0;2222;4479
"14";"Molise";61;297;1836;80;32;1;0;0;2246;217;1776;96;232;1;0;0;2322;4568
"14";"Molise";62;230;1755;75;44;0;0;0;2104;200;1732;81;238;0;0;0;2251;4355
"14";"Molise";63;225;1606;70;47;1;0;0;1949;172;1695;78;234;0;0;0;2179;4128
"14";"Molise";64;207;1695;73;48;0;0;0;2023;169;1554;72;294;0;0;0;2089;4112
"14";"Molise";65;194;1757;53;61;0;0;0;2065;139;1553;58;304;0;0;0;2054;4119
"14";"Molise";66;184;1638;56;70;1;0;1;1950;159;1516;71;311;0;0;0;2057;4007
"14";"Molise";67;186;1639;66;66;0;0;0;1957;139;1534;69;374;0;0;0;2116;4073
"14";"Molise";68;133;1537;59;68;0;0;0;1797;139;1370;47;344;0;0;0;1900;3697
"14";"Molise";69;147;1586;38;63;0;0;0;1834;148;1411;45;393;0;0;0;1997;3831
"14";"Molise";70;98;1484;42;79;0;0;0;1703;124;1257;46;392;0;0;0;1819;3522
"14";"Molise";71;101;1570;50;83;0;0;0;1804;121;1289;31;505;1;0;0;1947;3751
"14";"Molise";72;123;1602;45;109;0;0;0;1879;116;1292;37;574;0;0;0;2019;3898
"14";"Molise";73;114;1528;38;114;0;0;0;1794;131;1216;38;564;0;0;0;1949;3743
"14";"Molise";74;114;1406;38;111;0;0;0;1669;114;1100;28;623;0;0;0;1865;3534
"14";"Molise";75;107;1356;27;113;0;0;0;1603;104;978;32;559;0;0;0;1673;3276
"14";"Molise";76;66;971;32;101;0;0;0;1170;70;721;14;537;0;0;0;1342;2512
"14";"Molise";77;41;961;14;101;0;0;0;1117;66;671;20;554;0;0;0;1311;2428
"14";"Molise";78;60;825;11;118;0;0;0;1014;73;588;15;550;0;0;0;1226;2240
"14";"Molise";79;50;802;13;105;0;0;0;970;61;514;22;565;0;0;0;1162;2132
"14";"Molise";80;35;817;13;135;0;0;0;1000;73;581;16;669;0;0;0;1339;2339
"14";"Molise";81;65;909;12;144;0;0;0;1130;90;560;18;813;0;0;0;1481;2611
"14";"Molise";82;54;864;13;157;0;0;0;1088;86;572;15;919;0;0;0;1592;2680
"14";"Molise";83;35;736;7;145;0;0;0;923;55;409;5;776;0;0;0;1245;2168
"14";"Molise";84;39;613;4;203;0;0;0;859;79;378;10;811;0;0;0;1278;2137
"14";"Molise";85;31;572;4;174;0;0;0;781;65;337;16;836;1;0;0;1255;2036
"14";"Molise";86;22;490;7;192;0;0;0;711;60;250;6;843;0;0;0;1159;1870
"14";"Molise";87;35;433;2;180;0;0;0;650;77;230;9;790;0;0;0;1106;1756
"14";"Molise";88;19;385;1;164;0;0;0;569;73;167;9;750;0;0;0;999;1568
"14";"Molise";89;16;267;0;149;0;0;0;432;56;132;8;640;0;0;0;836;1268
"14";"Molise";90;7;226;1;145;0;0;0;379;43;102;6;587;0;0;0;738;1117
"14";"Molise";91;9;186;3;143;0;0;0;341;56;77;6;573;0;0;0;712;1053
"14";"Molise";92;4;137;0;108;0;0;0;249;37;47;2;452;0;0;0;538;787
"14";"Molise";93;3;95;0;75;0;0;0;173;36;49;1;336;0;0;0;422;595
"14";"Molise";94;4;61;0;62;0;0;0;127;24;33;1;330;0;0;0;388;515
"14";"Molise";95;3;49;1;42;0;0;0;95;27;19;1;239;0;0;0;286;381
"14";"Molise";96;0;26;0;34;0;0;0;60;9;7;4;175;0;0;0;195;255
"14";"Molise";97;3;16;0;25;0;0;0;44;7;13;0;146;0;0;0;166;210
"14";"Molise";98;2;17;0;22;0;0;0;41;10;7;1;94;0;0;0;112;153
"14";"Molise";99;0;6;0;13;0;0;0;19;7;6;1;79;0;0;0;93;112
"14";"Molise";100;1;9;0;20;0;0;0;30;7;5;1;111;0;0;0;124;154
"14";"Molise";999;65801;71306;2695;4189;20;0;2;144013;53603;70481;3318;20721;13;1;0;148137;292150
"01";"Piemonte";0;13729;0;0;0;0;0;0;13729;13029;0;0;0;0;0;0;13029;26758
"01";"Piemonte";1;14131;0;0;0;0;0;0;14131;13240;0;0;0;0;0;0;13240;27371
"01";"Piemonte";2;14501;0;0;0;0;0;0;14501;13853;0;0;0;0;0;0;13853;28354
"01";"Piemonte";3;14933;0;0;0;0;0;0;14933;14495;0;0;0;0;0;0;14495;29428
"01";"Piemonte";4;15876;0;0;0;0;0;0;15876;15339;0;0;0;0;0;0;15339;31215
"01";"Piemonte";5;16660;0;0;0;0;0;0;16660;15808;0;0;0;0;0;0;15808;32468
"01";"Piemonte";6;17326;0;0;0;0;0;0;17326;15914;0;0;0;0;0;0;15914;33240
"01";"Piemonte";7;17597;0;0;0;0;0;0;17597;16938;0;0;0;0;0;0;16938;34535
"01";"Piemonte";8;18248;0;0;0;0;0;0;18248;17176;0;0;0;0;0;0;17176;35424
"01";"Piemonte";9;18898;0;0;0;0;0;0;18898;17841;0;0;0;0;0;0;17841;36739
"01";"Piemonte";10;19250;0;0;0;0;0;0;19250;17758;0;0;0;0;0;0;17758;37008
"01";"Piemonte";11;19525;0;0;0;0;0;0;19525;18372;0;0;0;0;0;0;18372;37897
"01";"Piemonte";12;20036;0;0;0;0;0;0;20036;18994;0;0;0;0;0;0;18994;39030
"01";"Piemonte";13;20249;0;0;0;0;0;0;20249;18953;0;0;0;0;0;0;18953;39202
"01";"Piemonte";14;20162;0;0;0;0;0;0;20162;19073;0;0;0;0;0;0;19073;39235
"01";"Piemonte";15;19942;0;0;0;0;0;0;19942;18727;0;0;0;0;0;0;18727;38669
"01";"Piemonte";16;19859;0;0;0;0;0;0;19859;18667;0;1;1;0;0;0;18669;38528
"01";"Piemonte";17;19985;1;0;0;0;0;0;19986;18549;1;1;0;0;0;0;18551;38537
"01";"Piemonte";18;19854;1;4;0;0;0;0;19859;18424;5;0;0;0;0;0;18429;38288
"01";"Piemonte";19;19443;5;2;1;0;0;0;19451;18396;51;4;0;0;0;0;18451;37902
"01";"Piemonte";20;19769;15;4;0;0;0;0;19788;18264;158;3;0;0;0;0;18425;38213
"01";"Piemonte";21;20896;46;3;0;2;0;0;20947;18761;332;3;0;1;0;0;19097;40044
"01";"Piemonte";22;20954;97;2;0;1;0;0;21054;18023;495;5;1;4;0;0;18528;39582
"01";"Piemonte";23;21379;149;4;0;1;0;0;21533;18044;734;11;0;1;0;0;18790;40323
"01";"Piemonte";24;20883;246;7;0;2;0;0;21138;18056;1100;20;2;5;0;0;19183;40321
"01";"Piemonte";25;20701;461;11;1;10;0;0;21184;17340;1500;33;3;4;1;0;18881;40065
"01";"Piemonte";26;20235;678;14;0;5;0;0;20932;16851;1992;47;4;4;1;0;18899;39831
"01";"Piemonte";27;19877;1033;25;0;14;0;0;20949;16431;2868;75;8;9;0;0;19391;40340
"01";"Piemonte";28;19641;1544;36;0;13;1;0;21235;16037;3652;93;2;14;1;0;19799;41034
"01";"Piemonte";29;19672;2294;46;1;13;1;0;22027;15606;4731;128;13;13;4;0;20495;42522
"01";"Piemonte";30;18812;3138;78;2;12;0;0;22042;14851;5760;170;11;18;1;0;20811;42853
"01";"Piemonte";31;18470;4074;114;4;25;2;0;22689;13889;6961;243;12;26;3;0;21134;43823
"01";"Piemonte";32;16945;5016;133;8;26;3;0;22131;12655;7971;316;24;20;3;0;20989;43120
"01";"Piemonte";33;16391;6159;196;8;26;2;0;22782;12056;9104;366;36;33;0;0;21595;44377
"01";"Piemonte";34;14651;7019;237;5;28;1;0;21941;10744;10018;486;44;36;2;0;21330;43271
"01";"Piemonte";35;14156;7894;288;7;39;2;0;22386;10219;10769;573;50;25;1;1;21638;44024
"01";"Piemonte";36;13640;8793;334;7;37;1;0;22812;9886;11695;737;69;27;0;0;22414;45226
"01";"Piemonte";37;12957;9460;402;10;26;0;0;22855;9512;12186;832;50;31;2;1;22614;45469
"01";"Piemonte";38;12452;10500;577;19;31;0;0;23579;9103;13118;920;110;39;2;0;23292;46871
"01";"Piemonte";39;12227;11641;568;13;24;5;0;24478;9008;14065;1104;95;21;1;0;24294;48772
"01";"Piemonte";40;11642;12081;728;30;26;0;0;24507;8576;14473;1278;133;25;1;0;24486;48993
"01";"Piemonte";41;11418;12824;856;24;29;1;0;25152;8354;15077;1493;177;25;1;0;25127;50279
"01";"Piemonte";42;11335;13585;943;44;36;4;1;25948;7988;15928;1554;184;19;1;0;25674;51622
"01";"Piemonte";43;11680;14689;1108;59;43;0;1;27580;8277;17170;1840;256;23;2;0;27568;55148
"01";"Piemonte";44;11657;15776;1287;64;33;1;1;28819;8412;18457;2078;274;33;1;0;29255;58074
"01";"Piemonte";45;11731;16881;1481;62;31;0;0;30186;8110;19693;2455;321;25;2;0;30606;60792
"01";"Piemonte";46;11742;18328;1756;86;54;0;0;31966;8272;20941;2791;384;40;2;0;32430;64396
"01";"Piemonte";47;11840;19550;2027;93;62;1;0;33573;8059;21991;3117;428;32;4;0;33631;67204
"01";"Piemonte";48;11408;19960;2223;93;59;1;0;33744;7682;22083;3159;487;31;0;0;33442;67186
"01";"Piemonte";49;10722;21086;2382;153;36;1;1;34381;7353;23011;3537;533;23;0;0;34457;68838
"01";"Piemonte";50;10322;21438;2607;166;45;3;0;34581;6813;24060;3658;695;21;2;1;35250;69831
"01";"Piemonte";51;9545;21884;2652;180;45;1;0;34307;6396;23734;3809;790;29;0;0;34758;69065
"01";"Piemonte";52;9231;22991;2880;229;50;2;0;35383;6195;24979;4036;876;18;0;0;36104;71487
"01";"Piemonte";53;8565;23308;3010;262;54;4;0;35203;5595;24876;4166;1033;25;2;0;35697;70900
"01";"Piemonte";54;8009;23558;3123;268;55;0;1;35014;5426;24865;4266;1217;28;1;0;35803;70817
"01";"Piemonte";55;7738;24058;3207;358;49;1;1;35412;5121;25260;4261;1249;13;0;0;35904;71316
"01";"Piemonte";56;7054;24254;3347;358;63;1;0;35077;4826;25221;4262;1547;16;0;1;35873;70950
"01";"Piemonte";57;6645;24690;3471;421;41;0;0;35268;4568;25974;4390;1659;15;0;1;36607;71875
"01";"Piemonte";58;5723;23612;3142;434;38;1;2;32952;4011;24283;3996;1774;13;0;0;34077;67029
"01";"Piemonte";59;5134;22708;2982;493;38;0;2;31357;3575;23491;3812;2058;15;0;1;32952;64309
"01";"Piemonte";60;4743;22768;2937;457;37;0;1;30943;3308;23288;3691;2322;11;0;0;32620;63563
"01";"Piemonte";61;4242;22141;2837;535;31;0;1;29787;2972;22532;3474;2594;8;0;0;31580;61367
"01";"Piemonte";62;3977;21897;2643;607;37;1;1;29163;2724;21739;3239;2649;6;0;0;30357;59520
"01";"Piemonte";63;3645;21428;2416;666;27;1;0;28183;2432;21264;3057;2883;15;1;0;29652;57835
"01";"Piemonte";64;3397;21268;2419;720;30;0;0;27834;2345;21157;2839;3175;14;0;0;29530;57364
"01";"Piemonte";65;3054;20972;2143;790;25;0;1;26985;2122;20598;2719;3503;13;0;0;28955;55940
"01";"Piemonte";66;2868;20635;1995;869;28;0;0;26395;2028;20000;2475;3821;6;0;0;28330;54725
"01";"Piemonte";67;2694;20100;1903;952;13;0;0;25662;1827;19607;2332;4253;7;0;1;28027;53689
"01";"Piemonte";68;2453;19624;1727;1044;21;0;2;24871;1743;18671;2095;4491;5;0;1;27006;51877
"01";"Piemonte";69;2350;19505;1632;1149;13;0;0;24649;1675;18281;1967;4856;10;0;0;26789;51438
"01";"Piemonte";70;2144;18954;1394;1236;12;0;1;23741;1545;18022;1824;5286;7;0;0;26684;50425
"01";"Piemonte";71;2158;19665;1362;1373;14;1;3;24576;1509;18408;1790;6142;2;0;1;27852;52428
"01";"Piemonte";72;1983;19914;1270;1502;9;0;1;24679;1442;18047;1650;6699;3;0;0;27841;52520
"01";"Piemonte";73;2049;20490;1217;1811;12;0;3;25582;1505;18342;1651;7816;6;0;1;29321;54903
"01";"Piemonte";74;1817;19905;1141;1903;11;0;1;24778;1438;17287;1486;8204;4;0;0;28419;53197
"01";"Piemonte";75;1671;18915;1060;2062;12;0;0;23720;1339;16033;1412;8824;2;0;0;27610;51330
"01";"Piemonte";76;1297;14091;715;1624;10;0;0;17737;1006;11637;922;7404;3;0;0;20972;38709
"01";"Piemonte";77;1269;14574;654;1957;8;0;0;18462;1125;11775;956;8512;2;0;0;22370;40832
"01";"Piemonte";78;1236;13784;533;1979;4;0;0;17536;1136;11066;899;9290;1;0;0;22392;39928
"01";"Piemonte";79;1210;13455;519;2196;11;0;0;17391;1126;10304;902;9859;2;0;0;22193;39584
"01";"Piemonte";80;1259;12878;494;2265;5;0;0;16901;1223;9645;747;10730;0;0;0;22345;39246
"01";"Piemonte";81;1194;13377;498;2695;3;0;1;17768;1228;9514;701;12484;3;0;1;23931;41699
"01";"Piemonte";82;1124;12531;410;2824;5;0;1;16895;1244;8488;657;12878;3;0;1;23271;40166
"01";"Piemonte";83;1017;11490;343;2794;5;0;0;15649;1127;7218;610;13067;1;0;0;22023;37672
"01";"Piemonte";84;821;9437;287;2790;2;0;1;13338;1076;5708;475;12166;0;0;0;19425;32763
"01";"Piemonte";85;633;7932;191;2603;2;0;0;11361;968;4280;386;11485;0;0;0;17119;28480
"01";"Piemonte";86;628;6896;186;2473;2;0;0;10185;982;3555;339;11716;0;0;0;16592;26777
"01";"Piemonte";87;502;5680;139;2336;2;0;1;8660;833;2756;278;11001;0;0;0;14868;23528
"01";"Piemonte";88;402;4385;86;2118;1;0;0;6992;845;2033;235;10045;0;0;0;13158;20150
"01";"Piemonte";89;332;3590;85;1929;0;0;0;5936;761;1493;159;9438;0;0;0;11851;17787
"01";"Piemonte";90;300;2862;52;1708;0;0;0;4922;683;1113;151;8458;0;0;0;10405;15327
"01";"Piemonte";91;244;2335;49;1520;0;0;1;4149;639;832;116;7796;0;0;0;9383;13532
"01";"Piemonte";92;167;1543;30;1203;0;0;0;2943;570;508;105;6250;0;0;0;7433;10376
"01";"Piemonte";93;111;1023;21;931;0;0;0;2086;427;330;74;4862;2;0;0;5695;7781
"01";"Piemonte";94;82;671;10;757;0;0;0;1520;378;207;59;3909;0;0;0;4553;6073
"01";"Piemonte";95;58;407;6;529;0;0;0;1000;247;110;45;2968;0;0;0;3370;4370
"01";"Piemonte";96;37;239;5;380;0;0;0;661;209;81;29;2119;0;0;0;2438;3099
"01";"Piemonte";97;34;149;4;262;1;0;0;450;164;34;20;1618;0;0;0;1836;2286
"01";"Piemonte";98;19;74;2;184;0;0;0;279;121;28;17;1147;0;0;0;1313;1592
"01";"Piemonte";99;15;45;0;125;0;0;0;185;89;15;9;774;0;0;0;887;1072
"01";"Piemonte";100;12;43;1;125;0;0;0;181;144;12;17;1026;0;0;0;1199;1380
"01";"Piemonte";999;967301;959197;83713;61946;1615;43;30;2073845;808796;970851;116738;285130;936;42;12;2182505;4256350
"16";"Puglia";0;13613;0;0;0;0;0;0;13613;12752;0;0;0;0;0;0;12752;26365
"16";"Puglia";1;13720;0;0;0;0;0;0;13720;12784;0;0;0;0;0;0;12784;26504
"16";"Puglia";2;14245;0;0;0;0;0;0;14245;13443;0;0;0;0;0;0;13443;27688
"16";"Puglia";3;15067;0;0;0;0;0;0;15067;13950;0;0;0;0;0;0;13950;29017
"16";"Puglia";4;15454;0;0;0;0;0;0;15454;14827;0;0;0;0;0;0;14827;30281
"16";"Puglia";5;16081;0;0;0;0;0;0;16081;15147;0;0;0;0;0;0;15147;31228
"16";"Puglia";6;16143;0;0;0;0;0;0;16143;15415;0;0;0;0;0;0;15415;31558
"16";"Puglia";7;17067;0;0;0;0;0;0;17067;15897;0;0;0;0;0;0;15897;32964
"16";"Puglia";8;17257;0;0;0;0;0;0;17257;16321;0;0;0;0;0;0;16321;33578
"16";"Puglia";9;18002;0;0;0;0;0;0;18002;16815;0;0;0;0;0;0;16815;34817
"16";"Puglia";10;18520;0;0;0;0;0;0;18520;17474;0;0;0;0;0;0;17474;35994
"16";"Puglia";11;19062;0;0;0;0;0;0;19062;18116;0;0;0;0;0;0;18116;37178
"16";"Puglia";12;19332;0;0;0;0;0;0;19332;18203;0;0;0;0;0;0;18203;37535
"16";"Puglia";13;19638;0;0;0;0;0;0;19638;18447;0;0;0;0;0;0;18447;38085
"16";"Puglia";14;19888;0;0;0;0;0;0;19888;18594;0;0;0;0;0;0;18594;38482
"16";"Puglia";15;19831;0;0;0;0;0;0;19831;18926;0;0;0;0;0;0;18926;38757
"16";"Puglia";16;20423;0;0;0;0;0;0;20423;19077;0;0;0;0;0;0;19077;39500
"16";"Puglia";17;20864;1;0;0;0;0;0;20865;20107;5;0;0;0;0;0;20112;40977
"16";"Puglia";18;21047;0;0;0;0;0;0;21047;19950;7;0;0;0;0;0;19957;41004
"16";"Puglia";19;20988;2;0;0;0;0;0;20990;19939;30;1;0;0;0;0;19970;40960
"16";"Puglia";20;21805;10;0;1;0;0;0;21816;20147;102;0;0;0;0;0;20249;42065
"16";"Puglia";21;22140;30;0;0;0;0;0;22170;20489;174;0;0;1;1;0;20665;42835
"16";"Puglia";22;22404;60;0;0;1;0;0;22465;19857;290;0;1;3;0;0;20151;42616
"16";"Puglia";23;22132;135;2;0;0;0;0;22269;19748;515;4;1;0;0;0;20268;42537
"16";"Puglia";24;21702;214;1;0;0;0;0;21917;19410;822;7;0;1;0;0;20240;42157
"16";"Puglia";25;21367;382;4;0;3;1;0;21757;19058;1247;6;4;2;0;0;20317;42074
"16";"Puglia";26;20735;658;6;2;3;0;0;21404;18084;1890;19;4;5;0;0;20002;41406
"16";"Puglia";27;20437;1004;6;0;2;0;0;21449;17298;2791;27;3;3;0;0;20122;41571
"16";"Puglia";28;20193;1559;21;1;5;0;0;21779;16757;3834;54;6;8;0;0;20659;42438
"16";"Puglia";29;20268;2341;25;2;10;0;0;22646;16243;5243;55;4;9;0;0;21554;44200
"16";"Puglia";30;18959;3183;22;0;8;0;0;22172;14667;6480;90;10;5;0;0;21252;43424
"16";"Puglia";31;17665;4475;46;4;7;1;0;22198;13302;7762;115;22;4;1;0;21206;43404
"16";"Puglia";32;16173;5336;75;4;14;0;0;21602;12124;9104;178;22;4;1;0;21433;43035
"16";"Puglia";33;15552;6781;80;6;14;0;0;22433;11043;10710;207;29;5;0;0;21994;44427
"16";"Puglia";34;14233;7784;108;6;12;0;0;22143;10023;11362;266;39;8;0;0;21698;43841
"16";"Puglia";35;13167;8798;161;14;9;0;0;22149;8769;12297;341;56;2;2;0;21467;43616
"16";"Puglia";36;11881;9783;172;6;10;0;0;21852;8147;13335;393;60;8;0;0;21943;43795
"16";"Puglia";37;11439;10881;228;13;12;0;0;22573;7897;14530;474;77;6;0;0;22984;45557
"16";"Puglia";38;10764;11864;253;19;17;0;0;22917;7216;15143;552;73;6;0;0;22990;45907
"16";"Puglia";39;10281;12915;309;15;19;1;0;23540;6875;16490;614;114;9;0;0;24102;47642
"16";"Puglia";40;9628;13756;335;21;9;0;1;23750;6498;17219;733;153;5;0;0;24608;48358
"16";"Puglia";41;9274;15026;462;33;9;0;0;24804;6105;18027;800;165;8;0;0;25105;49909
"16";"Puglia";42;9136;16406;512;43;20;0;0;26117;5884;19389;939;195;7;0;0;26414;52531
"16";"Puglia";43;8865;17429;646;57;10;0;0;27007;5730;20182;1083;234;8;0;0;27237;54244
"16";"Puglia";44;8709;18643;726;73;20;0;0;28171;5599;21408;1140;263;9;0;0;28419;56590
"16";"Puglia";45;8430;19716;842;84;16;1;0;29089;5632;22432;1272;310;6;0;0;29652;58741
"16";"Puglia";46;8084;20842;945;98;13;0;0;29982;5364;23252;1361;409;3;0;0;30389;60371
"16";"Puglia";47;7637;21606;986;133;13;1;0;30376;5112;24514;1468;440;5;0;0;31539;61915
"16";"Puglia";48;6845;21468;1028;120;9;0;0;29470;4873;23646;1516;506;9;1;0;30551;60021
"16";"Puglia";49;6360;21675;1032;125;7;0;0;29199;4447;23471;1498;537;2;0;0;29955;59154
"16";"Puglia";50;6008;22446;1165;146;14;0;0;29779;4363;24105;1524;710;5;0;0;30707;60486
"16";"Puglia";51;5570;22653;1130;191;9;1;0;29554;4089;24080;1529;773;3;0;0;30474;60028
"16";"Puglia";52;5259;23167;1190;219;14;0;0;29849;4061;25146;1667;886;6;0;0;31766;61615
"16";"Puglia";53;4782;23579;1317;250;16;0;0;29944;3960;25190;1597;1026;7;1;0;31781;61725
"16";"Puglia";54;4536;24454;1284;267;13;0;0;30554;3928;25308;1580;1145;6;0;0;31967;62521
"16";"Puglia";55;4185;24886;1283;310;10;0;0;30674;3727;25744;1576;1252;6;0;0;32305;62979
"16";"Puglia";56;3781;25026;1216;348;9;0;0;30380;3635;25929;1612;1422;4;0;0;32602;62982
"16";"Puglia";57;3473;25682;1334;419;14;0;0;30922;3632;25996;1559;1639;5;0;0;32831;63753
"16";"Puglia";58;3024;23860;1174;436;6;0;0;28500;3224;24353;1453;1685;4;0;0;30719;59219
"16";"Puglia";59;2755;23455;1072;434;8;0;0;27724;3117;23457;1345;1953;3;0;0;29875;57599
"16";"Puglia";60;2486;23399;1007;447;7;0;0;27346;2901;23153;1301;2130;2;0;0;29487;56833
"16";"Puglia";61;2224;22882;1104;513;9;0;0;26732;2717;22265;1239;2373;4;0;0;28598;55330
"16";"Puglia";62;2068;22132;998;580;5;0;0;25783;2620;21825;1192;2459;1;0;0;28097;53880
"16";"Puglia";63;1794;20753;876;613;5;0;0;24041;2413;20601;1092;2750;0;0;0;26856;50897
"16";"Puglia";64;1773;21128;915;683;4;0;0;24503;2369;20523;1068;2987;1;0;1;26949;51452
"16";"Puglia";65;1572;20734;760;671;3;0;1;23741;2326;19750;950;3244;0;0;0;26270;50011
"16";"Puglia";66;1417;20530;720;739;3;0;1;23410;2157;19368;930;3584;1;0;0;26040;49450
"16";"Puglia";67;1405;19847;654;838;4;0;0;22748;2046;18461;779;3769;0;1;0;25056;47804
"16";"Puglia";68;1233;19072;629;906;7;0;0;21847;1926;17445;837;4141;1;0;0;24350;46197
"16";"Puglia";69;1082;18293;517;906;5;0;0;20803;1853;16454;734;4253;1;0;0;23295;44098
"16";"Puglia";70;1055;18740;521;1033;3;0;0;21352;1885;16502;707;4792;2;0;1;23889;45241
"16";"Puglia";71;976;19256;499;1086;2;0;0;21819;1933;16591;705;5348;0;1;0;24578;46397
"16";"Puglia";72;910;18975;455;1202;7;0;0;21549;1993;15876;669;5784;0;0;0;24322;45871
"16";"Puglia";73;883;19649;431;1433;0;0;0;22396;1977;16283;633;6869;0;0;0;25762;48158
"16";"Puglia";74;816;18067;378;1510;0;0;0;20771;1870;14665;509;6894;1;0;0;23939;44710
"16";"Puglia";75;723;17078;368;1660;3;0;0;19832;1722;13733;547;7655;0;0;0;23657;43489
"16";"Puglia";76;573;14350;289;1460;2;0;0;16674;1625;10711;419;6789;0;0;0;19544;36218
"16";"Puglia";77;535;12273;215;1434;1;0;0;14458;1394;9254;335;6697;0;0;0;17680;32138
"16";"Puglia";78;473;11872;200;1540;2;0;0;14087;1388;8571;316;7149;0;0;0;17424;31511
