anno,provincia,delitto,eta_alla_data_del_reato_vittima,valore,provincia_uts,codice_provinciauts,codice_provincia_storico,codice_regione,regione,ripartizione_geografica,sigla_automobilistica,provinciauts_corretto,codice_ripartizione_geografica
2021,PRATO,12. VIOLENZE SESSUALI,65 e oltre,0,Prato,100,100,09,Toscana,Centro,PO,PRATO,3
2022,PRATO,12. VIOLENZE SESSUALI,65 e oltre,0,Prato,100,100,09,Toscana,Centro,PO,PRATO,3
2023,PRATO,12. VIOLENZE SESSUALI,65 e oltre,0,Prato,100,100,09,Toscana,Centro,PO,PRATO,3
2024,PRATO,12. VIOLENZE SESSUALI,65 e oltre,1,Prato,100,100,09,Toscana,Centro,PO,PRATO,3
2019,CROTONE,5. TENTATI OMICIDI,35-44,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,5. TENTATI OMICIDI,35-44,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,5. TENTATI OMICIDI,35-44,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,5. TENTATI OMICIDI,35-44,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,5. TENTATI OMICIDI,35-44,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,5. TENTATI OMICIDI,35-44,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,5. TENTATI OMICIDI,45-54,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,5. TENTATI OMICIDI,45-54,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,5. TENTATI OMICIDI,45-54,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,5. TENTATI OMICIDI,45-54,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,5. TENTATI OMICIDI,45-54,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,5. TENTATI OMICIDI,45-54,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,5. TENTATI OMICIDI,55-64,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,5. TENTATI OMICIDI,55-64,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,5. TENTATI OMICIDI,55-64,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,5. TENTATI OMICIDI,55-64,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,5. TENTATI OMICIDI,55-64,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,5. TENTATI OMICIDI,55-64,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,5. TENTATI OMICIDI,65 e oltre,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,5. TENTATI OMICIDI,65 e oltre,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,5. TENTATI OMICIDI,65 e oltre,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,5. TENTATI OMICIDI,65 e oltre,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,5. TENTATI OMICIDI,65 e oltre,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,5. TENTATI OMICIDI,65 e oltre,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,8. LESIONI DOLOSE,0-13,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,8. LESIONI DOLOSE,0-13,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,8. LESIONI DOLOSE,0-13,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,8. LESIONI DOLOSE,0-13,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,8. LESIONI DOLOSE,0-13,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,8. LESIONI DOLOSE,0-13,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,8. LESIONI DOLOSE,14-17,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,8. LESIONI DOLOSE,14-17,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,8. LESIONI DOLOSE,14-17,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,8. LESIONI DOLOSE,14-17,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,8. LESIONI DOLOSE,14-17,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,8. LESIONI DOLOSE,14-17,5,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,8. LESIONI DOLOSE,18-24,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,8. LESIONI DOLOSE,18-24,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,8. LESIONI DOLOSE,18-24,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,8. LESIONI DOLOSE,18-24,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,8. LESIONI DOLOSE,18-24,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,8. LESIONI DOLOSE,18-24,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,8. LESIONI DOLOSE,25-34,17,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,8. LESIONI DOLOSE,25-34,12,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,8. LESIONI DOLOSE,25-34,10,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,8. LESIONI DOLOSE,25-34,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,8. LESIONI DOLOSE,25-34,10,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,8. LESIONI DOLOSE,25-34,10,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,8. LESIONI DOLOSE,35-44,14,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,8. LESIONI DOLOSE,35-44,7,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,8. LESIONI DOLOSE,35-44,7,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,8. LESIONI DOLOSE,35-44,13,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,8. LESIONI DOLOSE,35-44,13,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,8. LESIONI DOLOSE,35-44,19,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,8. LESIONI DOLOSE,45-54,25,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,8. LESIONI DOLOSE,45-54,12,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,8. LESIONI DOLOSE,45-54,10,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,8. LESIONI DOLOSE,45-54,10,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,8. LESIONI DOLOSE,45-54,15,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,8. LESIONI DOLOSE,45-54,12,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,8. LESIONI DOLOSE,55-64,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,8. LESIONI DOLOSE,55-64,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,8. LESIONI DOLOSE,55-64,12,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,8. LESIONI DOLOSE,55-64,7,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,8. LESIONI DOLOSE,55-64,8,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,8. LESIONI DOLOSE,55-64,9,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,8. LESIONI DOLOSE,65 e oltre,5,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,8. LESIONI DOLOSE,65 e oltre,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,8. LESIONI DOLOSE,65 e oltre,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,8. LESIONI DOLOSE,65 e oltre,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,8. LESIONI DOLOSE,65 e oltre,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,8. LESIONI DOLOSE,65 e oltre,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,9. PERCOSSE,14-17,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,9. PERCOSSE,14-17,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,9. PERCOSSE,14-17,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,9. PERCOSSE,14-17,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,9. PERCOSSE,14-17,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,9. PERCOSSE,14-17,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,9. PERCOSSE,18-24,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,9. PERCOSSE,18-24,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,9. PERCOSSE,18-24,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,9. PERCOSSE,18-24,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,9. PERCOSSE,18-24,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,9. PERCOSSE,18-24,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,9. PERCOSSE,25-34,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,9. PERCOSSE,25-34,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,9. PERCOSSE,25-34,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,9. PERCOSSE,25-34,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,9. PERCOSSE,25-34,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,9. PERCOSSE,25-34,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,9. PERCOSSE,35-44,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,9. PERCOSSE,35-44,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,9. PERCOSSE,35-44,5,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,9. PERCOSSE,35-44,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,9. PERCOSSE,35-44,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,9. PERCOSSE,35-44,7,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,9. PERCOSSE,45-54,10,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,9. PERCOSSE,45-54,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,9. PERCOSSE,45-54,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,9. PERCOSSE,45-54,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,9. PERCOSSE,45-54,8,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,9. PERCOSSE,45-54,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,9. PERCOSSE,55-64,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,9. PERCOSSE,55-64,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,9. PERCOSSE,55-64,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,9. PERCOSSE,55-64,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,9. PERCOSSE,55-64,5,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,9. PERCOSSE,55-64,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,9. PERCOSSE,65 e oltre,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,9. PERCOSSE,65 e oltre,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,9. PERCOSSE,65 e oltre,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,9. PERCOSSE,65 e oltre,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,9. PERCOSSE,65 e oltre,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,9. PERCOSSE,65 e oltre,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,10. MINACCE,0-13,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,10. MINACCE,0-13,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,10. MINACCE,0-13,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,10. MINACCE,0-13,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,10. MINACCE,0-13,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,10. MINACCE,0-13,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,10. MINACCE,14-17,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,10. MINACCE,14-17,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,10. MINACCE,14-17,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,10. MINACCE,14-17,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,10. MINACCE,14-17,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,10. MINACCE,14-17,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,10. MINACCE,18-24,14,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,10. MINACCE,18-24,10,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,10. MINACCE,18-24,6,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,10. MINACCE,18-24,9,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,10. MINACCE,18-24,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,10. MINACCE,18-24,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,10. MINACCE,25-34,42,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,10. MINACCE,25-34,18,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,10. MINACCE,25-34,28,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,10. MINACCE,25-34,19,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,10. MINACCE,25-34,23,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,10. MINACCE,25-34,21,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,10. MINACCE,35-44,51,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,10. MINACCE,35-44,40,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,10. MINACCE,35-44,27,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,10. MINACCE,35-44,46,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,10. MINACCE,35-44,29,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,10. MINACCE,35-44,27,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,10. MINACCE,45-54,34,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,10. MINACCE,45-54,37,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,10. MINACCE,45-54,28,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,10. MINACCE,45-54,33,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,10. MINACCE,45-54,21,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,10. MINACCE,45-54,25,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,10. MINACCE,55-64,27,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,10. MINACCE,55-64,22,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,10. MINACCE,55-64,17,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,10. MINACCE,55-64,23,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,10. MINACCE,55-64,16,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,10. MINACCE,55-64,23,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,10. MINACCE,65 e oltre,16,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,10. MINACCE,65 e oltre,14,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,10. MINACCE,65 e oltre,11,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,10. MINACCE,65 e oltre,13,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,10. MINACCE,65 e oltre,12,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,10. MINACCE,65 e oltre,19,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,12. VIOLENZE SESSUALI,0-13,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,12. VIOLENZE SESSUALI,0-13,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,12. VIOLENZE SESSUALI,0-13,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,12. VIOLENZE SESSUALI,0-13,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,12. VIOLENZE SESSUALI,0-13,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,12. VIOLENZE SESSUALI,0-13,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,12. VIOLENZE SESSUALI,14-17,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,12. VIOLENZE SESSUALI,14-17,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,12. VIOLENZE SESSUALI,14-17,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,12. VIOLENZE SESSUALI,14-17,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,12. VIOLENZE SESSUALI,14-17,4,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,12. VIOLENZE SESSUALI,14-17,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,12. VIOLENZE SESSUALI,18-24,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,12. VIOLENZE SESSUALI,18-24,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,12. VIOLENZE SESSUALI,18-24,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,12. VIOLENZE SESSUALI,18-24,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,12. VIOLENZE SESSUALI,18-24,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,12. VIOLENZE SESSUALI,18-24,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,12. VIOLENZE SESSUALI,25-34,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,12. VIOLENZE SESSUALI,25-34,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,12. VIOLENZE SESSUALI,25-34,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,12. VIOLENZE SESSUALI,25-34,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,12. VIOLENZE SESSUALI,25-34,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,12. VIOLENZE SESSUALI,25-34,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,12. VIOLENZE SESSUALI,35-44,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,12. VIOLENZE SESSUALI,35-44,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,12. VIOLENZE SESSUALI,35-44,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,12. VIOLENZE SESSUALI,35-44,3,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,12. VIOLENZE SESSUALI,35-44,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,12. VIOLENZE SESSUALI,35-44,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,12. VIOLENZE SESSUALI,45-54,2,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,12. VIOLENZE SESSUALI,45-54,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,12. VIOLENZE SESSUALI,45-54,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,12. VIOLENZE SESSUALI,45-54,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,12. VIOLENZE SESSUALI,45-54,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,12. VIOLENZE SESSUALI,45-54,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,12. VIOLENZE SESSUALI,55-64,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,12. VIOLENZE SESSUALI,55-64,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,12. VIOLENZE SESSUALI,55-64,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,12. VIOLENZE SESSUALI,55-64,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,12. VIOLENZE SESSUALI,55-64,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,12. VIOLENZE SESSUALI,55-64,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,CROTONE,12. VIOLENZE SESSUALI,65 e oltre,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2020,CROTONE,12. VIOLENZE SESSUALI,65 e oltre,1,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2021,CROTONE,12. VIOLENZE SESSUALI,65 e oltre,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2022,CROTONE,12. VIOLENZE SESSUALI,65 e oltre,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2023,CROTONE,12. VIOLENZE SESSUALI,65 e oltre,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2024,CROTONE,12. VIOLENZE SESSUALI,65 e oltre,0,Crotone,101,101,18,Calabria,Sud,KR,CROTONE,4
2019,VIBO VALENTIA,5. TENTATI OMICIDI,35-44,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2020,VIBO VALENTIA,5. TENTATI OMICIDI,35-44,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2021,VIBO VALENTIA,5. TENTATI OMICIDI,35-44,1,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2022,VIBO VALENTIA,5. TENTATI OMICIDI,35-44,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2023,VIBO VALENTIA,5. TENTATI OMICIDI,35-44,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2024,VIBO VALENTIA,5. TENTATI OMICIDI,35-44,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2019,VIBO VALENTIA,5. TENTATI OMICIDI,45-54,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2020,VIBO VALENTIA,5. TENTATI OMICIDI,45-54,1,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2021,VIBO VALENTIA,5. TENTATI OMICIDI,45-54,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2022,VIBO VALENTIA,5. TENTATI OMICIDI,45-54,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2023,VIBO VALENTIA,5. TENTATI OMICIDI,45-54,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2024,VIBO VALENTIA,5. TENTATI OMICIDI,45-54,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2019,VIBO VALENTIA,5. TENTATI OMICIDI,55-64,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2020,VIBO VALENTIA,5. TENTATI OMICIDI,55-64,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2021,VIBO VALENTIA,5. TENTATI OMICIDI,55-64,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2022,VIBO VALENTIA,5. TENTATI OMICIDI,55-64,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
2023,VIBO VALENTIA,5. TENTATI OMICIDI,55-64,0,Vibo Valentia,102,102,18,Calabria,Sud,VV,VIBO VALENTIA,4
